,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.07233333333333333,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.13566666666666669,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.313,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.123,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.059666666666666666,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.2623333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.24966666666666668,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 03:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.17366666666666666,0.3333333333333333
2024-01-01 03:45:00,0.001,0.001,0.001,0.351,1.6666666666666667
2024-01-01 04:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 04:30:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 04:45:00,0.001,0.001,0.001,0.09766666666666665,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.351,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.123,0.3333333333333333
2024-01-01 05:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.047,2.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.275,0.6666666666666666
2024-01-01 06:30:00,0.001,0.001,0.001,0.24966666666666668,0.3333333333333333
2024-01-01 06:45:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 07:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.14833333333333334,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.3763333333333333,0.3333333333333333
2024-01-01 08:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.059666666666666666,0.3333333333333333
2024-01-01 09:00:00,0.001,0.001,0.001,0.389,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.123,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 10:15:00,0.001,0.001,0.001,0.275,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.24966666666666665,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 11:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.14833333333333334,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.3383333333333333,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.08499999999999999,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-01 12:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.3636666666666667,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.161,0.3333333333333333
2024-01-01 13:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.275,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.24966666666666665,0.3333333333333333
2024-01-01 14:45:00,0.001,0.001,0.001,0.0496,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.05999999999999999,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.5930666666666667,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.16133333333333333,0.3333333333333333
2024-01-01 15:45:00,0.001,0.001,0.11920751533575101,0.31246666666666667,0.6666666666666666
2024-01-01 16:00:00,0.001,0.001,0.3770993350918567,0.7058708982706645,0.0
2024-01-01 16:15:00,0.001,0.001,0.7261964883268495,0.10337593972558781,0.3333333333333333
2024-01-01 16:30:00,0.001,0.001,0.13009393002600678,0.10337593972558781,0.3333333333333333
2024-01-01 16:45:00,0.001,0.001,0.20773299504554338,0.13010927305892114,0.0
2024-01-01 17:00:00,0.001,0.001,1.216813004506753,0.3121112879805059,0.0
2024-01-01 17:15:00,0.001,0.001,0.5173311925843554,0.20215299796604624,0.3333333333333333
2024-01-01 17:30:00,0.001,0.001,0.11589228021551379,0.047,0.0
2024-01-01 17:45:00,0.001,0.001,0.2885587116668161,0.047,0.0
2024-01-01 18:00:00,0.001,0.001,0.8479118976702805,0.047,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,0.24966666666666665,0.0
2024-01-01 18:30:00,0.001,0.001,0.001,0.237,0.3333333333333333
2024-01-01 18:45:00,0.001,0.001,0.001,0.08499999999999999,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,0.17366666666666666,0.3333333333333333
2024-01-01 19:45:00,0.001,0.001,0.001,0.2672325234824079,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.26890927305892115,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.33237593972558777,1.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.33237593972558777,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.4083759397255877,1.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.4733862345699268,0.3333333333333333
2024-01-01 21:15:00,0.001,0.001,0.001,0.3338,1.6666666666666667
2024-01-01 21:30:00,0.001,0.001,0.001,0.5832196646327129,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.06723766166678398,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.13184260639225448,0.3333333333333333
2024-01-01 22:15:00,0.001,0.001,0.001,0.35070927305892113,0.3333333333333333
2024-01-01 22:30:00,0.001,0.001,0.001,0.4651210235674095,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.39655219735291425,1.6666666666666667
2024-01-01 23:00:00,0.001,0.001,0.001,0.3100347982352762,1.3333333333333333
2024-01-01 23:15:00,0.001,0.001,0.001,0.29600494472547045,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.43221886401958093,1.3333333333333333
2024-01-01 23:45:00,0.001,0.001,0.001,0.4446855306862476,0.3333333333333333
2024-01-02 00:00:00,0.001,0.001,0.001,0.3515521973529143,0.0
2024-01-02 00:15:00,0.001,0.001,0.001,0.19609450525488764,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.181,0.3333333333333333
2024-01-02 00:45:00,0.001,0.001,0.001,0.2869333333333334,0.6666666666666666
2024-01-02 01:00:00,0.001,0.001,0.001,0.14866666666666667,0.0
2024-01-02 01:15:00,0.001,0.001,0.001,0.2567805767229837,1.6666666666666667
2024-01-02 01:30:00,0.001,0.001,0.001,0.6298904090393402,0.3333333333333333
2024-01-02 01:45:00,0.001,0.001,0.001,0.0588237423726735,0.0
2024-01-02 02:00:00,0.001,0.001,0.001,0.12215707570600684,1.0
2024-01-02 02:15:00,0.001,0.001,0.001,0.14118441310724764,0.3333333333333333
2024-01-02 02:30:00,0.001,0.001,0.001,0.21166666666666664,0.0
2024-01-02 02:45:00,0.001,0.001,0.001,0.161,0.0
2024-01-02 03:00:00,0.001,0.001,0.001,0.052517746440580965,0.0
2024-01-02 03:15:00,0.001,0.001,0.001,0.07149040903934017,0.3333333333333333
2024-01-02 03:30:00,0.001,0.001,0.001,0.19815707570600685,0.3333333333333333
2024-01-02 03:45:00,0.001,0.001,0.001,0.14749040903934016,0.0
2024-01-02 04:00:00,0.001,0.001,0.001,0.24882374237267352,0.0
2024-01-02 04:15:00,0.001,0.001,0.001,0.0540942454236041,0.3333333333333333
2024-01-02 04:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 04:45:00,0.001,0.001,0.001,0.19899999999999998,0.0
2024-01-02 05:00:00,0.001,0.001,0.001,0.059666666666666666,0.3333333333333333
2024-01-02 05:15:00,0.001,0.001,0.001,0.237,0.3333333333333333
2024-01-02 05:30:00,0.001,0.001,0.001,0.123,0.0
2024-01-02 05:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 06:00:00,0.001,0.001,0.001,0.14833333333333334,0.3333333333333333
2024-01-02 06:15:00,0.001,0.001,0.001,0.09766666666666665,0.0
2024-01-02 06:30:00,0.001,0.001,0.001,0.25433333333333336,0.6666666666666666
2024-01-02 06:45:00,0.001,0.001,0.001,0.32,0.3333333333333333
2024-01-02 07:00:00,0.001,0.001,0.001,0.168,0.0
2024-01-02 07:15:00,0.001,0.001,0.001,0.22473333333333334,1.6666666666666667
2024-01-02 07:30:00,0.001,0.001,0.001,0.242,0.3333333333333333
2024-01-02 07:45:00,0.001,0.001,0.001,0.11066666666666666,0.0
2024-01-02 08:00:00,0.001,0.001,0.001,1.8061333333333331,0.0
2024-01-02 08:15:00,0.001,0.001,0.001,2.0742,0.3333333333333333
2024-01-02 08:30:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-02 08:45:00,0.001,0.001,0.001,0.6031333333333334,0.3333333333333333
2024-01-02 09:00:00,0.001,0.2961258633825041,0.001,0.05999999999999999,1.6666666666666667
2024-01-02 09:15:00,0.001,1.8140885884329891,0.26363128216839854,0.31339999999999996,0.3333333333333333
2024-01-02 09:30:00,0.001,1.8922650708095505,0.7436336351440518,0.295,0.3333333333333333
2024-01-02 09:45:00,0.001,1.1641807619465079,0.2826405353025357,0.181,3.3333333333333335
2024-01-02 10:00:00,0.001,0.7629091473840078,0.1689496523931228,0.3001333333333333,5.0
2024-01-02 10:15:00,0.001,0.9269486213469028,0.7807637708025397,2.148258993898139,5.0
2024-01-02 10:30:00,0.001,0.25260789552873125,1.0150271335698655,0.7924237423726735,5.0
2024-01-02 10:45:00,0.001,0.001,0.09172141308187193,0.26182374237267353,5.0
2024-01-02 11:00:00,0.001,0.001,0.18717346828462636,0.07182374237267351,0.6666666666666666
2024-01-02 11:15:00,0.001,0.001,0.5005186376610626,0.15962374237267352,1.6666666666666667
2024-01-02 11:30:00,0.001,0.001,0.001,1.8727529979660464,1.6666666666666667
2024-01-02 11:45:00,0.001,0.001,0.001,0.8593333333333334,2.3333333333333335
2024-01-02 12:00:00,0.001,0.001,0.001,0.237,1.0
2024-01-02 12:15:00,0.001,0.001,0.001,0.123,0.3333333333333333
2024-01-02 12:30:00,0.001,0.001,0.001,0.08499999999999999,0.6666666666666666
2024-01-02 12:45:00,0.001,0.001,0.001,0.282,1.0
2024-01-02 13:00:00,0.001,0.001,0.001,0.168,0.0
2024-01-02 13:15:00,0.001,0.001,0.001,0.3511333333333333,0.0
2024-01-02 13:30:00,0.001,0.001,0.001,0.45861164454124215,0.0
2024-01-02 13:45:00,0.001,0.001,0.001,0.2759092730589211,1.0
2024-01-02 14:00:00,0.001,0.001,0.001,0.4516959397255878,0.3333333333333333
2024-01-02 14:15:00,0.001,0.001,0.001,0.21137593972558782,0.3333333333333333
2024-01-02 14:30:00,0.001,0.001,0.001,0.26204260639225446,1.6666666666666667
2024-01-02 14:45:00,0.001,0.001,0.1907336200641085,0.44464086970337224,0.0
2024-01-02 15:00:00,0.001,0.001,0.5904714082723814,0.7430079141242245,0.3333333333333333
2024-01-02 15:15:00,0.001,0.001,0.4854863435082232,0.4076237423726735,0.3333333333333333
2024-01-02 15:30:00,0.001,0.001,0.16616168836457856,0.33915707570600684,0.0
2024-01-02 15:45:00,0.001,0.001,0.5149083967827618,1.021157075706007,2.0
2024-01-02 16:00:00,0.001,0.001,1.2575608255053539,2.5198237423726737,0.6666666666666666
2024-01-02 16:15:00,0.001,0.001,0.12384923520517449,1.1323764989830232,0.0
2024-01-02 16:30:00,0.001,0.001,0.1218282831049564,0.6196,0.0
2024-01-02 16:45:00,0.001,0.001,0.3680441955704638,0.123,0.0
2024-01-02 17:00:00,0.001,0.001,0.7990600207583909,0.053933333333333326,0.0
2024-01-02 17:15:00,0.001,0.001,0.001,0.14866666666666667,0.3333333333333333
2024-01-02 17:30:00,0.001,0.001,0.001,0.25,0.0
2024-01-02 17:45:00,0.001,0.001,0.001,0.08533333333333333,0.0
2024-01-02 18:00:00,0.001,0.001,0.001,0.1806,0.0
2024-01-02 18:15:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-02 18:30:00,0.001,0.001,0.001,0.059666666666666666,0.0
2024-01-02 18:45:00,0.001,0.001,0.001,0.237,0.0
2024-01-02 19:00:00,0.001,0.001,0.001,0.123,0.0
2024-01-02 19:15:00,0.001,0.001,0.001,0.19899999999999998,0.0
2024-01-02 19:30:00,0.001,0.001,0.001,0.047,0.3333333333333333
2024-01-02 19:45:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 20:00:00,0.001,0.001,0.001,0.17366666666666666,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.19899999999999998,0.0
2024-01-02 20:30:00,0.001,0.001,0.001,0.161,0.3333333333333333
2024-01-02 20:45:00,0.001,0.001,0.001,0.08499999999999999,0.0
2024-01-02 21:00:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 21:15:00,0.001,0.001,0.001,0.09766666666666665,0.0
2024-01-02 21:30:00,0.001,0.001,0.001,0.237,0.0
2024-01-02 21:45:00,0.001,0.001,0.001,0.14833333333333334,0.3333333333333333
2024-01-02 22:00:00,0.001,0.001,0.001,0.13566666666666669,0.0
2024-01-02 22:15:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 22:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 22:45:00,0.001,0.001,0.001,0.21166666666666664,0.3333333333333333
2024-01-02 23:00:00,0.001,0.001,0.001,0.17366666666666666,0.0
2024-01-02 23:15:00,0.001,0.001,0.001,0.18633333333333332,0.0
2024-01-02 23:30:00,0.001,0.001,0.001,0.047,0.0
2024-01-02 23:45:00,0.001,0.001,0.001,0.168,0.3333333333333333
2024-01-03 00:00:00,0.001,0.001,0.001,0.25666666666666665,0.3333333333333333
2024-01-03 00:15:00,0.001,0.001,0.001,1.0014666666666667,1.0
2024-01-03 00:30:00,0.001,0.001,0.001,0.32,0.6666666666666666
2024-01-03 00:45:00,0.001,0.001,0.001,0.15993333333333334,0.3333333333333333
2024-01-03 01:00:00,0.001,0.001,0.001,0.07855219735291431,2.0
2024-01-03 01:15:00,0.001,0.001,0.001,0.09121886401958097,0.0
2024-01-03 01:30:00,0.001,0.001,0.001,0.2740699437934953,0.0
2024-01-03 01:45:00,0.001,0.001,0.001,0.2677092730589211,1.0
2024-01-03 02:00:00,0.001,0.001,0.001,0.13893912656872684,1.3333333333333333
2024-01-03 02:15:00,0.001,0.001,0.001,0.0588237423726735,1.0
2024-01-03 02:30:00,0.001,0.001,0.001,0.05724724338965037,0.3333333333333333
