,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.46125219735291434,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.46125219735291434,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.3816472526274438,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.3747,0.0,0.6666666666666666
2024-01-01 01:00:00,0.001,0.0,0.001,0.2844333333333333,0.0,0.3333333333333333
2024-01-01 01:15:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.6666666666666666
2024-01-01 02:00:00,0.001,0.0,0.001,0.20136666666666664,0.0,0.3333333333333333
2024-01-01 02:15:00,0.001,0.0,0.001,0.2967,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.20136666666666664,0.0,0.3333333333333333
2024-01-01 02:45:00,0.001,0.0,0.001,0.19090695964705523,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.08255219735291432,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.08255219735291432,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.15588553068624764,2.0,0.3333333333333333
2024-01-01 03:45:00,0.001,0.0,0.001,0.14855219735291433,0.0,0.3333333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.08255219735291432,4.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.06993131841174857,5.0,0.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.051,3.0,1.6666666666666667
2024-01-01 04:45:00,0.001,0.0,0.001,0.073,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.161,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.058333333333333334,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.051,0.0,0.3333333333333333
2024-01-01 05:45:00,0.001,0.0,0.001,0.051,0.0,1.3333333333333333
2024-01-01 06:00:00,0.001,0.0,0.001,0.051,0.0,1.3333333333333333
2024-01-01 06:15:00,0.001,0.0,0.001,0.13166666666666668,0.0,0.3333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.10966666666666666,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.051,0.0,0.3333333333333333
2024-01-01 07:00:00,0.001,0.0,0.001,0.059666666666666666,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.064,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.09333333333333332,0.0,1.6666666666666667
2024-01-01 07:45:00,0.001,0.0,0.001,0.174,0.0,0.6666666666666666
2024-01-01 08:00:00,0.001,0.0,0.001,0.051,0.0,0.3333333333333333
2024-01-01 08:15:00,0.001,0.0,0.001,0.09826666666666667,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.21024175788233146,2.6666666666666665,0.6666666666666666
2024-01-01 08:45:00,0.001,0.0,0.001,0.21655219735291428,0.0,0.0
2024-01-01 09:00:00,0.001,0.0006666666666666666,0.001,0.30455219735291433,0.0,0.0
2024-01-01 09:15:00,0.001,1.2004666666666668,0.001,0.2686737801777592,0.0,1.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.2364159397255878,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.11329418184325636,0.0,0.6666666666666666
2024-01-01 10:00:00,0.001,0.001,0.001,0.0628237423726735,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.09949040903934017,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.17454916158178235,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.07188249491511568,0.0,1.6666666666666667
2024-01-01 11:00:00,0.001,0.001,0.001,0.1978237423726735,0.0,1.3333333333333333
2024-01-01 11:15:00,0.001,2.25,0.001,0.5306237423726735,0.0,1.6666666666666667
2024-01-01 11:30:00,0.001,0.1509333333333333,0.001,1.47941040903934,0.0,1.3333333333333333
2024-01-01 11:45:00,0.001,0.001,0.001,1.5806570757060068,0.0,0.6666666666666666
2024-01-01 12:00:00,0.001,0.0003333333333333333,0.001,0.3775237423726735,0.0,0.3333333333333333
2024-01-01 12:15:00,0.001,0.0,0.001,0.2359237423726735,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.2115237423726735,0.0,0.3333333333333333
2024-01-01 12:45:00,0.001,0.0,0.001,1.4595237423726735,0.0,0.6666666666666666
2024-01-01 13:00:00,0.001,0.0,0.001,1.4388570757060068,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.5430675244143831,0.0,0.3333333333333333
2024-01-01 13:30:00,0.001,0.0,0.001,0.4742521973529143,0.0,0.0
