,WasherDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 11:00:00,0.001,0.001,0.16366666666666668,0.0
2024-01-01 11:15:00,0.001,0.001,0.18266666666666664,0.2
2024-01-01 11:30:00,0.001,0.001,0.22066666666666668,0.0
2024-01-01 11:45:00,0.001,0.001,0.056,0.0
2024-01-01 12:00:00,0.001,0.001,0.1,0.2
2024-01-01 12:15:00,0.001,0.001,0.262,0.0
2024-01-01 12:30:00,0.001,0.001,0.19033333333333333,0.0
2024-01-01 12:45:00,0.001,0.001,0.15733333333333333,0.2
2024-01-01 13:00:00,0.001,0.001,0.246,0.0
2024-01-01 13:15:00,0.001,0.001,0.056,0.2
2024-01-01 13:30:00,0.001,0.001,0.12200000000000001,0.0
2024-01-01 13:45:00,0.001,0.001,0.19866666666666666,0.0
2024-01-01 14:00:00,0.001,0.001,0.211,0.2
2024-01-01 14:15:00,0.001,0.001,0.15266666666666667,0.0
2024-01-01 14:30:00,0.001,0.001,0.246,0.0
2024-01-01 14:45:00,0.001,0.001,0.08133333333333333,0.2
2024-01-01 15:00:00,0.001,0.001,0.14400000000000002,0.0
2024-01-01 15:15:00,0.001,0.001,0.13533333333333336,0.2
2024-01-01 15:30:00,0.001,0.001,0.211,0.0
2024-01-01 15:45:00,0.001,0.001,0.16866666666666666,0.0
2024-01-01 16:00:00,0.001,0.001,0.246,0.2
2024-01-01 16:15:00,0.001,0.001,0.10666666666666667,0.0
2024-01-01 16:30:00,0.001,0.001,0.166,0.0
2024-01-01 16:45:00,0.001,0.001,0.09266666666666667,0.2
2024-01-01 17:00:00,0.001,0.001,0.19033333333333333,0.0
2024-01-01 17:15:00,0.001,0.001,0.18466666666666667,0.0
2024-01-01 17:30:00,0.001,0.001,0.246,0.2
2024-01-01 17:45:00,0.001,0.001,0.154,0.0
2024-01-01 18:00:00,0.001,0.001,0.166,0.2
2024-01-01 18:15:00,0.001,0.001,0.07066666666666667,0.0
2024-01-01 18:30:00,0.001,0.001,0.149,0.0
2024-01-01 18:45:00,0.001,0.001,0.20066666666666666,0.2
2024-01-01 19:00:00,0.001,0.001,0.246,0.0
2024-01-01 19:15:00,0.001,0.001,0.20133333333333334,0.0
2024-01-01 19:30:00,0.001,0.001,0.15866666666666668,0.2
2024-01-01 19:45:00,0.001,0.001,0.056,0.0
2024-01-01 20:00:00,0.001,0.001,0.10766666666666666,0.2
2024-01-01 20:15:00,0.001,0.001,0.211,0.0
2024-01-01 20:30:00,0.001,0.001,0.25166666666666665,0.0
2024-01-01 20:45:00,0.001,0.001,0.24866666666666667,0.2
2024-01-01 21:00:00,0.001,0.001,0.1366666666666667,0.0
2024-01-01 21:15:00,0.001,0.001,0.056,0.0
2024-01-01 21:30:00,0.001,0.001,0.06633333333333333,0.2
2024-01-01 21:45:00,0.001,0.001,0.211,0.0
2024-01-01 22:00:00,0.001,0.001,0.26766666666666666,0.2
2024-01-01 22:15:00,0.001,0.001,0.296,0.0
2024-01-01 22:30:00,0.001,0.001,0.11466666666666667,0.0
2024-01-01 22:45:00,0.001,0.001,0.056,0.2
2024-01-01 23:00:00,0.001,0.001,0.056,0.0
2024-01-01 23:15:00,0.001,0.001,0.2768,0.0
2024-01-01 23:30:00,0.001,0.001,0.5256666666666666,0.2
2024-01-01 23:45:00,0.001,0.001,0.7144855306862475,0.2
2024-01-02 00:00:00,0.001,0.001,1.0212855306862478,1.0
2024-01-02 00:15:00,0.001,0.001,0.4515521973529143,0.6
2024-01-02 00:30:00,0.001,0.001,0.49608553068624767,0.0
2024-01-02 00:45:00,0.001,0.001,0.6716855306862476,1.6
2024-01-02 01:00:00,0.001,0.001,0.4673472526274438,0.4
2024-01-02 01:15:00,0.001,0.001,0.477,0.2
2024-01-02 01:30:00,0.001,0.001,0.20433333333333334,0.2
2024-01-02 01:45:00,0.001,0.001,0.177,0.0
2024-01-02 02:00:00,0.001,0.001,0.1286,0.4
2024-01-02 02:15:00,0.001,0.001,0.21833333333333332,0.2
2024-01-02 02:30:00,0.001,0.001,0.4393333333333333,0.2
2024-01-02 02:45:00,0.001,0.001,0.511,1.6
2024-01-02 03:00:00,0.001,0.001,0.21499999999999997,0.2
2024-01-02 03:15:00,0.001,0.001,0.16893333333333332,0.0
2024-01-02 03:30:00,0.001,0.001,0.056,0.4
2024-01-02 03:45:00,0.001,0.001,0.056,1.8
2024-01-02 04:00:00,0.001,0.001,0.315,0.0
2024-01-02 04:15:00,0.001,0.001,0.4093333333333333,0.2
2024-01-02 04:30:00,0.001,0.001,0.11933333333333333,0.0
2024-01-02 04:45:00,0.001,0.001,0.056,0.2
2024-01-02 05:00:00,0.001,0.001,0.056,0.0
2024-01-02 05:15:00,0.001,0.001,0.056,0.0
2024-01-02 05:30:00,0.001,0.001,0.2703333333333333,0.2
2024-01-02 05:45:00,0.001,0.001,0.42866666666666664,0.0
2024-01-02 06:00:00,0.001,0.001,0.14466666666666667,0.2
2024-01-02 06:15:00,0.001,0.001,0.056,0.0
2024-01-02 06:30:00,0.001,0.001,0.056,0.0
2024-01-02 06:45:00,0.001,0.001,0.056,0.2
2024-01-02 07:00:00,0.001,0.001,0.23833333333333334,0.0
2024-01-02 07:15:00,0.001,0.001,0.425,0.0
2024-01-02 07:30:00,0.001,0.001,0.18033333333333335,0.2
2024-01-02 07:45:00,0.001,0.001,0.056,0.0
2024-01-02 08:00:00,0.001,0.001,0.056,0.2
2024-01-02 08:15:00,0.001,0.001,0.078,0.0
2024-01-02 08:30:00,0.001,0.001,0.197,0.0
2024-01-02 08:45:00,0.001,0.001,0.37766666666666665,0.2
2024-01-02 09:00:00,0.001,0.001,0.247,0.0
2024-01-02 09:15:00,0.001,0.001,0.056,0.0
2024-01-02 09:30:00,0.001,0.001,0.056,0.2
2024-01-02 09:45:00,0.001,0.001,0.1,0.0
2024-01-02 10:00:00,0.001,0.001,0.15866666666666668,0.2
2024-01-02 10:15:00,0.001,0.001,0.32733333333333337,0.0
2024-01-02 10:30:00,0.001,0.001,0.31366666666666665,0.0
2024-01-02 10:45:00,0.001,0.001,0.056,0.2
2024-01-02 11:00:00,0.001,0.001,0.056,0.0
2024-01-02 11:15:00,0.001,0.001,0.12200000000000001,0.0
2024-01-02 11:30:00,0.001,0.001,0.1366666666666667,0.2
2024-01-02 11:45:00,0.001,0.001,0.26066666666666666,0.0
2024-01-02 12:00:00,0.001,0.001,0.38033333333333336,0.2
2024-01-02 12:15:00,0.001,0.001,0.056,0.0
2024-01-02 12:30:00,0.001,0.001,0.056,0.0
2024-01-02 12:45:00,0.001,0.001,0.14400000000000002,0.2
2024-01-02 13:00:00,0.001,0.001,0.11466666666666667,0.0
2024-01-02 13:15:00,0.001,0.001,0.194,0.0
2024-01-02 13:30:00,0.001,0.001,0.401,0.2
2024-01-02 13:45:00,0.001,0.001,0.10200000000000001,0.0
2024-01-02 14:00:00,0.001,0.001,0.056,0.0
2024-01-02 14:15:00,0.001,0.001,0.166,0.2
2024-01-02 14:30:00,0.001,0.001,0.09266666666666667,0.0
2024-01-02 14:45:00,0.001,0.001,0.12733333333333335,0.2
2024-01-02 15:00:00,0.001,0.001,0.401,0.0
2024-01-02 15:15:00,0.001,0.001,0.1686666666666667,0.0
2024-01-02 15:30:00,0.001,0.001,0.078,0.2
2024-01-02 15:45:00,0.001,0.001,0.166,0.0
2024-01-02 16:00:00,0.001,0.001,0.07066666666666667,0.0
2024-01-02 16:15:00,0.001,0.001,0.08133333333333333,0.2
2024-01-02 16:30:00,0.001,0.001,0.38033333333333336,0.0
2024-01-02 16:45:00,0.001,0.001,0.23533333333333334,0.2
2024-01-02 17:00:00,0.001,0.001,0.1,0.0
2024-01-02 17:15:00,0.001,0.001,0.15866666666666668,0.0
2024-01-02 17:30:00,0.001,0.001,0.056,0.2
2024-01-02 17:45:00,0.001,0.001,0.056,0.0
2024-01-02 18:00:00,0.001,0.001,0.339,0.0
2024-01-02 18:15:00,0.001,0.001,0.302,0.2
2024-01-02 18:30:00,0.001,0.001,0.12200000000000001,0.0
2024-01-02 18:45:00,0.001,0.001,0.1366666666666667,0.2
2024-01-02 19:00:00,0.001,0.001,0.056,0.0
2024-01-02 19:15:00,0.001,0.001,0.056,0.0
2024-01-02 19:30:00,0.001,0.001,0.2723333333333333,0.2
2024-01-02 19:45:00,0.001,0.001,0.33766666666666667,0.0
2024-01-02 20:00:00,0.001,0.001,0.175,0.0
2024-01-02 20:15:00,0.001,0.001,0.11466666666666667,0.2
2024-01-02 20:30:00,0.001,0.001,0.056,0.0
2024-01-02 20:45:00,0.001,0.001,0.056,0.2
2024-01-02 21:00:00,0.001,0.001,0.20566666666666666,0.0
2024-01-02 21:15:00,0.001,0.001,0.36300000000000004,0.0
2024-01-02 21:30:00,0.001,0.001,0.23833333333333334,0.2
2024-01-02 21:45:00,0.001,0.001,0.09266666666666667,0.0
2024-01-02 22:00:00,0.001,0.001,0.056,0.0
2024-01-02 22:15:00,0.001,0.001,0.056,0.2
2024-01-02 22:30:00,0.001,0.001,0.16999999999999998,0.0
2024-01-02 22:45:00,0.001,0.001,0.37933333333333336,0.2
2024-01-02 23:00:00,0.001,0.001,0.2796666666666667,0.0
2024-01-02 23:15:00,0.001,0.001,0.07066666666666667,0.0
2024-01-02 23:30:00,0.001,0.001,0.056,0.2
2024-01-02 23:45:00,0.001,0.001,0.056,0.0
2024-01-03 00:00:00,0.001,0.001,0.14466666666666667,0.0
2024-01-03 00:15:00,0.001,0.001,0.37266666666666665,0.2
2024-01-03 00:30:00,0.001,0.001,0.32633333333333336,0.0
2024-01-03 00:45:00,0.001,0.001,0.056,0.0
2024-01-03 01:00:00,0.001,0.001,0.056,0.2
2024-01-03 01:15:00,0.001,0.001,0.056,0.0
2024-01-03 01:30:00,0.001,0.001,0.11933333333333333,0.2
2024-01-03 01:45:00,0.001,0.001,0.35333333333333333,0.0
2024-01-03 02:00:00,0.001,0.001,0.32966666666666666,0.0
2024-01-03 02:15:00,0.001,0.001,0.09733333333333333,0.2
2024-01-03 02:30:00,0.001,0.001,0.056,0.0
2024-01-03 02:45:00,0.001,0.001,0.056,0.0
2024-01-03 03:00:00,0.001,0.001,0.094,0.2
2024-01-03 03:15:00,0.001,0.001,0.33399999999999996,0.0
2024-01-03 03:30:00,0.001,0.001,0.333,0.2
2024-01-03 03:45:00,0.001,0.001,0.13866666666666666,0.0
2024-01-03 04:00:00,0.001,0.001,0.056,0.0
2024-01-03 04:15:00,0.001,0.001,0.056,0.2
2024-01-03 04:30:00,0.001,0.001,0.06866666666666667,0.0
2024-01-03 04:45:00,0.001,0.001,0.356,0.0
2024-01-03 05:00:00,0.001,0.001,0.295,0.2
2024-01-03 05:15:00,0.001,0.001,0.18,0.0
2024-01-03 05:30:00,0.001,0.001,0.056,0.2
2024-01-03 05:45:00,0.001,0.001,0.056,0.0
2024-01-03 06:00:00,0.001,0.001,0.078,0.0
2024-01-03 06:15:00,0.001,0.001,0.3433333333333333,0.2
2024-01-03 06:30:00,0.001,0.001,0.257,0.0
2024-01-03 06:45:00,0.001,0.001,0.211,0.0
2024-01-03 07:00:00,0.001,0.001,0.06633333333333333,0.2
2024-01-03 07:15:00,0.001,0.001,0.056,0.0
2024-01-03 07:30:00,0.001,0.001,0.1,0.2
2024-01-03 07:45:00,0.001,0.001,0.3106666666666667,0.0
2024-01-03 08:00:00,0.001,0.001,0.22633333333333333,0.0
2024-01-03 08:15:00,0.001,0.001,0.211,0.2
2024-01-03 08:30:00,0.001,0.001,0.10766666666666666,0.0
2024-01-03 08:45:00,0.001,0.001,0.056,0.0
2024-01-03 09:00:00,0.001,0.001,0.12200000000000001,0.2
2024-01-03 09:15:00,0.001,0.001,0.26333333333333336,0.0
2024-01-03 09:30:00,0.001,0.001,0.7537333333333334,0.4
2024-01-03 09:45:00,0.001,0.001,0.20066666666666666,1.4
2024-01-03 10:00:00,0.001,0.001,0.149,0.2
2024-01-03 10:15:00,0.001,0.001,0.11932666666666665,0.2
2024-01-03 10:30:00,0.001,0.001,0.27969999999999995,0.2
2024-01-03 10:45:00,0.001,0.001,0.35169999999999996,1.6
2024-01-03 11:00:00,0.001,0.001,0.3817,0.2
2024-01-03 11:15:00,0.001,0.001,0.6948333333333333,0.2
2024-01-03 11:30:00,0.001,0.001,1.2589,1.4
2024-01-03 11:45:00,0.001,0.001,0.19169999999999998,0.4
2024-01-03 12:00:00,0.001,0.001,0.30169999999999997,1.0
2024-01-03 12:15:00,0.001,0.001,0.3043666666666667,0.0
2024-01-03 12:30:00,0.001,0.001,0.3817,1.2
2024-01-03 12:45:00,0.001,0.001,0.6788333333333333,0.2
2024-01-03 13:00:00,0.001,0.001,0.3467,0.2
2024-01-03 13:15:00,0.001,0.001,0.23436666666666667,0.0
2024-01-03 13:30:00,0.001,0.001,0.30169999999999997,0.6
2024-01-03 13:45:00,0.001,0.001,0.25703333333333334,3.0
2024-01-03 14:00:00,0.001,0.001,0.3817,3.0
2024-01-03 14:15:00,0.001,0.001,0.26303333333333334,1.0
2024-01-03 14:30:00,0.001,0.001,0.2743266666666667,0.4
2024-01-03 14:45:00,0.001,0.001,0.162,0.0
2024-01-03 15:00:00,0.001,0.001,0.15866666666666668,0.4
2024-01-03 15:15:00,0.001,0.001,0.08133333333333333,1.6
2024-01-03 15:30:00,0.001,0.001,0.246,0.2
2024-01-03 15:45:00,0.001,0.001,0.132,0.6
2024-01-03 16:00:00,0.001,0.001,0.19033333333333333,0.0
2024-01-03 16:15:00,0.001,0.001,0.22533333333333333,1.6
2024-01-03 16:30:00,0.001,0.001,0.1366666666666667,0.2
2024-01-03 16:45:00,0.001,0.001,0.056,0.8
2024-01-03 17:00:00,0.001,0.001,0.246,0.2
2024-01-03 17:15:00,0.001,0.001,0.15733333333333333,1.6
2024-01-03 17:30:00,0.001,0.001,0.149,2.0
2024-01-03 17:45:00,0.001,0.001,0.30759798507841524,2.2
2024-01-03 18:00:00,0.001,0.001,0.14621886401958098,0.2
2024-01-03 18:15:00,0.001,0.001,0.1880543569007429,0.0
2024-01-03 18:30:00,0.001,0.001,0.38604260639225446,2.0
2024-01-03 18:45:00,0.001,0.1343270449307853,0.3480426063922544,0.4
2024-01-03 19:00:00,0.001,0.3980656350139567,0.3221570757060068,1.2
2024-01-03 19:15:00,0.001,0.7000993479286205,0.5758237423726734,0.8
2024-01-03 19:30:00,0.001,0.1361017319839218,0.6654237423726735,0.6
2024-01-03 19:45:00,0.001,0.2459531966181246,2.3509637423726732,0.4
2024-01-03 20:00:00,0.001,1.262108895437139,2.174457075706007,1.4
2024-01-03 20:15:00,0.001,0.4280888661194665,0.608011287980506,0.2
2024-01-03 20:30:00,0.001,0.11063258560186728,0.39531502763531706,0.4
2024-01-03 20:45:00,0.001,0.2961313106793138,0.7126953630026042,0.8
2024-01-03 21:00:00,0.001,0.9065954028231974,0.6533959397255877,0.2
2024-01-03 21:15:00,0.001,0.001,0.4861426063922545,0.2
2024-01-03 21:30:00,0.001,0.001,0.7130759397255878,0.2
2024-01-03 21:45:00,0.001,0.001,0.7842092730589212,0.2
2024-01-03 22:00:00,0.001,0.001,0.6104938888628677,0.2
2024-01-03 22:15:00,0.001,0.001,0.8192931942169821,0.0
2024-01-03 22:30:00,0.001,0.001,0.824318864019581,0.4
2024-01-03 22:45:00,0.001,0.001,0.6002521973529144,0.0
2024-01-03 23:00:00,0.001,0.001,0.5297855306862477,0.0
2024-01-03 23:15:00,0.001,0.001,0.5019855306862476,0.2
2024-01-03 23:30:00,0.001,0.001,0.5253347982352763,0.2
2024-01-03 23:45:00,0.001,0.001,0.5970333333333334,0.2
2024-01-04 00:00:00,0.001,0.001,0.6049666666666667,0.4
2024-01-04 00:15:00,0.001,0.001,0.562794245423604,0.0
2024-01-04 00:30:00,0.001,0.001,0.5421237423726735,0.2
2024-01-04 00:45:00,0.001,0.001,1.0485904090393403,0.6
2024-01-04 01:00:00,0.001,0.001,0.4515237423726735,2.0
2024-01-04 01:15:00,0.001,0.001,0.4247354928811619,0.0
2024-01-04 01:30:00,0.001,0.001,0.4687,0.2
2024-01-04 01:45:00,0.001,0.001,0.23303333333333331,0.2
2024-01-04 02:00:00,0.001,0.001,0.22969999999999996,0.2
2024-01-04 02:15:00,0.001,0.001,0.3817,0.6
2024-01-04 02:30:00,0.001,0.001,0.36503333333333327,1.0
2024-01-04 02:45:00,0.001,0.001,0.22836666666666663,0.0
2024-01-04 03:00:00,0.001,0.001,0.7464999999999999,0.2
2024-01-04 03:15:00,0.001,0.001,0.27436666666666665,1.0
2024-01-04 03:30:00,0.001,0.001,0.7374333333333333,0.2
2024-01-04 03:45:00,0.001,0.001,0.40369999999999995,0.0
2024-01-04 04:00:00,0.001,0.001,0.39036666666666664,0.2
2024-01-04 04:15:00,0.001,0.001,0.20636666666666664,0.2
2024-01-04 04:30:00,0.001,0.001,0.3053666666666667,0.0
2024-01-04 04:45:00,0.001,0.001,0.3157,0.2
2024-01-04 05:00:00,0.001,0.001,0.19169999999999998,0.0
2024-01-04 05:15:00,0.001,0.001,0.3044733333333333,1.0
2024-01-04 05:30:00,0.001,0.001,0.27266666666666667,1.2
2024-01-04 05:45:00,0.001,0.001,0.5890666666666667,0.2
2024-01-04 06:00:00,0.001,0.001,0.12833333333333333,0.0
2024-01-04 06:15:00,0.001,0.001,0.7440666666666667,1.0
2024-01-04 06:30:00,0.001,0.001,0.06633333333333333,0.6
2024-01-04 06:45:00,0.001,0.001,0.27399999999999997,0.8
2024-01-04 07:00:00,0.001,0.001,0.27599999999999997,0.8
2024-01-04 07:15:00,0.001,0.001,0.056,0.2
2024-01-04 07:30:00,0.001,0.001,0.087,0.0
2024-01-04 07:45:00,0.001,0.001,0.2214,0.4
2024-01-04 08:00:00,0.001,0.001,0.12066666666666667,0.2
2024-01-04 08:15:00,0.001,0.001,0.8167333333333333,0.2
2024-01-04 08:30:00,0.001,0.001,0.28886666666666666,0.8
2024-01-04 08:45:00,0.001,0.001,0.056,0.2
2024-01-04 09:00:00,0.001,0.001,0.056,0.2
2024-01-04 09:15:00,0.001,0.001,0.20066666666666666,0.2
2024-01-04 09:30:00,0.001,0.001,0.149,0.0
2024-01-04 09:45:00,0.001,0.001,0.2673333333333333,0.4
2024-01-04 10:00:00,0.001,0.001,0.2826666666666667,0.0
2024-01-04 10:15:00,0.001,0.001,0.056,0.2
2024-01-04 10:30:00,0.001,0.001,0.056,0.8
2024-01-04 10:45:00,0.001,0.001,0.6923999999999999,0.2
2024-01-04 11:00:00,0.001,0.001,0.21233333333333335,1.0
2024-01-04 11:15:00,0.001,0.001,0.242,0.2
2024-01-04 11:30:00,0.001,0.001,0.26066666666666666,0.2
2024-01-04 11:45:00,0.001,0.001,0.08133333333333333,0.0
2024-01-04 12:00:00,0.001,0.001,0.1892666666666667,1.2
2024-01-04 12:15:00,0.001,0.001,0.5178,1.6
2024-01-04 12:30:00,0.001,0.001,0.255,0.8
2024-01-04 12:45:00,0.001,0.001,0.6297999999999999,0.4
2024-01-04 13:00:00,0.001,0.001,0.246,0.4
2024-01-04 13:15:00,0.001,0.001,0.10666666666666667,0.2
2024-01-04 13:30:00,0.001,0.001,0.056,0.0
2024-01-04 13:45:00,0.001,0.001,0.07666666666666666,1.8
2024-01-04 14:00:00,0.001,0.001,0.277,0.0
2024-01-04 14:15:00,0.001,0.014266666666666669,0.22400000000000003,0.2
2024-01-04 14:30:00,0.001,0.10510630079405671,0.246,0.0
2024-01-04 14:45:00,0.001,0.19214710767787047,0.132,0.8
2024-01-04 15:00:00,0.001,1.2027958555259315,0.056,0.4
2024-01-04 15:15:00,0.001,0.10547570046788418,0.056,0.4
2024-01-04 15:30:00,0.001,0.19810219016477396,0.39594,1.0
2024-01-04 15:45:00,0.001,0.4055025913590631,0.3537,1.6
2024-01-04 16:00:00,0.001,0.45188089508402235,0.3817,0.2
2024-01-04 16:15:00,0.001,0.11496419182045223,0.29303333333333337,0.2
2024-01-04 16:30:00,0.001,0.30229283432497456,0.19169999999999998,0.0
2024-01-04 16:45:00,0.001,1.9337103493254595,0.19169999999999998,0.0
2024-01-04 17:00:00,0.001,0.06986975953192481,0.49956666666666666,0.4
2024-01-04 17:15:00,0.001,0.001,0.4940333333333333,0.4
2024-01-04 17:30:00,0.001,0.001,0.4773666666666667,0.0
2024-01-04 17:45:00,0.001,0.001,0.5200333333333333,0.4
2024-01-04 18:00:00,0.001,0.001,0.46623333333333333,0.0
2024-01-04 18:15:00,0.001,0.001,0.4809,1.0
2024-01-04 18:30:00,0.001,0.001,0.5963666666666667,0.4
2024-01-04 18:45:00,0.001,0.001,0.6043666666666667,0.2
2024-01-04 19:00:00,0.001,0.001,0.5653040777399606,0.2
2024-01-04 19:15:00,0.001,0.001,0.4124570757060068,0.4
2024-01-04 19:30:00,0.001,0.001,0.4187904090393401,0.0
2024-01-04 19:45:00,0.001,0.001,1.3386570757060068,0.4
2024-01-04 20:00:00,0.001,0.001,2.802523742372673,0.8
2024-01-04 20:15:00,0.001,0.001,3.2519974110732934,0.0
2024-01-04 20:30:00,0.001,0.001,1.8543333333333334,0.2
2024-01-04 20:45:00,0.001,0.001,1.5150666666666668,0.0
2024-01-04 21:00:00,0.001,0.001,0.30222666666666664,0.2
2024-01-04 21:15:00,0.001,0.001,0.6055666666666667,0.2
2024-01-04 21:30:00,0.001,0.001,0.6363666666666667,0.4
2024-01-04 21:45:00,0.001,0.001,1.5156999999999998,0.2
2024-01-04 22:00:00,0.001,0.001,0.9823000000000001,0.4
2024-01-04 22:15:00,0.001,0.001,0.6889393292654258,0.0
2024-01-04 22:30:00,0.001,0.001,0.8521904090393402,0.0
2024-01-04 22:45:00,0.001,0.001,0.49745707570600683,0.2
2024-01-04 23:00:00,0.001,0.001,0.3873973686863954,0.0
2024-01-04 23:15:00,0.001,0.001,0.5718759397255878,1.4
2024-01-04 23:30:00,0.001,0.001,0.6495778579177197,0.8
2024-01-04 23:45:00,0.001,0.001,1.080318864019581,1.2
2024-01-05 00:00:00,0.001,0.001,0.39525219735291434,0.8
2024-01-05 00:15:00,0.001,0.001,0.4343855306862477,0.8
2024-01-05 00:30:00,0.001,0.001,0.23047014649019426,1.6
2024-01-05 00:45:00,0.001,0.001,0.23460983231635646,0.4
2024-01-05 01:00:00,0.001,0.001,0.42807593972558783,0.0
2024-01-05 01:15:00,0.001,0.001,0.46640927305892116,0.4
2024-01-05 01:30:00,0.001,0.001,0.7202092730589211,0.4
2024-01-05 01:45:00,0.001,0.001,0.8781426063922544,0.0
2024-01-05 02:00:00,0.001,0.001,0.24763912656872686,1.0
2024-01-05 02:15:00,0.001,0.001,0.06819966463271294,0.2
2024-01-05 02:30:00,0.001,0.001,0.22366666666666665,0.2
2024-01-05 02:45:00,0.001,0.001,0.32866666666666666,0.4
2024-01-05 03:00:00,0.001,0.001,0.18866666666666668,1.2
2024-01-05 03:15:00,0.001,0.001,0.15866666666666668,0.6
2024-01-05 03:30:00,0.001,0.001,0.056,0.8
2024-01-05 03:45:00,0.001,0.001,0.056,0.4
2024-01-05 04:00:00,0.001,0.001,0.16966666666666666,0.0
2024-01-05 04:15:00,0.001,0.001,0.35733333333333334,0.2
2024-01-05 04:30:00,0.001,0.001,0.23600000000000002,0.0
2024-01-05 04:45:00,0.001,0.001,0.1366666666666667,0.2
2024-01-05 05:00:00,0.001,0.001,0.056,0.0
2024-01-05 05:15:00,0.001,0.001,0.056,0.6
2024-01-05 05:30:00,0.001,0.001,0.12833333333333333,0.2
2024-01-05 05:45:00,0.001,0.001,0.36300000000000004,0.4
2024-01-05 06:00:00,0.001,0.001,0.2936666666666667,1.4
2024-01-05 06:15:00,0.001,0.001,0.6477333333333334,1.0
2024-01-05 06:30:00,0.001,0.001,0.06466666666666668,0.4
2024-01-05 06:45:00,0.001,0.001,0.069,1.0
2024-01-05 07:00:00,0.001,0.001,0.1,0.2
2024-01-05 07:15:00,0.001,0.001,0.8837333333333333,0.2
2024-01-05 07:30:00,0.001,0.001,0.4437333333333333,0.4
2024-01-05 07:45:00,0.001,0.001,0.22666666666666666,0.2
2024-01-05 08:00:00,0.001,0.001,0.17786666666666665,0.4
2024-01-05 08:15:00,0.001,0.001,0.177,2.8
2024-01-05 08:30:00,0.001,0.001,0.177,3.0
2024-01-05 08:45:00,0.001,0.001,0.3482,0.0
2024-01-05 09:00:00,0.001,0.001,0.449,0.0
2024-01-05 09:15:00,0.001,0.001,0.4704666666666667,0.2
2024-01-05 09:30:00,0.001,0.001,0.056,0.0
2024-01-05 09:45:00,0.001,0.001,0.5890666666666667,0.4
2024-01-05 10:00:00,0.001,0.001,0.056,0.0
2024-01-05 10:15:00,0.001,0.001,0.2793333333333334,0.2
2024-01-05 10:30:00,0.001,0.001,0.483,0.0
2024-01-05 10:45:00,0.001,0.001,0.08133333333333333,0.0
2024-01-05 11:00:00,0.001,0.001,0.056,0.2
