,WasherDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.579918864019581,0.0
2024-01-01 00:15:00,0.001,0.001,0.3888452377058591,0.0
2024-01-01 00:30:00,0.001,0.001,0.47436666666666666,0.2
2024-01-01 00:45:00,0.001,0.001,0.42769999999999997,0.0
2024-01-01 01:00:00,0.001,0.001,0.19169999999999998,0.0
2024-01-01 01:15:00,0.001,0.001,0.27436666666666665,0.2
2024-01-01 01:30:00,0.001,0.001,0.3467,0.0
2024-01-01 01:45:00,0.001,0.001,0.19169999999999998,0.0
2024-01-01 02:00:00,0.001,0.001,0.39036666666666664,0.2
2024-01-01 02:15:00,0.001,0.001,0.41836666666666666,0.0
2024-01-01 02:30:00,0.001,0.001,0.20436666666666664,0.2
2024-01-01 02:45:00,0.001,0.001,0.23303333333333331,0.0
2024-01-01 03:00:00,0.001,0.001,0.24718666666666664,0.0
2024-01-01 03:15:00,0.001,0.001,0.11933333333333333,0.2
2024-01-01 03:30:00,0.001,0.001,0.22933333333333333,0.0
2024-01-01 03:45:00,0.001,0.001,0.26066666666666666,0.0
2024-01-01 04:00:00,0.001,0.001,0.094,0.2
2024-01-01 04:15:00,0.001,0.001,0.056,0.0
2024-01-01 04:30:00,0.001,0.001,0.211,0.2
2024-01-01 04:45:00,0.001,0.001,0.18266666666666667,0.0
2024-01-01 05:00:00,0.001,0.001,0.19666666666666668,0.0
2024-01-01 05:15:00,0.001,0.001,0.246,0.2
2024-01-01 05:30:00,0.001,0.001,0.11933333333333333,0.0
2024-01-01 05:45:00,0.001,0.001,0.056,0.0
2024-01-01 06:00:00,0.001,0.001,0.16966666666666666,0.2
2024-01-01 06:15:00,0.001,0.001,0.246,0.0
2024-01-01 06:30:00,0.001,0.001,0.14933333333333335,0.0
2024-01-01 06:45:00,0.001,0.001,0.246,0.2
2024-01-01 07:00:00,0.001,0.001,0.14466666666666667,0.0
2024-01-01 07:15:00,0.001,0.001,0.056,0.2
2024-01-01 07:30:00,0.001,0.001,0.12833333333333333,0.0
2024-01-01 07:45:00,0.001,0.001,0.29900000000000004,0.0
2024-01-01 08:00:00,0.001,0.001,0.125,0.2
2024-01-01 08:15:00,0.001,0.001,0.23333333333333334,0.0
2024-01-01 08:30:00,0.001,0.001,0.16999999999999998,0.0
2024-01-01 08:45:00,0.001,0.001,0.056,0.2
2024-01-01 09:00:00,0.001,0.001,0.087,0.0
2024-01-01 09:15:00,0.001,0.001,0.321,0.2
2024-01-01 09:30:00,0.001,0.001,0.14433333333333334,0.0
2024-01-01 09:45:00,0.001,0.001,0.20800000000000002,0.0
2024-01-01 10:00:00,0.001,0.001,0.19533333333333333,0.2
2024-01-01 10:15:00,0.001,0.001,0.056,0.0
2024-01-01 10:30:00,0.001,0.001,0.078,0.0
2024-01-01 10:45:00,0.001,0.001,0.3106666666666667,0.2
