,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV
2024-01-31 00:45:00,0.001,0.0,0.001,0.208,0.0
2024-01-31 01:00:00,0.001,0.0,0.001,0.084,0.0
2024-01-31 01:15:00,0.001,0.0,0.001,0.205,0.0
2024-01-31 01:30:00,0.001,0.0,0.001,0.17966666666666667,0.0
2024-01-31 01:45:00,0.001,0.0,0.001,0.12533333333333332,0.0
2024-01-31 02:00:00,0.001,0.0,0.001,0.16666666666666666,0.0
2024-01-31 02:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 02:30:00,0.001,0.0,0.001,0.16699999999999998,0.0
2024-01-31 02:45:00,0.001,0.0,0.001,0.21766666666666667,0.0
2024-01-31 03:00:00,0.001,0.0,0.001,0.19766666666666666,0.0
2024-01-31 03:15:00,0.001,0.0,0.001,0.09433333333333334,0.0
2024-01-31 03:30:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 03:45:00,0.001,0.0,0.001,0.129,0.0
2024-01-31 04:00:00,0.001,0.0,0.001,0.305,0.0
2024-01-31 04:15:00,0.001,0.0,0.001,0.18966666666666665,0.0
2024-01-31 04:30:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 04:45:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 05:00:00,0.001,0.0,0.001,0.4908,0.0
2024-01-31 05:15:00,0.001,0.0,0.001,0.37733333333333335,0.0
2024-01-31 05:30:00,0.001,0.0,0.001,0.15533333333333335,0.0
2024-01-31 05:45:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 06:00:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 06:15:00,0.001,0.0,0.001,0.10466666666666666,0.0
2024-01-31 06:30:00,0.001,0.0,0.001,0.9103999999999999,0.0
2024-01-31 06:45:00,0.001,0.0,0.001,0.14166666666666666,0.0
2024-01-31 07:00:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 07:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 07:30:00,0.001,0.0,0.001,0.177,0.0
2024-01-31 07:45:00,0.001,0.0,0.001,0.6668,0.0
2024-01-31 08:00:00,0.001,0.0,0.001,0.17966666666666667,0.0
2024-01-31 08:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-31 08:30:00,0.001,0.0,0.001,0.09433333333333334,0.0
2024-01-31 08:45:00,0.001,0.0,0.001,0.20893333333333333,0.0
2024-01-31 09:00:00,0.001,0.0,0.001,0.18000000000000002,0.0
2024-01-31 09:15:00,0.001,0.0,0.001,0.24875999999999998,0.0
2024-01-31 09:30:00,0.001,0.0,0.001,0.1991,0.0
2024-01-31 09:45:00,0.001,0.0,0.001,0.7021666666666666,0.0
2024-01-31 10:00:00,0.001,0.0,0.001,0.8062333333333332,0.0
2024-01-31 10:15:00,0.001,0.0,0.001,0.2777,0.0
2024-01-31 10:30:00,0.6865634812499747,0.0,0.030364887719969622,0.3917,1.4
2024-01-31 10:45:00,0.7920347860576631,0.0,0.11640013629473317,0.24189999999999998,7.0
2024-01-31 11:00:00,0.7920347860576631,0.0,0.3054680546714754,0.3437,7.0
2024-01-31 11:15:00,0.7920347860576631,0.0,1.0758094750348788,0.18869999999999998,0.4666666666666667
2024-01-31 11:30:00,0.7920347860576631,0.0,0.11981635502885384,0.22669999999999998,0.0
2024-01-31 11:45:00,0.7920347860576631,0.0,0.2712441244073021,0.3787,0.0
2024-01-31 12:00:00,0.7920347860576631,0.0,0.5786271619195081,0.5642866666666666,0.0
2024-01-31 12:15:00,0.7920347860576631,0.0004,0.20181991422085735,0.5379,0.0
2024-01-31 12:30:00,0.7920347860576631,0.7506666666666667,0.11383771399667887,0.18869999999999998,0.0
2024-01-31 12:45:00,0.7920347860576631,0.4508,0.3925103414932591,1.1039,0.0
2024-01-31 13:00:00,0.7920347860576631,0.001,1.144244596361287,1.6473666666666666,0.0
2024-01-31 13:15:00,0.7920347860576631,0.7506666666666667,0.001,0.7893666666666667,0.0
2024-01-31 13:30:00,0.7920347860576631,2.25,0.001,0.8247,0.0
2024-01-31 13:45:00,0.7920347860576631,0.9006000000000001,0.001,0.43280347982352757,0.0
2024-01-31 14:00:00,0.6338278288461304,0.7506666666666667,0.001,0.4669816943019837,0.0
2024-01-31 14:15:00,0.7920347860576631,0.0003333333333333333,0.001,0.7009826063922545,0.0
2024-01-31 14:30:00,0.7920347860576631,0.0,0.001,0.8245759397255878,0.0
2024-01-31 14:45:00,0.7920347860576631,0.0,0.001,0.38290927305892114,0.0
2024-01-31 15:00:00,0.7920347860576631,0.0,0.001,0.21290771142752546,0.0
2024-01-31 15:15:00,0.7920347860576631,0.0,0.001,0.2726533333333333,0.0
2024-01-31 15:30:00,0.7920347860576631,0.0,0.001,0.4489466666666667,0.0
2024-01-31 15:45:00,0.7920347860576631,0.0,0.001,0.7714,0.0
2024-01-31 16:00:00,0.7920347860576631,0.0,0.001,0.053,0.0
2024-01-31 16:15:00,0.7920347860576631,0.0,0.001,0.061413919294110476,0.0
2024-01-31 16:30:00,0.7920347860576631,0.0,0.001,0.18077186198562722,0.0
2024-01-31 16:45:00,0.7920347860576631,0.0,0.001,0.2887092730589211,5.6
2024-01-31 17:00:00,0.7920347860576631,0.0,0.001,0.2993759397255878,7.0
2024-01-31 17:15:00,0.6338278288461304,0.0,0.001,0.23883564674519922,7.0
2024-01-31 17:30:00,0.001,0.0,0.001,0.1988237423726735,2.3333333333333335
2024-01-31 17:45:00,0.001,0.0,0.001,0.3538237423726735,0.0
2024-01-31 18:00:00,0.001,0.0,0.001,0.36893333333333334,0.0
2024-01-31 18:15:00,0.001,0.0,0.001,0.6118424949151157,0.0
2024-01-31 18:30:00,0.001,0.0,0.001,0.4931904090393402,0.0
2024-01-31 18:45:00,0.001,0.0,0.001,0.46925506078442214,0.0
2024-01-31 19:00:00,0.001,0.0,0.001,0.5635426063922544,0.0
2024-01-31 19:15:00,0.001,0.0,0.001,0.3948759397255878,0.0
2024-01-31 19:30:00,0.001,0.0,0.001,0.5560759397255878,0.0
2024-01-31 19:45:00,0.001,0.0,0.001,0.45474260639225444,0.0
2024-01-31 20:00:00,0.001,0.0,0.001,0.6317426063922544,0.0
2024-01-31 20:15:00,0.001,0.0,0.001,0.5011814344707002,0.0
2024-01-31 20:30:00,0.001,0.0,0.001,0.3853426063922545,0.0
2024-01-31 20:45:00,0.001,0.0,0.001,0.5776759397255877,0.0
2024-01-31 21:00:00,0.001,0.0,0.001,0.6627426063922545,0.0
2024-01-31 21:15:00,0.001,0.0,0.001,0.5980759397255877,0.0
2024-01-31 21:30:00,0.001,0.0,0.001,1.1094759397255878,0.0
2024-01-31 21:45:00,0.001,0.0,0.001,0.4740759397255878,0.0
2024-01-31 22:00:00,0.001,0.0,0.001,0.585711191251053,0.0
2024-01-31 22:15:00,0.001,0.0,0.001,0.7166092730589211,0.0
2024-01-31 22:30:00,0.001,0.0,0.001,0.49306260639225447,0.0
2024-01-31 22:45:00,0.001,0.0,0.001,0.8545904090393402,0.0
2024-01-31 23:00:00,0.001,0.0,0.001,0.3329275787569374,0.0
2024-01-31 23:15:00,0.001,0.0,0.001,0.5583666666666667,0.0
2024-01-31 23:30:00,0.001,0.0,0.001,0.7629202717869393,0.0
2024-01-31 23:45:00,0.001,0.0,0.001,0.4544759397255878,0.0
2024-02-01 00:00:00,0.001,0.0,0.001,0.4740759397255878,0.0
2024-02-01 00:15:00,0.001,0.0,0.001,0.4740759397255878,0.0
2024-02-01 00:30:00,0.001,0.0,0.001,0.5473426063922545,0.0
2024-02-01 00:45:00,0.001,0.0,0.001,0.9396481011373669,0.0
2024-02-01 01:00:00,0.001,0.0,0.001,0.3489628302824027,0.0
2024-02-01 01:15:00,0.001,0.0,0.001,0.32442435876469333,0.0
2024-02-01 01:30:00,0.001,0.0,0.001,0.2559321973529143,0.0
2024-02-01 01:45:00,0.001,0.0,0.001,0.35021886401958097,0.0
2024-02-01 02:00:00,0.001,0.0,0.001,0.3955521973529143,0.0
2024-02-01 02:15:00,0.001,0.0,0.001,0.20548553068624764,0.0
2024-02-01 02:30:00,0.001,0.0,0.001,0.45280000000000004,0.0
2024-02-01 02:45:00,0.001,0.0,0.001,0.16666666666666666,0.0
2024-02-01 03:00:00,0.001,0.0,0.001,0.12743681315686095,0.0
2024-02-01 03:15:00,0.001,0.0,0.001,0.23655219735291425,0.0
2024-02-01 03:30:00,0.001,0.0,0.001,0.21121886401958093,0.0
2024-02-01 03:45:00,0.001,0.0,0.001,0.1155521973529143,0.0
2024-02-01 04:00:00,0.001,0.0,0.001,0.2395521973529143,0.0
2024-02-01 04:15:00,0.001,0.0,0.001,0.08455219735291429,0.0
2024-02-01 04:30:00,0.001,0.0,0.001,0.18382783858822097,0.0
2024-02-01 04:45:00,0.001,0.0,0.001,0.21766666666666667,0.0
2024-02-01 05:00:00,0.001,0.0,0.001,0.6893999999999999,1.4
2024-02-01 05:15:00,0.001,0.0,0.001,0.13566666666666666,1.8666666666666667
2024-02-01 05:30:00,0.001,0.0,0.001,0.053,0.0
2024-02-01 05:45:00,0.001,0.0,0.001,0.129,0.0
2024-02-01 06:00:00,0.001,0.0,0.001,0.26366666666666666,0.0
2024-02-01 06:15:00,0.001,0.0,0.001,0.22066666666666668,0.0
2024-02-01 06:30:00,0.001,0.0,0.001,0.06333333333333332,0.0
2024-02-01 06:45:00,0.001,0.0,0.001,0.053,0.0
2024-02-01 07:00:00,0.001,0.0,0.001,0.091,0.0
2024-02-01 07:15:00,0.001,0.0,0.001,0.336,1.4
2024-02-01 07:30:00,0.001,0.0,0.001,0.20273333333333332,5.6
2024-02-01 07:45:00,0.001,0.0,0.001,0.066,0.0
2024-02-01 08:00:00,0.001,0.0,0.001,0.066,0.0
2024-02-01 08:15:00,0.001,0.0,0.001,0.0746,0.0
2024-02-01 08:30:00,0.001,0.0,0.001,0.4058,0.0
2024-02-01 08:45:00,0.001,0.0,0.001,0.1753333333333333,0.0
2024-02-01 09:00:00,0.001,0.0,0.001,0.066,0.0
2024-02-01 09:15:00,0.001,0.0,0.001,0.066,0.0
2024-02-01 09:30:00,0.001,0.0,0.001,0.1391333333333333,0.0
2024-02-01 09:45:00,0.001,0.0,0.001,0.32133333333333336,0.0
2024-02-01 10:00:00,0.001,0.0,0.001,0.19266666666666668,0.0
2024-02-01 10:15:00,0.001,0.0,0.0320847911347406,0.066,0.0
2024-02-01 10:30:00,0.001,0.0,0.17024573764765996,0.066,0.0
2024-02-01 10:45:00,0.001,0.0,0.6549454171780517,0.21406666666666666,0.0
2024-02-01 11:00:00,0.001,0.0,0.6899985656358884,0.19799999999999998,5.6
2024-02-01 11:15:00,0.001,0.0,0.14051531329240405,0.21766666666666667,7.0
2024-02-01 11:30:00,0.001,0.0,0.26725347411247097,0.053,3.2666666666666666
2024-02-01 11:45:00,0.001,0.0,0.6694765650804625,0.12533333333333332,0.0
2024-02-01 12:00:00,0.001,0.0,0.09643487810921333,0.16666666666666666,0.0
2024-02-01 12:15:00,0.001,0.0,0.16095998638317108,0.14513333333333334,0.0
2024-02-01 12:30:00,0.001,0.0,0.6840029394128664,0.8847173991176381,0.0
2024-02-01 12:45:00,0.001,0.0,1.519195949822883,1.0838055306862477,0.0
2024-02-01 13:00:00,0.001,1.5003333333333333,0.13219224463900603,0.6124366104601618,0.0
2024-02-01 13:15:00,0.001,1.5003333333333333,0.12242413543230704,2.354475939725588,0.0
2024-02-01 13:30:00,0.001,1.6502666666666665,0.001,2.6349426063922547,0.0
2024-02-01 13:45:00,0.7392991336538189,0.001,0.001,1.214535646745199,0.0
2024-02-01 14:00:00,0.7920347860576631,0.0,0.001,0.4149237423726735,0.0
2024-02-01 14:15:00,0.7920347860576631,0.0,0.001,0.4343237423726735,0.0
2024-02-01 14:30:00,0.7920347860576631,0.0,0.10233478986486258,0.33105707570600684,0.0
2024-02-01 14:45:00,0.7920347860576631,0.0,0.36330937265511193,0.3249904090393402,0.0
2024-02-01 15:00:00,0.7920347860576631,0.0,0.7448434248549539,0.5245237423726735,0.0
2024-02-01 15:15:00,0.7920347860576631,0.0,0.12795766130169658,0.8418970757060068,0.0
2024-02-01 15:30:00,0.7920347860576631,0.0,0.18132711716955444,0.4378875787569374,0.0
2024-02-01 15:45:00,0.7920347860576631,0.0,1.1661397118533803,0.25643333333333335,0.0
2024-02-01 16:00:00,0.7920347860576631,0.0,0.596649559355055,0.3097,0.0
2024-02-01 16:15:00,0.7920347860576631,0.0,0.12117046888454211,0.5301945052548876,0.0
2024-02-01 16:30:00,0.6865634812499747,0.0,0.2824425081346481,0.6022521973529144,0.0
2024-02-01 16:45:00,0.001,0.0,0.9319294030625876,0.3170521973529143,0.0
2024-02-01 17:00:00,0.001,0.0,0.001,0.34125219735291434,0.0
2024-02-01 17:15:00,0.001,0.0,0.001,0.34125219735291434,0.0
2024-02-01 17:30:00,0.001,0.0,0.001,0.5666313184117485,0.0
2024-02-01 17:45:00,0.001,0.0,0.001,0.48208666666666666,0.0
2024-02-01 18:00:00,0.001,0.0,0.001,0.174,0.0
2024-02-01 18:15:00,0.001,0.0,0.001,0.18031043947058287,0.0
2024-02-01 18:30:00,0.001,0.0,0.001,1.3786188640195811,0.0
2024-02-01 18:45:00,0.001,0.0,0.001,2.548218864019581,0.0
2024-02-01 19:00:00,0.001,0.0,0.001,0.961418864019581,0.0
2024-02-01 19:15:00,0.001,0.0,0.001,0.21821886401958096,0.0
2024-02-01 19:30:00,0.001,0.0,0.001,0.1375382780588038,0.0
2024-02-01 19:45:00,0.001,0.0,0.001,0.17966666666666667,0.0
2024-02-01 20:00:00,0.001,0.0,0.001,0.2419084245489981,0.0
2024-02-01 20:15:00,0.001,0.0,0.001,0.5295521973529143,0.0
2024-02-01 20:30:00,0.05373565240384421,0.0,0.001,0.3878581932850068,0.0
2024-02-01 20:45:00,0.7920347860576631,0.0,0.001,0.3693759397255878,0.0
2024-02-01 21:00:00,0.7920347860576631,0.0,0.001,0.4933759397255878,0.0
2024-02-01 21:15:00,0.7920347860576631,0.0,0.001,0.2787640353530621,0.0
2024-02-01 21:30:00,0.7920347860576631,0.0,0.001,0.4634953537648106,0.0
2024-02-01 21:45:00,0.7920347860576631,0.0,0.001,0.42388960842620815,0.0
2024-02-01 22:00:00,0.7920347860576631,0.0,0.001,0.4298855306862476,0.0
2024-02-01 22:15:00,0.7920347860576631,0.0,0.001,0.4186778579177197,0.0
2024-02-01 22:30:00,0.7920347860576631,0.0,0.001,0.2777023134118659,0.0
2024-02-01 22:45:00,0.7920347860576631,0.0,0.001,0.43462374237267354,0.0
2024-02-01 23:00:00,0.7920347860576631,0.0,0.001,0.3415709950001173,0.0
2024-02-01 23:15:00,0.7920347860576631,0.0,0.001,0.36843469226803,0.0
2024-02-01 23:30:00,0.7920347860576631,0.0,0.001,0.21588553068624763,0.0
2024-02-01 23:45:00,0.5810921764422863,0.0,0.001,0.2055521973529143,0.0
2024-02-02 00:00:00,0.001,0.0,0.001,0.3195521973529143,0.0
2024-02-02 00:15:00,0.001,0.0,0.001,0.45656117192155427,0.0
2024-02-02 00:30:00,0.001,0.0,0.001,0.267,0.0
2024-02-02 00:45:00,0.001,0.0,0.001,0.2844,0.0
2024-02-02 01:00:00,0.001,0.0,0.001,0.174,0.0
2024-02-02 01:15:00,0.001,0.0,0.001,0.18773333333333334,0.0
2024-02-02 01:30:00,0.001,0.0,0.001,0.398,0.0
2024-02-02 01:45:00,0.001,0.0,0.001,0.08633333333333333,0.0
2024-02-02 02:00:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 02:15:00,0.001,0.0,0.001,0.5860666666666667,0.0
2024-02-02 02:30:00,0.001,0.0,0.001,0.17366666666666666,0.0
2024-02-02 02:45:00,0.001,0.0,0.001,0.3463333333333333,0.0
2024-02-02 03:00:00,0.001,0.0,0.001,0.10366666666666666,0.0
2024-02-02 03:15:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 03:30:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 03:45:00,0.001,0.0,0.001,0.208,0.0
2024-02-02 04:00:00,0.001,0.0,0.001,0.274,0.0
2024-02-02 04:15:00,0.001,0.0,0.001,0.14166666666666666,0.0
2024-02-02 04:30:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 04:45:00,0.001,0.0,0.001,0.12533333333333332,0.0
2024-02-02 05:00:00,0.001,0.0,0.001,0.16666666666666666,0.0
2024-02-02 05:15:00,0.001,0.0,0.001,0.205,0.0
2024-02-02 05:30:00,0.001,0.0,0.001,0.17966666666666667,0.0
2024-02-02 05:45:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 06:00:00,0.001,0.0,0.001,0.19766666666666666,0.0
2024-02-02 06:15:00,0.001,0.0,0.001,0.09433333333333334,0.0
2024-02-02 06:30:00,0.001,0.0,0.001,0.16699999999999998,0.0
2024-02-02 06:45:00,0.001,0.0,0.001,0.21766666666666667,0.0
2024-02-02 07:00:00,0.001,0.0,0.001,0.11499999999999999,0.0
2024-02-02 07:15:00,0.001,0.0,0.001,0.177,0.0
2024-02-02 07:30:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 07:45:00,0.001,0.0,0.001,0.129,0.0
2024-02-02 08:00:00,0.001,0.0,0.001,0.243,0.0
2024-02-02 08:15:00,0.001,0.0,0.001,0.20433333333333334,0.0
2024-02-02 08:30:00,0.001,0.0,0.001,0.11766666666666667,0.0
2024-02-02 08:45:00,0.001,0.0,0.001,0.066,0.0
2024-02-02 09:00:00,0.001,0.0,0.001,0.10313333333333334,0.0
2024-02-02 09:15:00,0.001,0.0,0.001,0.29986666666666667,0.0
2024-02-02 09:30:00,0.001,0.0,0.001,0.251,0.0
2024-02-02 09:45:00,0.001,0.0,0.001,0.066,0.0
2024-02-02 10:00:00,0.001,0.0,0.001,0.066,0.0
2024-02-02 10:15:00,0.001,0.0,0.001,0.06166666666666667,0.0
2024-02-02 10:30:00,0.001,0.0,0.001,0.367,0.0
2024-02-02 10:45:00,0.001,0.0,0.001,0.31406666666666666,0.0
2024-02-02 11:00:00,0.001,0.0,0.001,1.3348666666666669,0.0
2024-02-02 11:15:00,0.001,0.0,0.001,2.188,0.0
2024-02-02 11:30:00,0.001,0.0,0.001,1.4487999999999999,0.0
2024-02-02 11:45:00,0.001,0.0,0.001,1.9624666666666668,2.8
2024-02-02 12:00:00,0.001,0.0,0.001,0.18833333333333335,7.0
2024-02-02 12:15:00,0.001,0.0,0.001,0.08526666666666666,7.0
2024-02-02 12:30:00,0.001,0.0,0.001,0.174,5.6
2024-02-02 12:45:00,0.001,0.0,0.001,0.2939726625987592,0.0
2024-02-02 13:00:00,0.001,0.0,0.001,0.3721570757060068,0.0
2024-02-02 13:15:00,0.001,0.0,0.001,0.35049040903934015,0.0
2024-02-02 13:30:00,0.001,0.0,0.001,0.18669040903934017,0.0
2024-02-02 13:45:00,0.001,0.0,0.001,0.12495707570600684,0.0
2024-02-02 14:00:00,0.001,0.0,0.001,0.2257294969490694,0.0
2024-02-02 14:15:00,0.001,0.0,0.001,0.142,2.8
2024-02-02 14:30:00,0.001,0.0,0.001,0.256,0.4666666666666667
2024-02-02 14:45:00,0.001,0.0,0.001,0.06826666666666667,0.0
2024-02-02 15:00:00,0.001,0.0,0.001,0.15633333333333332,0.0
2024-02-02 15:15:00,0.001,0.0,0.001,0.13566666666666666,0.0
2024-02-02 15:30:00,0.001,0.0,0.001,0.091,0.0
2024-02-02 15:45:00,0.001,0.0,0.001,0.243,2.3333333333333335
2024-02-02 16:00:00,0.001,0.0,0.001,0.12433333333333334,0.0
2024-02-02 16:15:00,0.001,0.0,0.001,0.208,0.0
2024-02-02 16:30:00,0.001,0.0,0.001,0.06333333333333332,0.0
2024-02-02 16:45:00,0.001,0.0,0.001,0.053,0.0
2024-02-02 17:00:00,0.001,0.0,0.001,0.243,0.0
2024-02-02 17:15:00,0.001,0.0,0.001,0.23466666666666666,0.0
2024-02-02 17:30:00,0.001,0.0,0.001,0.26533999999999996,0.0
2024-02-02 17:45:00,0.001,0.0,0.001,0.20170000000000002,0.0
2024-02-02 18:00:00,0.001,0.00013333333333333334,0.001,0.30971966463271294,0.0
2024-02-02 18:15:00,0.001,1.8002,0.001,0.5210570757060069,0.0
2024-02-02 18:30:00,0.001,1.2004666666666668,0.001,0.7371904090393403,0.0
2024-02-02 18:45:00,0.001,1.6502666666666668,0.001,0.47346403535306203,0.0
2024-02-02 19:00:00,0.001,0.0008666666666666667,0.001,0.4579426063922545,0.0
2024-02-02 19:15:00,0.001,0.0,0.001,0.3507111912510531,0.0
2024-02-02 19:30:00,0.001,0.0,0.001,1.1150759397255878,0.0
2024-02-02 19:45:00,0.001,0.0,0.001,0.6270391265687268,0.0
2024-02-02 20:00:00,0.001,0.0,0.001,0.7234272221962013,0.0
2024-02-02 20:15:00,0.001,0.0,0.001,0.3530759397255878,0.0
2024-02-02 20:30:00,0.001,0.0,0.001,0.45497378017775925,0.0
2024-02-02 20:45:00,0.001,0.0,0.001,0.677118864019581,0.0
2024-02-02 21:00:00,0.001,0.0,0.001,0.6950759397255877,0.0
2024-02-02 21:15:00,0.001,0.0,0.001,0.5971426063922544,0.0
2024-02-02 21:30:00,0.001,0.0,0.001,0.4579426063922545,0.0
2024-02-02 21:45:00,0.001,0.0,0.001,0.5464092730589212,0.0
2024-02-02 22:00:00,0.001,0.0,0.001,0.6257426063922544,0.0
2024-02-02 22:15:00,0.001,0.0,0.001,0.7910321669216717,0.0
2024-02-02 22:30:00,0.001,0.0,0.001,0.7599772507634933,0.0
2024-02-02 22:45:00,0.001,0.0,0.001,0.29660927305892115,0.0
2024-02-02 23:00:00,0.001,0.0,0.001,0.48160927305892115,0.0
2024-02-02 23:15:00,0.001,0.0,0.001,0.39440927305892115,0.0
2024-02-02 23:30:00,0.001,0.0,0.001,0.5851655002550049,0.0
2024-02-02 23:45:00,0.001,0.0,0.001,0.5332938888628678,0.0
2024-02-03 00:00:00,0.001,0.0,0.001,0.5183661074092314,0.0
2024-02-03 00:15:00,0.001,0.0,0.001,0.47707593972558787,0.0
2024-02-03 00:30:00,0.001,0.0,0.001,0.34500927305892115,0.0
2024-02-03 00:45:00,0.001,0.0,0.001,0.44054260639225445,0.0
2024-02-03 01:00:00,0.001,0.0,0.001,0.6007426063922544,0.0
2024-02-03 01:15:00,0.001,0.0,0.001,0.6084092730589211,0.0
2024-02-03 01:30:00,0.001,0.0,0.001,0.513918864019581,0.0
2024-02-03 01:45:00,0.001,0.0,0.001,0.43280347982352757,0.0
2024-02-03 02:00:00,0.001,0.0,0.001,0.4398333333333333,0.0
2024-02-03 02:15:00,0.001,0.0,0.001,0.4050333333333333,0.0
2024-02-03 02:30:00,0.001,0.0,0.001,0.8561,0.0
2024-02-03 02:45:00,0.001,0.0,0.001,0.18869999999999998,0.0
2024-02-03 03:00:00,0.001,0.0,0.001,0.14346666666666666,0.0
2024-02-03 03:15:00,0.001,0.0,0.001,0.129,0.0
2024-02-03 03:30:00,0.001,0.0,0.001,0.367,0.0
2024-02-03 03:45:00,0.001,0.0,0.001,0.6607333333333334,0.0
2024-02-03 04:00:00,0.001,0.0,0.001,0.053,0.0
2024-02-03 04:15:00,0.001,0.0,0.001,0.053,0.0
2024-02-03 04:30:00,0.001,0.0,0.001,0.20513333333333333,0.0
2024-02-03 04:45:00,0.001,0.0,0.001,1.0117333333333334,0.0
2024-02-03 05:00:00,0.001,0.0,0.001,0.19466666666666665,0.0
2024-02-03 05:15:00,0.001,0.0,0.001,0.1258,0.0
2024-02-03 05:30:00,0.001,0.0,0.001,0.053,0.0
2024-02-03 05:45:00,0.001,0.0,0.001,0.16666666666666666,0.0
2024-02-03 06:00:00,0.001,0.0,0.001,0.31533333333333335,3.2666666666666666
2024-02-03 06:15:00,0.001,0.0,0.001,0.14166666666666666,7.0
2024-02-03 06:30:00,0.001,0.0,0.001,0.053,6.533333333333333
2024-02-03 06:45:00,0.001,0.0,0.001,0.084,0.0
2024-02-03 07:00:00,0.001,0.0,0.001,0.208,0.0
2024-02-03 07:15:00,0.001,0.0,0.001,0.205,0.0
2024-02-03 07:30:00,0.001,0.0,0.001,0.17966666666666667,0.0
2024-02-03 07:45:00,0.001,0.0,0.001,0.053,0.0
2024-02-03 08:00:00,0.001,0.0,0.001,0.15633333333333332,0.0
2024-02-03 08:15:00,0.001,0.0,0.001,0.14780000000000001,0.0
2024-02-03 08:30:00,0.001,0.0,0.001,0.18000000000000002,0.0
2024-02-03 08:45:00,0.001,0.0,0.001,0.23066666666666666,0.0
2024-02-03 09:00:00,0.001,0.0,0.001,0.08666666666666667,0.0
2024-02-03 09:15:00,0.001,0.0,0.001,0.21059999999999998,0.0
2024-02-03 09:30:00,0.001,0.0,0.001,0.06333333333333332,0.0
2024-02-03 09:45:00,0.001,0.0,0.001,0.129,0.0
2024-02-03 10:00:00,0.001,0.0,0.001,1.1758666666666666,0.0
2024-02-03 10:15:00,0.001,0.0,0.001,0.15866666666666665,0.0
2024-02-03 10:30:00,0.001,0.0,0.001,0.15726666666666667,0.0
2024-02-03 10:45:00,0.001,0.0,0.001,0.066,0.0
2024-02-03 11:00:00,0.001,0.0,0.001,1.4007999999999998,0.0
2024-02-03 11:15:00,0.001,0.0,0.001,2.2563647484745344,3.2666666666666666
2024-02-03 11:30:00,0.001,0.0,0.001,0.39842374237267353,7.0
2024-02-03 11:45:00,0.001,0.0,0.001,0.2790904090393402,7.0
2024-02-03 12:00:00,0.001,0.0,0.001,0.7187570757060069,7.0
2024-02-03 12:15:00,0.001,0.0,0.001,0.3194104090393402,3.2666666666666666
2024-02-03 12:30:00,0.001,0.0,0.001,1.0538904090393402,0.0
2024-02-03 12:45:00,0.001,0.0,0.001,1.611498081807868,0.0
2024-02-03 13:00:00,0.001,0.0,0.001,0.8207313184117486,0.0
2024-02-03 13:15:00,0.001,0.0,0.001,0.09684644277651841,0.0
2024-02-03 13:30:00,0.001,0.0,0.001,0.19810927305892115,0.0
2024-02-03 13:45:00,0.001,0.0,0.001,0.5373759397255877,0.0
2024-02-03 14:00:00,0.001,0.0,0.001,0.38804260639225446,0.0
2024-02-03 14:15:00,0.001,0.0,0.001,0.18495299796604628,0.0
2024-02-03 14:30:00,0.001,0.0,0.001,0.19724724338965036,0.0
2024-02-03 14:45:00,0.001,0.0,0.0283419891600648,0.26309040903934017,0.0
2024-02-03 15:00:00,0.001,0.0,0.10681042737621244,0.30549040903934016,0.0
2024-02-03 15:15:00,0.001,0.0,0.23745119725150918,0.2629023134118659,0.0
2024-02-03 15:30:00,0.001,0.0,1.1517212860473274,0.4961759397255879,0.0
2024-02-03 15:45:00,0.001,0.0,0.11247319452245182,0.09952485995167351,0.0
2024-02-03 16:00:00,0.001,0.0,0.252807102289962,0.24221886401958095,0.0
2024-02-03 16:15:00,0.001,0.0,0.5250463032851831,0.20436813156860953,0.0
2024-02-03 16:30:00,0.001,0.0,0.27769471884134433,0.256,3.2666666666666666
2024-02-03 16:45:00,0.001,0.0,0.10995358341106361,0.07693333333333334,5.133333333333334
2024-02-03 17:00:00,0.001,0.0,0.028905143618079165,0.25772783858822096,0.0
2024-02-03 17:15:00,0.001,0.0,0.001,0.4678521973529143,0.0
2024-02-03 17:30:00,0.001,0.0,0.001,0.4809855306862476,0.0
2024-02-03 17:45:00,0.001,0.0,0.0836337114293139,0.6652521973529143,0.0
2024-02-03 18:00:00,0.001,0.0,0.35241852509254945,0.41245854984574315,0.0
2024-02-03 18:15:00,0.001,0.0,0.759159940451665,0.5333904090393401,0.0
2024-02-03 18:30:00,0.001,0.0,0.1313832674071484,0.5300759397255878,0.0
2024-02-03 18:45:00,0.001,0.0,0.16556550051723923,0.4740759397255878,0.0
2024-02-03 19:00:00,0.001,0.0,1.1133278462578373,0.6640759397255878,0.0
