,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.759159940451665,0.3125237423726735,0.0
2024-01-01 00:15:00,0.001,0.1313832674071484,0.5790570757060068,0.0
2024-01-01 00:30:00,0.001,0.16556550051723923,0.5471237423726735,0.0
2024-01-01 00:45:00,0.001,1.1133278462578373,0.8643237423726735,0.0
2024-01-01 01:00:00,0.001,0.6646948238997311,0.3125237423726735,0.0
2024-01-01 01:15:00,0.001,0.12497312234815415,0.3125237423726735,0.8
2024-01-01 01:30:00,0.001,0.2759831373647351,0.30069999999999997,1.4
2024-01-01 01:45:00,0.001,0.8756974757013526,0.40203333333333335,0.0
2024-01-01 02:00:00,0.001,0.07226666666666669,0.33169999999999994,0.0
2024-01-01 02:15:00,0.001,0.001,0.1797,0.0
2024-01-01 02:30:00,0.001,0.001,0.1797,0.0
2024-01-01 02:45:00,0.001,0.001,0.1797,0.0
2024-01-01 03:00:00,0.001,0.001,0.2810333333333333,0.0
2024-01-01 03:15:00,0.001,0.001,0.7315,2.0
2024-01-01 03:30:00,0.001,0.001,0.1797,0.0
2024-01-01 03:45:00,0.001,0.001,0.1797,2.2
2024-01-01 04:00:00,0.001,0.001,0.17065333333333335,0.0
2024-01-01 04:15:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 04:30:00,0.001,0.001,0.196,0.0
2024-01-01 04:45:00,0.001,0.001,0.044,0.0
2024-01-01 05:00:00,0.001,0.001,0.044,0.0
2024-01-01 05:15:00,0.001,0.001,0.044,0.0
2024-01-01 05:30:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 05:45:00,0.001,0.001,0.196,2.4
2024-01-01 06:00:00,0.001,0.001,0.044,1.4
2024-01-01 06:15:00,0.001,0.001,0.044,0.0
2024-01-01 06:30:00,0.001,0.001,0.044,0.0
2024-01-01 06:45:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 07:00:00,0.001,0.001,0.196,2.4
2024-01-01 07:15:00,0.001,0.001,0.5770666666666667,0.6
2024-01-01 07:30:00,0.001,0.001,0.044,0.0
2024-01-01 07:45:00,0.001,0.001,0.0508,0.0
2024-01-01 08:00:00,0.001,0.001,0.7124,0.0
2024-01-01 08:15:00,0.001,0.001,0.23,1.6
2024-01-01 08:30:00,0.001,0.001,0.17726666666666668,1.4
2024-01-01 08:45:00,0.001,0.001,0.33486666666666665,0.0
2024-01-01 09:00:00,0.001,0.001,0.091,0.0
2024-01-01 09:15:00,0.001,0.001,0.181,0.0
2024-01-01 09:30:00,0.001,0.001,0.209,0.0
2024-01-01 09:45:00,0.001,0.001,0.14532,0.0
2024-01-01 10:00:00,0.001,0.001,0.057,0.0
2024-01-01 10:15:00,0.001,0.001,0.0774,2.2
2024-01-01 10:30:00,0.001,0.001,0.19233333333333336,0.6
2024-01-01 10:45:00,0.001,0.001,0.22213333333333335,0.0
2024-01-01 11:00:00,0.001,0.001,0.044,0.0
2024-01-01 11:15:00,0.001,0.001,0.044,0.0
2024-01-01 11:30:00,0.001,0.001,0.044,0.0
2024-01-01 11:45:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 12:00:00,0.001,0.001,0.196,0.0
2024-01-01 12:15:00,0.001,0.001,0.044,2.0
2024-01-01 12:30:00,0.001,0.001,0.044,0.0
2024-01-01 12:45:00,0.001,0.001,0.044,0.0
2024-01-01 13:00:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 13:15:00,0.001,0.001,1.0034,0.0
2024-01-01 13:30:00,0.001,0.001,0.057,0.0
2024-01-01 13:45:00,0.001,0.001,0.057,2.2
2024-01-01 14:00:00,0.001,0.001,0.057,0.0
2024-01-01 14:15:00,0.001,0.001,0.1514,0.0
2024-01-01 14:30:00,0.001,0.001,0.196,0.0
2024-01-01 14:45:00,0.001,0.001,0.044,1.6
2024-01-01 15:00:00,0.001,0.001,0.044,0.4
2024-01-01 15:15:00,0.001,0.001,0.044,0.0
2024-01-01 15:30:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 15:45:00,0.001,0.001,0.196,0.0
2024-01-01 16:00:00,0.001,0.001,0.044,0.0
2024-01-01 16:15:00,0.001,0.001,0.044,2.0
2024-01-01 16:30:00,0.001,0.001,0.044,0.0
2024-01-01 16:45:00,0.001,0.001,0.20865999999999998,0.0
2024-01-01 17:00:00,0.001,0.001,0.8647666666666667,0.0
2024-01-01 17:15:00,0.001,0.001,0.1797,0.0
2024-01-01 17:30:00,0.001,0.001,0.1891589938981388,0.0
2024-01-01 17:45:00,0.001,0.001,0.1915237423726735,0.2
2024-01-01 18:00:00,0.001,0.001,0.33319040903934016,3.0
2024-01-01 18:15:00,0.001,0.001,0.8643237423726735,0.4
2024-01-01 18:30:00,0.001,0.001,0.3093707444066272,0.6
2024-01-01 18:45:00,0.001,0.001,0.30069999999999997,2.0
2024-01-01 19:00:00,0.001,0.001,0.29263333333333336,0.0
2024-01-01 19:15:00,0.001,0.001,0.2810333333333333,0.0
2024-01-01 19:30:00,0.001,0.001,0.8647666666666667,0.0
2024-01-01 19:45:00,0.001,0.001,0.30069999999999997,0.0
2024-01-01 20:00:00,0.001,0.001,0.3772412474575578,0.2
2024-01-01 20:15:00,0.001,0.001,0.4448570757060068,2.2
2024-01-01 20:30:00,0.001,0.001,0.5688570757060069,1.0
2024-01-01 20:45:00,0.001,0.001,0.5945904090393401,2.0
2024-01-01 21:00:00,0.001,0.001,0.4335237423726735,0.0
2024-01-01 21:15:00,0.001,0.001,0.4327354928811619,0.0
2024-01-01 21:30:00,0.001,0.001,0.9547666666666665,0.0
2024-01-01 21:45:00,0.001,0.001,0.4416133333333333,0.0
