,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.0,0.001,0.07166666666666667,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.123,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.19,0.0,1.8666666666666667
2024-01-01 01:00:00,0.0,0.001,0.097,0.0,0.26666666666666666
2024-01-01 01:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.13033333333333333,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.06433333333333333,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.159,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.128,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.079,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.11566666666666665,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.128,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.159,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.035,0.0,0.4
2024-01-01 04:30:00,0.0,0.001,0.035,0.0,1.2
2024-01-01 04:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.13766666666666666,0.0,0.6666666666666666
2024-01-01 05:15:00,0.0,0.001,0.119,0.0,1.8666666666666667
2024-01-01 05:30:00,0.0,0.001,0.19,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.08633333333333333,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.13933333333333334,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.7230666666666666,0.0,1.0666666666666667
2024-01-01 07:15:00,0.0,0.001,0.066,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.145,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.20466666666666666,0.0,0.0
2024-01-01 08:45:00,0.0,0.001,0.097,0.0,0.0
2024-01-01 09:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.5004000000000001,6.0,0.26666666666666666
2024-01-01 10:00:00,0.0,0.001,0.3712666666666667,6.0,2.0
2024-01-01 10:15:00,0.0,0.001,0.14100000000000001,0.0,0.6666666666666666
2024-01-01 10:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.03586666666666667,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.042333333333333334,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.16633333333333333,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 12:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,0.16299999999999998,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.24866666666666667,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.035,0.0,0.6666666666666666
2024-01-01 14:00:00,0.0,0.001,0.035,0.0,0.5333333333333333
2024-01-01 14:15:00,0.0,0.001,0.035,2.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.08066666666666666,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.3,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.066,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.035,0.0,1.4666666666666666
2024-01-01 16:00:00,0.0,0.001,0.035,0.0,0.5333333333333333
2024-01-01 16:15:00,0.0,0.001,0.2633333333333333,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.14833333333333334,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.035,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.181,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.23873333333333333,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.1612,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.22973333333333334,0.0,1.6
2024-01-01 19:30:00,0.0,0.001,0.2414,0.0,0.4
2024-01-01 19:45:00,0.0,0.001,0.079,0.0,0.0
2024-01-01 20:00:00,0.0,0.001,0.035,0.0,0.0
