,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.10933333333333332,0.0,0.4
2024-01-01 03:30:00,0.0,0.001,0.046,0.0,1.4
2024-01-01 03:45:00,0.0,0.001,0.046,0.0,0.2
2024-01-01 04:00:00,0.0,0.001,0.058666666666666666,0.0,0.2
2024-01-01 04:15:00,0.0,0.001,0.23600000000000002,0.0,2.4
2024-01-01 04:30:00,0.0,0.001,0.10933333333333332,0.0,3.0
2024-01-01 04:45:00,0.0,0.001,0.046,0.0,0.8
2024-01-01 05:00:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.046,0.0,2.0
2024-01-01 07:30:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 08:30:00,0.0006000000000000001,0.001,0.046,0.0,0.0
2024-01-01 08:45:00,1.2004666666666668,0.001,0.046,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.058666666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.23600000000000002,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.11090983231635645,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0578237423726735,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0578237423726735,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.07049040903934016,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.6476237423726735,0.0,0.0
2024-01-01 10:45:00,2.1000666666666667,0.001,0.1195805767229837,0.0,2.0
2024-01-01 11:00:00,0.30086666666666667,0.001,0.8455999999999999,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.17926666666666666,0.0,0.0
2024-01-01 11:30:00,0.0004,0.001,0.058666666666666666,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 12:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,0.29246666666666665,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.23033333333333333,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.167,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.167,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.1796666666666667,6.6,0.0
2024-01-01 14:15:00,0.0,0.001,0.357,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.10933333333333332,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.4458,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.6424,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.046,0.0,1.2
2024-01-01 16:15:00,0.0,0.001,0.4458,0.0,0.8
2024-01-01 16:30:00,0.0,0.001,0.058666666666666666,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.23598666666666668,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.1817,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.1817,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.19436666666666666,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.3717,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.7823069596470552,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.2535855306862477,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.33425219735291434,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,0.346918864019581,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.5242521973529143,0.0,0.0
2024-01-01 19:30:00,0.0,0.001,0.4953645245843864,0.0,0.0
2024-01-01 19:45:00,0.0,0.030364887719969622,0.3250411414903116,0.0,0.0
2024-01-01 20:00:00,0.0,0.11640013629473317,0.3271446213138392,0.0,0.0
2024-01-01 20:15:00,0.0,0.3054680546714754,0.35874260639225447,0.0,0.0
2024-01-01 20:30:00,0.0,1.0758094750348788,0.5360759397255878,0.0,1.0
2024-01-01 20:45:00,0.0,0.11981635502885384,0.35294260639225444,0.0,0.0
2024-01-01 21:00:00,0.0,0.2712441244073021,0.2573426063922545,0.0,0.0
2024-01-01 21:15:00,0.0,0.5786271619195081,0.3576385406079497,0.0,0.0
2024-01-01 21:30:00,0.0,0.20181991422085735,0.4407521669216716,0.0,0.0
2024-01-01 21:45:00,0.0,0.11383771399667887,0.5360759397255878,0.0,0.0
2024-01-01 22:00:00,0.0,0.3925103414932591,0.40940927305892116,0.0,0.0
2024-01-01 22:15:00,0.0,1.8792154530222958,0.3460759397255878,0.0,0.0
2024-01-01 22:30:00,0.0,0.09771364591106028,0.3250411414903116,0.0,0.0
2024-01-01 22:45:00,0.0,0.1428084692726008,0.32482566056480544,0.0,0.0
2024-01-01 23:00:00,0.0,0.24201605146578084,0.49269999999999997,0.0,0.0
2024-01-01 23:15:00,0.0,0.7295518208779157,0.3660333333333333,0.0,0.0
2024-01-01 23:30:00,0.0,0.00893333333333332,0.30269999999999997,0.0,0.0
2024-01-01 23:45:00,0.0,0.001,0.28656666666666664,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.19436666666666666,0.0,0.0
