,WasherDryer,TumbleDryer,WashingMachine,BaseLoad
2024-03-04 01:00:00,0.001,0.001,0.001,0.04533333333333333
2024-03-04 01:15:00,0.001,0.001,0.001,0.038
2024-03-04 01:30:00,0.001,0.001,0.001,0.038
2024-03-04 01:45:00,0.001,0.001,0.001,0.038
2024-03-04 02:00:00,0.001,0.001,0.001,0.038
2024-03-04 02:15:00,0.001,0.001,0.001,0.13333333333333333
2024-03-04 02:30:00,0.001,0.001,0.001,0.082
2024-03-04 02:45:00,0.001,0.001,0.001,0.038
2024-03-04 03:00:00,0.001,0.001,0.001,0.038
2024-03-04 03:15:00,0.001,0.001,0.001,0.038
2024-03-04 03:30:00,0.001,0.001,0.001,0.038
2024-03-04 03:45:00,0.001,0.001,0.001,0.09666666666666666
2024-03-04 04:00:00,0.001,0.001,0.001,0.11866666666666666
2024-03-04 04:15:00,0.001,0.001,0.001,0.038
2024-03-04 04:30:00,0.001,0.001,0.001,0.038
2024-03-04 04:45:00,0.001,0.001,0.001,0.038
2024-03-04 05:00:00,0.001,0.001,0.001,0.038
2024-03-04 05:15:00,0.001,0.001,0.001,0.05999999999999999
2024-03-04 05:30:00,0.001,0.001,0.001,0.148
2024-03-04 05:45:00,0.001,0.001,0.001,0.04533333333333333
2024-03-04 06:00:00,0.001,0.001,0.001,0.038
2024-03-04 06:15:00,0.001,0.001,0.001,0.038
2024-03-04 06:30:00,0.001,0.001,0.001,0.038
2024-03-04 06:45:00,0.001,0.001,0.001,0.038
2024-03-04 07:00:00,0.001,0.001,0.001,0.13333333333333333
2024-03-04 07:15:00,0.001,0.001,0.001,0.082
2024-03-04 07:30:00,0.001,0.001,0.001,0.038
2024-03-04 07:45:00,0.001,0.001,0.001,0.038
2024-03-04 08:00:00,0.001,0.001,0.001,0.038
2024-03-04 08:15:00,0.001,0.001,0.001,0.038
2024-03-04 08:30:00,0.001,0.001,0.001,0.09666666666666666
2024-03-04 08:45:00,0.001,0.001,0.001,0.11866666666666666
2024-03-04 09:00:00,0.001,0.001,0.001,0.038
2024-03-04 09:15:00,0.001,0.001,0.001,0.038
2024-03-04 09:30:00,0.001,0.001,0.001,0.038
2024-03-04 09:45:00,0.001,0.001,0.001,0.038
2024-03-04 10:00:00,0.001,0.001,0.001,0.060866666666666666
2024-03-04 10:15:00,0.001,0.001,0.001,0.161
2024-03-04 10:30:00,0.001,0.001,0.001,0.058333333333333334
2024-03-04 10:45:00,0.001,0.001,0.001,0.051
2024-03-04 11:00:00,0.001,0.001,0.001,0.04926666666666667
2024-03-04 11:15:00,0.001,0.001,0.001,0.038
2024-03-04 11:30:00,0.001,0.001,0.001,0.038
2024-03-04 11:45:00,0.001,0.001,0.001,0.13333333333333333
2024-03-04 12:00:00,0.001,0.001,0.001,0.082
2024-03-04 12:15:00,0.001,0.001,0.001,0.038
2024-03-04 12:30:00,0.001,0.001,0.001,0.038
2024-03-04 12:45:00,0.001,0.001,0.001,0.038
2024-03-04 13:00:00,0.001,0.001,0.001,0.038
2024-03-04 13:15:00,0.001,0.001,0.001,0.09666666666666666
2024-03-04 13:30:00,0.001,0.001,0.001,0.11866666666666666
2024-03-04 13:45:00,0.001,0.001,0.001,0.038
2024-03-04 14:00:00,0.001,0.001,0.001,0.038
2024-03-04 14:15:00,0.001,0.001,0.001,0.038
2024-03-04 14:30:00,0.001,0.001,0.001,0.038
2024-03-04 14:45:00,0.001,0.001,0.001,0.05999999999999999
2024-03-04 15:00:00,0.001,0.001,0.001,0.148
2024-03-04 15:15:00,0.001,0.001,0.001,0.04533333333333333
2024-03-04 15:30:00,0.001,0.001,0.001,0.038
2024-03-04 15:45:00,0.001,0.001,0.001,0.038
2024-03-04 16:00:00,0.001,0.001,0.001,0.038
2024-03-04 16:15:00,0.001,0.001,0.001,0.07026666666666667
2024-03-04 16:30:00,0.001,0.001,0.001,0.25433333333333336
2024-03-04 16:45:00,0.001,0.001,0.001,0.20299999999999999
2024-03-04 17:00:00,0.001,0.001,0.001,0.6920666666666667
2024-03-04 17:15:00,0.001,0.001,0.001,0.159
2024-03-04 17:30:00,0.001,0.001,0.001,0.1106
2024-03-04 17:45:00,0.001,0.001,0.001,0.05903479823527621
2024-03-04 18:00:00,0.001,0.001,0.001,0.12821886401958096
2024-03-04 18:15:00,0.001,0.001,0.001,0.15021886401958098
2024-03-04 18:30:00,0.001,0.001,0.001,0.0695521973529143
2024-03-04 18:45:00,0.001,0.001,0.001,0.0695521973529143
2024-03-04 19:00:00,0.001,0.001,0.11168793632775932,0.05903479823527621
2024-03-04 19:15:00,0.001,0.001,0.19883213881083456,0.5710666666666666
2024-03-04 19:30:00,0.001,0.001,1.1919111899081825,0.05999999999999999
2024-03-04 19:45:00,0.001,0.001,0.10943051901756166,0.148
2024-03-04 20:00:00,0.001,0.001,0.17218476076597364,0.06847161139213716
2024-03-04 20:15:00,0.001,0.001,0.35116374390942556,0.46935219735291434
2024-03-04 20:30:00,0.001,0.001,0.5287194589028279,0.10163469226802997
2024-03-04 20:45:00,0.001,0.001,0.12049328674879728,0.20237593972558782
2024-03-04 21:00:00,0.001,0.001,0.12999404158957775,0.20237593972558782
2024-03-04 21:15:00,0.001,0.001,0.001,0.29770927305892114
2024-03-04 21:30:00,0.001,0.001,0.001,0.22744462131383922
2024-03-04 21:45:00,0.001,0.001,0.001,0.1708237423726735
2024-03-04 22:00:00,0.001,0.001,0.001,0.11084462131383922
2024-03-04 22:15:00,0.001,0.001,0.001,0.09750927305892113
2024-03-04 22:30:00,0.001,0.001,0.001,0.46890927305892116
2024-03-04 22:45:00,0.001,0.001,0.001,0.5275759397255879
2024-03-04 23:00:00,0.001,0.001,0.001,0.2775248599516735
2024-03-04 23:15:00,0.001,0.001,0.001,0.159
2024-03-04 23:30:00,0.001,0.001,0.001,0.11866666666666667
2024-03-04 23:45:00,0.001,0.001,0.001,0.13558824949151158
2024-03-05 00:00:00,0.001,0.001,0.001,0.1708237423726735
2024-03-05 00:15:00,0.001,0.001,0.001,0.1928237423726735
2024-03-05 00:30:00,0.001,0.001,0.001,0.6806237423726735
2024-03-05 00:45:00,0.001,0.001,0.001,0.17579232723147215
2024-03-05 01:00:00,0.001,0.001,0.001,0.05413333333333333
2024-03-05 01:15:00,0.001,0.001,0.001,0.038
2024-03-05 01:30:00,0.001,0.001,0.001,0.038
2024-03-05 01:45:00,0.001,0.001,0.001,0.038
2024-03-05 02:00:00,0.001,0.001,0.001,0.13333333333333333
2024-03-05 02:15:00,0.001,0.001,0.001,0.10093131841174859
2024-03-05 02:30:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 02:45:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 03:00:00,0.001,0.001,0.001,0.07427725076349337
2024-03-05 03:15:00,0.001,0.001,0.001,0.0498237423726735
2024-03-05 03:30:00,0.001,0.001,0.001,0.11690432833345064
2024-03-05 03:45:00,0.001,0.001,0.001,0.16204260639225448
2024-03-05 04:00:00,0.001,0.001,0.001,0.08137593972558779
2024-03-05 04:15:00,0.001,0.001,0.001,0.07349344481047212
2024-03-05 04:30:00,0.001,0.001,0.001,0.202818864019581
2024-03-05 04:45:00,0.001,0.001,0.001,0.46935219735291434
2024-03-05 05:00:00,0.001,0.001,0.001,0.06210347982352762
2024-03-05 05:15:00,0.001,0.001,0.001,0.148
2024-03-05 05:30:00,0.001,0.001,0.001,0.04533333333333333
2024-03-05 05:45:00,0.001,0.001,0.001,0.041466666666666666
2024-03-05 06:00:00,0.001,0.001,0.001,0.31753333333333333
2024-03-05 06:15:00,0.001,0.001,0.001,0.325415828248449
2024-03-05 06:30:00,0.001,0.001,0.001,0.0628237423726735
2024-03-05 06:45:00,0.001,0.001,0.001,0.15815707570600684
2024-03-05 07:00:00,0.001,0.001,0.001,0.0938237423726735
2024-03-05 07:15:00,0.001,0.001,0.001,0.0628237423726735
2024-03-05 07:30:00,0.001,0.001,0.001,0.05178824949151157
2024-03-05 07:45:00,0.001,0.001,0.001,0.051
2024-03-05 08:00:00,0.001,0.001,0.001,0.045799999999999993
2024-03-05 08:15:00,0.001,0.001,0.001,0.09666666666666666
2024-03-05 08:30:00,0.001,0.001,0.001,0.11866666666666666
2024-03-05 08:45:00,0.001,0.001,0.001,0.038
2024-03-05 09:00:00,0.001,0.001,0.001,0.038
2024-03-05 09:15:00,0.001,0.001,0.001,0.038
2024-03-05 09:30:00,0.001,0.001,0.001,0.038
2024-03-05 09:45:00,0.001,0.001,0.001,0.05999999999999999
2024-03-05 10:00:00,0.001,0.001,0.001,0.148
2024-03-05 10:15:00,0.001,0.001,0.001,0.04533333333333333
2024-03-05 10:30:00,0.001,0.001,0.001,0.038
2024-03-05 10:45:00,0.001,0.001,0.001,0.038
2024-03-05 11:00:00,0.001,0.001,0.001,0.038
2024-03-05 11:15:00,0.001,0.001,0.001,0.05532435876469334
2024-03-05 11:30:00,0.001,0.001,0.001,0.17788553068624766
2024-03-05 11:45:00,0.001,0.001,0.001,0.6596188640195809
2024-03-05 12:00:00,0.001,0.001,0.001,0.4823521973529143
2024-03-05 12:15:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 12:30:00,0.001,0.001,0.001,0.06113827805880382
2024-03-05 12:45:00,0.001,0.001,0.001,0.038
2024-03-05 13:00:00,0.001,0.001,0.001,0.12611538419605334
2024-03-05 13:15:00,0.001,0.001,0.001,0.15731310944318508
2024-03-05 13:30:00,0.001,0.001,0.001,0.08137593972558779
2024-03-05 13:45:00,0.001,0.001,0.001,0.08137593972558779
2024-03-05 14:00:00,0.001,0.001,0.001,0.48810927305892116
2024-03-05 14:15:00,0.001,0.001,0.001,0.34197795464717257
2024-03-05 14:30:00,0.001,0.001,0.001,0.35057326975298564
2024-03-05 14:45:00,0.001,0.001,0.001,0.19255219735291432
2024-03-05 15:00:00,0.001,0.001,0.001,0.07948553068624764
2024-03-05 15:15:00,0.001,0.001,0.001,0.08168553068624763
2024-03-05 15:30:00,0.001,0.001,0.001,0.08255219735291432
2024-03-05 15:45:00,0.001,0.001,0.001,0.06572435876469335
2024-03-05 16:00:00,0.001,0.001,0.001,0.051
2024-03-05 16:15:00,0.001,0.001,0.001,0.14113333333333333
2024-03-05 16:30:00,0.001,0.001,0.001,0.10724175788233145
2024-03-05 16:45:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 17:00:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 17:15:00,0.001,0.001,0.001,0.0695521973529143
2024-03-05 17:30:00,0.001,0.001,0.001,0.045886938453605995
2024-03-05 17:45:00,0.001,0.001,0.001,0.10849040903934017
2024-03-05 18:00:00,0.001,0.001,0.001,0.13049040903934014
2024-03-05 18:15:00,0.001,0.001,0.001,0.05155707570600684
2024-03-05 18:30:00,0.001,0.001,0.001,0.0628237423726735
2024-03-05 18:45:00,0.001,0.001,0.001,0.055729496949069396
2024-03-05 19:00:00,0.001,0.001,0.001,0.06993131841174857
2024-03-05 19:15:00,0.001,0.001,0.001,0.09848553068624763
2024-03-05 19:30:00,0.001,0.001,0.001,0.5793521973529143
2024-03-05 19:45:00,0.001,0.001,0.001,0.087916945827449
2024-03-05 20:00:00,0.001,0.001,0.001,0.08596202043147733
2024-03-05 20:15:00,0.001,0.001,0.001,0.192237661666784
2024-03-05 20:30:00,0.001,0.001,0.001,0.2153759397255878
2024-03-05 20:45:00,0.001,0.001,0.001,0.20757593972558783
2024-03-05 21:00:00,0.001,0.001,0.001,0.29770927305892114
2024-03-05 21:15:00,0.001,0.001,0.001,0.22217593972558783
2024-03-05 21:30:00,0.001,0.001,0.001,0.08488839411775541
2024-03-05 21:45:00,0.001,0.001,0.001,0.7123043283334507
2024-03-05 22:00:00,0.001,0.001,0.001,0.20237593972558782
2024-03-05 22:15:00,0.001,0.001,0.001,0.19212869633593746
2024-03-05 22:30:00,0.001,0.001,0.001,0.249218864019581
2024-03-05 22:45:00,0.001,0.001,0.001,0.2720071135110925
2024-03-05 23:00:00,0.001,0.001,0.001,0.15783564674519923
2024-03-05 23:15:00,0.001,0.001,0.001,0.0498237423726735
2024-03-05 23:30:00,0.001,0.001,0.001,0.0498237423726735
2024-03-05 23:45:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 00:00:00,0.001,0.001,0.001,0.07024724338965037
2024-03-06 00:15:00,0.001,0.001,0.001,0.1598237423726735
2024-03-06 00:30:00,0.001,0.001,0.001,0.05715707570600683
2024-03-06 00:45:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 01:00:00,0.001,0.001,0.001,0.05403070201972874
2024-03-06 01:15:00,0.001,0.001,0.001,0.0790111912510531
2024-03-06 01:30:00,0.001,0.001,0.001,0.0695521973529143
2024-03-06 01:45:00,0.001,0.001,0.001,0.16488553068624764
2024-03-06 02:00:00,0.001,0.001,0.001,0.1135521973529143
2024-03-06 02:15:00,0.001,0.001,0.001,0.0695521973529143
2024-03-06 02:30:00,0.001,0.001,0.001,0.04010347982352762
2024-03-06 02:45:00,0.001,0.001,0.001,0.17126666666666665
2024-03-06 03:00:00,0.001,0.001,0.001,0.3045333333333333
2024-03-06 03:15:00,0.001,0.001,0.001,0.09666666666666666
2024-03-06 03:30:00,0.001,0.001,0.001,0.11866666666666666
2024-03-06 03:45:00,0.001,0.001,0.001,0.5710666666666666
2024-03-06 04:00:00,0.001,0.001,0.001,0.038
2024-03-06 04:15:00,0.001,0.001,0.001,0.038
2024-03-06 04:30:00,0.001,0.001,0.001,0.038
2024-03-06 04:45:00,0.001,0.001,0.001,0.6034666666666666
2024-03-06 05:00:00,0.001,0.001,0.001,0.161
2024-03-06 05:15:00,0.001,0.001,0.001,0.058333333333333334
2024-03-06 05:30:00,0.001,0.001,0.001,0.051
2024-03-06 05:45:00,0.001,0.001,0.001,0.051
2024-03-06 06:00:00,0.001,0.001,0.001,0.4508
2024-03-06 06:15:00,0.001,0.001,0.001,0.051
2024-03-06 06:30:00,0.001,0.001,0.001,0.13333333333333333
2024-03-06 06:45:00,0.001,0.001,0.001,0.08373333333333334
2024-03-06 07:00:00,0.001,0.001,0.001,0.051
2024-03-06 07:15:00,0.001,0.001,0.001,0.5840666666666666
2024-03-06 07:30:00,0.001,0.001,0.001,0.051
2024-03-06 07:45:00,0.001,0.001,0.001,0.04493333333333333
2024-03-06 08:00:00,0.001,0.001,0.001,0.09666666666666666
2024-03-06 08:15:00,0.001,0.001,0.001,0.11866666666666666
2024-03-06 08:30:00,0.001,0.001,0.001,0.038
2024-03-06 08:45:00,0.001,0.001,0.001,0.038
2024-03-06 09:00:00,0.001,0.001,0.001,0.038
2024-03-06 09:15:00,0.001,0.001,0.001,0.038
2024-03-06 09:30:00,0.001,0.001,0.001,0.05999999999999999
2024-03-06 09:45:00,0.001,0.001,0.001,0.148
2024-03-06 10:00:00,0.001,0.001,0.001,0.04533333333333333
2024-03-06 10:15:00,0.001,0.001,0.001,0.038
2024-03-06 10:30:00,0.001,0.001,0.001,0.038
2024-03-06 10:45:00,0.001,0.001,0.001,0.038
2024-03-06 11:00:00,0.001,0.001,0.001,0.038
2024-03-06 11:15:00,0.26467826201922107,0.001,0.001,0.13333333333333333
2024-03-06 11:30:00,0.7920347860576631,0.001,0.001,0.082
2024-03-06 11:45:00,0.7920347860576631,0.001,0.001,0.038
2024-03-06 12:00:00,0.7920347860576631,0.001,0.001,0.03957649898302314
2024-03-06 12:15:00,0.7920347860576631,0.001,0.001,0.0498237423726735
2024-03-06 12:30:00,0.7920347860576631,0.001,0.001,0.05155707570600684
2024-03-06 12:45:00,0.7920347860576631,0.001,0.001,0.12149040903934018
2024-03-06 13:00:00,0.7920347860576631,0.001,0.001,0.17575707570600685
2024-03-06 13:15:00,0.7920347860576631,0.001,0.001,0.7168904090393402
2024-03-06 13:30:00,0.7920347860576631,0.001,0.001,0.1766510797739143
2024-03-06 13:45:00,0.7920347860576631,0.001,0.001,0.159
2024-03-06 14:00:00,0.7920347860576631,0.001,0.001,0.2439333333333333
2024-03-06 14:15:00,0.7920347860576631,0.001,0.001,0.272
2024-03-06 14:30:00,0.7920347860576631,0.001,0.001,0.26950599593209257
2024-03-06 14:45:00,0.7920347860576631,0.001,0.001,0.14815707570600684
2024-03-06 15:00:00,0.1592069572115326,0.001,0.001,0.0862237423726735
2024-03-06 15:15:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 15:30:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 15:45:00,0.001,0.001,0.001,0.04430599593209253
2024-03-06 16:00:00,0.001,0.001,0.001,0.13333333333333333
2024-03-06 16:15:00,0.001,0.001,0.001,0.082
2024-03-06 16:30:00,0.001,0.001,0.001,0.038
2024-03-06 16:45:00,0.001,0.001,0.001,0.038
2024-03-06 17:00:00,0.001,0.001,0.001,0.43779999999999997
2024-03-06 17:15:00,0.001,0.001,0.001,0.038
2024-03-06 17:30:00,0.001,0.001,0.001,0.09666666666666666
2024-03-06 17:45:00,0.001,0.001,0.001,0.11866666666666666
2024-03-06 18:00:00,0.001,0.001,0.001,0.0427294969490694
2024-03-06 18:15:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 18:30:00,0.001,0.001,0.001,0.0498237423726735
2024-03-06 18:45:00,0.001,0.001,0.001,0.44962374237267344
2024-03-06 19:00:00,0.001,0.001,0.001,0.0718237423726735
2024-03-06 19:15:00,0.001,0.001,0.001,0.15588249491511566
2024-03-06 19:30:00,0.001,0.001,0.001,0.04533333333333333
2024-03-06 19:45:00,0.001,0.001,0.001,0.07059727195694261
2024-03-06 20:00:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 20:15:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 20:30:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 20:45:00,0.001,0.001,0.001,0.17670927305892115
2024-03-06 21:00:00,0.001,0.001,0.001,0.1253759397255878
2024-03-06 21:15:00,0.001,0.001,0.001,0.07664644277651839
2024-03-06 21:30:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 21:45:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 22:00:00,0.001,0.001,0.001,0.08137593972558779
2024-03-06 22:15:00,0.001,0.001,0.001,0.14004260639225447
2024-03-06 22:30:00,0.001,0.001,0.001,0.13890432833345065
2024-03-06 22:45:00,0.001,0.001,0.001,0.0603411414903116
2024-03-06 23:00:00,0.001,0.001,0.001,0.4725051953189606
2024-03-06 23:15:00,0.001,0.001,0.001,0.0695521973529143
2024-03-06 23:30:00,0.001,0.001,0.001,0.0695521973529143
2024-03-06 23:45:00,0.001,0.001,0.001,0.49135219735291435
2024-03-07 00:00:00,0.001,0.001,0.001,0.15010347982352762
2024-03-07 00:15:00,0.001,0.001,0.001,0.04769808180786803
2024-03-07 00:30:00,0.001,0.001,0.001,0.0498237423726735
2024-03-07 00:45:00,0.001,0.001,0.001,0.0498237423726735
2024-03-07 01:00:00,0.001,0.001,0.001,0.0498237423726735
2024-03-07 01:15:00,0.001,0.001,0.001,0.0498237423726735
2024-03-07 01:30:00,0.001,0.001,0.001,0.2386287930653902
2024-03-07 01:45:00,0.001,0.001,0.001,0.2345521973529143
2024-03-07 02:00:00,0.001,0.001,0.001,0.19055219735291432
2024-03-07 02:15:00,0.001,0.001,0.001,0.19055219735291432
2024-03-07 02:30:00,0.001,0.001,0.001,0.19055219735291432
2024-03-07 02:45:00,0.001,0.001,0.001,0.10181886401958097
2024-03-07 03:00:00,0.001,0.001,0.001,0.09666666666666666
2024-03-07 03:15:00,0.001,0.001,0.001,0.11866666666666666
2024-03-07 03:30:00,0.001,0.001,0.001,0.11866666666666667
2024-03-07 03:45:00,0.001,0.001,0.001,0.159
2024-03-07 04:00:00,0.001,0.001,0.001,0.159
2024-03-07 04:15:00,0.001,0.001,0.001,0.159
2024-03-07 04:30:00,0.001,0.001,0.001,0.181
2024-03-07 04:45:00,0.001,0.001,0.001,0.16413333333333333
2024-03-07 05:00:00,0.001,0.001,0.001,0.04533333333333333
2024-03-07 05:15:00,0.001,0.001,0.001,0.038
2024-03-07 05:30:00,0.001,0.001,0.001,0.038
2024-03-07 05:45:00,0.001,0.001,0.001,0.038
2024-03-07 06:00:00,0.001,0.001,0.001,0.038
2024-03-07 06:15:00,0.001,0.001,0.001,0.6663999999999999
2024-03-07 06:30:00,0.001,0.001,0.001,0.082
2024-03-07 06:45:00,0.001,0.001,0.001,0.038
2024-03-07 07:00:00,0.001,0.001,0.001,0.038
2024-03-07 07:15:00,0.001,0.001,0.001,0.0406
2024-03-07 07:30:00,0.001,0.001,0.001,0.4508
2024-03-07 07:45:00,0.001,0.001,0.001,0.10966666666666666
2024-03-07 08:00:00,0.001,0.001,0.001,0.13166666666666668
2024-03-07 08:15:00,0.001,0.001,0.001,0.04753333333333333
2024-03-07 08:30:00,0.001,0.001,0.001,0.038
2024-03-07 08:45:00,0.001,0.001,0.001,0.038
2024-03-07 09:00:00,0.001,0.001,0.001,0.038
2024-03-07 09:15:00,0.001,0.001,0.001,0.05999999999999999
2024-03-07 09:30:00,0.001,0.001,0.001,0.148
2024-03-07 09:45:00,0.001,0.001,0.001,0.04533333333333333
2024-03-07 10:00:00,0.001,0.001,0.001,0.038
2024-03-07 10:15:00,0.001,0.001,0.001,0.04926666666666667
2024-03-07 10:30:00,0.001,0.001,0.001,0.051
2024-03-07 10:45:00,0.001,0.001,0.001,0.051
2024-03-07 11:00:00,0.001,0.001,0.001,0.14633333333333332
2024-03-07 11:15:00,0.001,0.001,0.001,0.08806666666666667
2024-03-07 11:30:00,0.001,0.001,0.001,0.6598
2024-03-07 11:45:00,0.001,0.001,0.001,0.159
2024-03-07 12:00:00,0.001,0.001,0.001,0.159
2024-03-07 12:15:00,0.001,0.001,0.014266666666666669,0.159
2024-03-07 12:30:00,0.001,0.001,0.10510630079405671,0.7541999999999999
2024-03-07 12:45:00,0.001,0.001,0.19214710767787047,0.22039999999999998
2024-03-07 13:00:00,0.001,0.001,1.2027958555259315,0.13973333333333332
2024-03-07 13:15:00,0.001,0.001,0.10547570046788418,0.172
2024-03-07 13:30:00,0.001,0.001,0.19810219016477396,0.2035521973529143
2024-03-07 13:45:00,0.001,0.001,0.4055025913590631,0.19228553068624762
2024-03-07 14:00:00,0.001,0.001,0.45188089508402235,0.172218864019581
2024-03-07 14:15:00,0.001,0.001,0.11496419182045223,0.180418864019581
2024-03-07 14:30:00,0.001,0.001,0.30229283432497456,0.08357509121566477
2024-03-07 14:45:00,0.001,0.001,1.9337103493254595,0.051
2024-03-07 15:00:00,0.001,0.001,0.1364252346954003,0.051
2024-03-07 15:15:00,0.001,0.001,0.16296581508691743,0.044066666666666664
2024-03-07 15:30:00,0.001,0.001,0.24201605146578084,0.038
2024-03-07 15:45:00,0.31741391442306527,0.001,0.6914044548965439,0.13333333333333333
2024-03-07 16:00:00,0.7920347860576631,0.001,0.04708069931470505,0.082
2024-03-07 16:15:00,0.7920347860576631,0.001,0.001,0.03957649898302314
2024-03-07 16:30:00,0.7920347860576631,0.001,0.001,0.44962374237267344
2024-03-07 16:45:00,0.7920347860576631,0.001,0.001,0.0498237423726735
2024-03-07 17:00:00,0.7920347860576631,0.001,0.001,0.05675707570600684
2024-03-07 17:15:00,0.7920347860576631,0.001,0.001,0.12149040903934018
2024-03-07 17:30:00,0.7920347860576631,0.001,0.001,0.6741923272314722
2024-03-07 17:45:00,0.7920347860576631,0.001,0.001,0.07834523770585906
2024-03-07 18:00:00,0.7920347860576631,0.001,0.001,0.07388553068624763
2024-03-07 18:15:00,0.7920347860576631,0.5144450257389442,0.001,0.0790111912510531
2024-03-07 18:30:00,0.7920347860576631,1.8622016175697218,0.001,0.08137593972558779
2024-03-07 18:45:00,0.7920347860576631,1.86172679143735,0.001,0.7676057932353936
2024-03-07 19:00:00,0.7920347860576631,0.9484501748831693,0.001,0.1598237423726735
2024-03-07 19:15:00,0.31741391442306527,0.13631373777196718,0.001,0.05715707570600683
2024-03-07 19:30:00,0.001,0.001,0.001,0.03957649898302314
2024-03-07 19:45:00,0.001,0.001,0.001,0.05482783858822096
2024-03-07 20:00:00,0.001,0.001,0.001,0.0695521973529143
2024-03-07 20:15:00,0.001,0.001,0.001,0.0695521973529143
2024-03-07 20:30:00,0.001,0.001,0.001,0.16488553068624764
2024-03-07 20:45:00,0.001,0.001,0.001,0.1135521973529143
2024-03-07 21:00:00,0.001,0.001,0.001,0.07690771142752546
2024-03-07 21:15:00,0.001,0.001,0.001,0.14590927305892115
2024-03-07 21:30:00,0.001,0.001,0.001,0.20757593972558783
2024-03-07 21:45:00,0.001,0.001,0.001,0.2153759397255878
2024-03-07 22:00:00,0.001,0.001,0.001,0.2677321669216716
2024-03-07 22:15:00,0.001,0.001,0.001,0.2868448811451227
2024-03-07 22:30:00,0.001,0.001,0.001,0.1427521973529143
2024-03-07 22:45:00,0.001,0.001,0.001,0.1250464427765184
2024-03-07 23:00:00,0.001,0.001,0.001,0.20237593972558782
2024-03-07 23:15:00,0.001,0.001,0.001,0.20237593972558782
2024-03-07 23:30:00,0.001,0.001,0.001,0.601037661666784
2024-03-07 23:45:00,0.001,0.001,0.001,0.28713418184325634
2024-03-08 00:00:00,0.001,0.001,0.001,0.2010385286522939
2024-03-08 00:15:00,0.001,0.001,0.001,0.23902677814380546
2024-03-08 00:30:00,0.001,0.001,0.001,1.0142426063922545
2024-03-08 00:45:00,0.001,0.001,0.001,0.08137593972558779
2024-03-08 01:00:00,0.001,0.001,0.001,0.08137593972558779
2024-03-08 01:15:00,0.001,0.001,0.001,0.14515707570600683
2024-03-08 01:30:00,0.001,0.001,0.001,0.10995707570600684
2024-03-08 01:45:00,0.001,0.001,0.001,0.7038904090393402
2024-03-08 02:00:00,0.001,0.001,0.001,0.1684589938981388
2024-03-08 02:15:00,0.001,0.001,0.001,0.159
2024-03-08 02:30:00,0.001,0.001,0.001,0.159
2024-03-08 02:45:00,0.001,0.001,0.001,0.14506666666666668
2024-03-08 03:00:00,0.001,0.001,0.001,0.11866666666666666
2024-03-08 03:15:00,0.001,0.001,0.001,0.038
2024-03-08 03:30:00,0.001,0.001,0.001,0.038
2024-03-08 03:45:00,0.001,0.001,0.001,0.038
2024-03-08 04:00:00,0.001,0.001,0.001,0.038
2024-03-08 04:15:00,0.001,0.001,0.001,0.05999999999999999
2024-03-08 04:30:00,0.001,0.001,0.001,0.148
2024-03-08 04:45:00,0.001,0.001,0.001,0.04533333333333333
2024-03-08 05:00:00,0.001,0.001,0.001,0.038
2024-03-08 05:15:00,0.001,0.001,0.001,0.038
2024-03-08 05:30:00,0.001,0.001,0.001,0.038
2024-03-08 05:45:00,0.001,0.001,0.001,0.038
2024-03-08 06:00:00,0.001,0.001,0.001,0.13333333333333333
2024-03-08 06:15:00,0.001,0.001,0.001,0.082
2024-03-08 06:30:00,0.001,0.001,0.001,0.038
2024-03-08 06:45:00,0.001,0.001,0.001,0.038
2024-03-08 07:00:00,0.001,0.001,0.001,0.038
2024-03-08 07:15:00,0.001,0.001,0.001,0.038
2024-03-08 07:30:00,0.001,0.001,0.001,0.09666666666666666
2024-03-08 07:45:00,0.001,0.001,0.001,0.11866666666666666
2024-03-08 08:00:00,0.001,0.001,0.001,0.038
2024-03-08 08:15:00,0.001,0.001,0.001,0.038
2024-03-08 08:30:00,0.001,0.001,0.001,0.038
2024-03-08 08:45:00,0.001,0.001,0.001,0.038
2024-03-08 09:00:00,0.001,0.001,0.001,0.05999999999999999
2024-03-08 09:15:00,0.001,0.001,0.001,0.148
2024-03-08 09:30:00,0.001,0.001,0.001,0.04533333333333333
2024-03-08 09:45:00,0.001,0.001,0.001,0.0432
2024-03-08 10:00:00,0.001,0.001,0.001,0.051
2024-03-08 10:15:00,0.001,0.001,0.001,0.051
2024-03-08 10:30:00,0.001,0.001,0.001,0.10746666666666665
