,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.14175000000000001,0.0,2.9,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.06533333333333333,0.0,3.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.16708333333333333,0.0,3.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.16075,0.0,3.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.06183333333333333,0.0,3.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.15158333333333335,0.0,3.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.16708333333333333,0.55,3.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.07616666666666667,2.3833333333333333,3.0,2.35
2024-01-01 08:00:00,0.001,0.001,0.0,0.13919328632753813,0.0,3.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.20039814214679222,0.0,3.0,3.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.14217284757350476,0.0,3.0,3.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.13354899253920763,0.0,3.0,3.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.29695114011283846,2.0166666666666666,3.0,3.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.29822307695500366,0.0,3.0,3.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.11362229613930581,0.0,3.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.15675000000000003,0.0,3.0,3.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.1577530583049704,0.0,3.0,3.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.19328639163830375,1.65,3.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.22385000000000002,0.0,3.0,3.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.28001666666666664,0.0,3.0,3.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.22493333333333335,0.0,3.0,3.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.11541666666666667,0.0,3.0,3.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.16708333333333333,0.0,3.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.10375000000000001,0.0,3.0,3.0
