,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.19390209920890447,0.0,2.9,2.35
2024-01-01 01:00:00,0.001,0.001,0.0,0.20583333333333337,0.0,3.0,3.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.0896,0.0,3.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.29055,0.0,3.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.08483333333333333,0.0,3.0,3.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.19258333333333333,0.0,3.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.0869325545931162,0.0,3.0,3.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.21535618090683814,0.0,3.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.12304125415193524,0.0,3.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.0775,4.583333333333333,3.0,3.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.06708333333333334,0.0,3.0,3.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.08916666666666666,0.0,3.0,3.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.09491666666666668,1.1,3.0,3.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.7185484888088115,0.36666666666666664,3.0,3.0
2024-01-01 14:00:00,0.001,0.001,0.30063333333333336,0.3200341427163234,0.0,3.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.27884040903934015,0.0,3.0,3.0
2024-01-01 16:00:00,0.001,0.001,0.6007333333333332,0.4364663651650342,0.0,3.0,3.0
2024-01-01 17:00:00,0.7788508729567021,0.001,0.00023333333333333333,0.30965305302515006,0.55,3.0,3.0
2024-01-01 18:00:00,0.7920347860576631,0.001,0.0,0.3338592730589211,0.0,3.0,3.0
2024-01-01 19:00:00,0.7920347860576631,0.001,0.0,0.4256092709834404,0.0,3.0,3.0
2024-01-01 20:00:00,0.30423000132210415,0.001,0.0,0.2814355744320773,0.0,3.0,3.0
2024-01-01 21:00:00,0.001,1.286647161244233,0.0,0.3670657170013824,0.0,3.0,3.0
2024-01-01 22:00:00,0.001,0.0913257926991874,0.0,0.48277140132159513,0.0,3.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.32198580569606855,0.0,3.0,3.0
