,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.315835,10.63167,0.2797763298451604,0.0,0.0,60.0,60.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.99674219113274,15.317521278849945,10.63167,0.2797763298451604,0.0,0.0,60.0,60.0,0.0
2,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.99348747664388,15.31920411566137,10.63167,0.2797763298451604,0.0,0.0,60.0,60.0,0.0
3,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.990235852505403,15.320883515288887,10.63167,0.2797763298451604,23.106720000000003,0.0,60.0,60.0,6.0
4,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.986987314694748,15.322559482580472,10.63167,0.2797763298451604,23.106720000000003,0.0,60.0,58.344,6.0
5,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.98374185919481,15.32423202237746,10.63167,0.2797763298451604,0.0,0.0,60.0,56.90300238891543,0.0
6,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.980499481993945,15.32590113951457,10.63167,0.2797763298451604,0.0,0.0,60.0,57.11800477783086,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.97726017908594,15.327566838819903,10.63167,0.2797763298451604,0.0,0.0,60.0,57.33300716674629,0.0
8,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.974023946470016,15.329229125114955,10.63167,0.2797763298451604,0.0,0.0,60.0,57.54800955566172,0.0
9,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.970790780150836,15.330888003214625,10.63167,0.2797763298451604,0.0,0.0,60.0,57.76301194457715,0.0
10,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.967560676138465,15.332543477927228,10.63167,0.2797763298451604,0.0,0.0,60.0,57.97801433349258,0.0
11,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.964333630448394,15.334195554054496,10.63167,0.2797763298451604,0.0,0.0,60.0,58.19301672240801,0.0
12,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.961109639101515,15.335844236391594,10.63167,0.2797763298451604,0.0,0.0,60.0,58.40801911132344,0.0
13,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.957888698124115,15.337489529727128,10.63167,0.2797763298451604,0.0,0.0,60.0,58.62302150023887,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19.954670803547877,15.339131438843149,10.63167,0.2797763298451604,0.0,0.0,60.0,58.8380238891543,0.0
