,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.211,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.148,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.246,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.10666666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.15933333333333335,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.16966666666666666,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.06866666666666667,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.246,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.087,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.211,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.087,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.22066666666666668,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.18266666666666664,0.6
2024-01-01 04:00:00,0.001,0.001,0.0,0.5694666666666667,1.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.15933333333333335,2.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.056,3.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.056,3.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.18266666666666664,1.8
2024-01-01 05:15:00,0.001,0.001,0.0,0.262,1.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.211,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.07666666666666666,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.16053333333333336,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.404,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.19113333333333332,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.15833333333333333,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.401,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.117,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.20299999999999999,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.32866666666666666,2.2
2024-01-01 10:00:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.0654589938981388,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.06782374237267351,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.1298237423726735,0.0
2024-01-01 11:00:00,0.001,0.7458391507932689,0.0,0.7911991265687269,0.0
2024-01-01 11:15:00,0.001,1.8438313183695985,0.0,0.7237762750928749,0.0
2024-01-01 11:30:00,0.001,1.971994101397868,0.0,0.604918864019581,0.0
2024-01-01 11:45:00,0.001,1.927021184257893,0.0,0.4782521973529143,0.0
2024-01-01 12:00:00,0.001,0.5180731583133171,0.0,0.46958553068624764,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.5214382780588038,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.3636466666666667,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.39760666666666666,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.4609666666666667,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.31270000000000003,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.38503333333333334,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.45736666666666664,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.24816666666666665,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.28036666666666665,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.3817,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.20436666666666664,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.38000842454899814,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.40625219735291435,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.34425219735291435,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.27731219735291435,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.394345237705859,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.31033333333333335,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.6869333333333334,1.6
2024-01-01 16:45:00,0.26467826201922107,0.001,0.0,0.056,0.6
2024-01-01 17:00:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 17:15:00,0.7920347860576631,0.001,0.0,0.06866666666666667,0.0
2024-01-01 17:30:00,0.7920347860576631,0.001,0.0,0.2563333333333333,0.0
2024-01-01 17:45:00,0.7920347860576631,0.001,0.0,0.2996666666666667,0.0
2024-01-01 18:00:00,0.7920347860576631,0.001,0.0,0.10766666666666666,0.0
2024-01-01 18:15:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 18:30:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 18:45:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 19:00:00,0.7920347860576631,0.001,0.0,0.31366666666666665,0.0
2024-01-01 19:15:00,0.7920347860576631,0.001,0.0,0.3066666666666667,0.0
2024-01-01 19:30:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 19:45:00,0.7920347860576631,0.001,0.0,0.056,0.0
2024-01-01 20:00:00,0.5810921764422863,0.001,0.0,0.056,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.07666666666666666,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.33766666666666667,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.262,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.15933333333333335,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.25833333333333336,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.246,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.06866666666666667,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.087,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.211,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.13766666666666666,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.246,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.10666666666666667,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.16966666666666666,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.15933333333333335,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.06866666666666667,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.246,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.09733333333333333,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.211,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.07666666666666666,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.22066666666666668,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.18266666666666664,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.18,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.149,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.056,1.4
2024-01-02 04:15:00,0.001,0.001,0.0,0.18266666666666664,2.6
2024-01-02 04:30:00,0.001,0.001,0.0,0.2723333333333333,0.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.211,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.06633333333333333,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.38033333333333336,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.15133333333333335,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.1686666666666667,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.401,0.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.10666666666666667,0.0
2024-01-02 08:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 08:15:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.21333333333333335,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.31833333333333336,0.0
2024-01-02 09:15:00,0.001,0.001,0.0,0.14466666666666667,0.0
2024-01-02 09:30:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 09:45:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.12833333333333333,0.0
2024-01-02 10:15:00,0.001,0.001,0.0,0.20066666666666666,0.0
2024-01-02 10:30:00,0.001,0.001,0.0,0.22066666666666668,0.0
2024-01-02 10:45:00,0.001,0.001,0.0,0.18266666666666664,0.0
2024-01-02 11:00:00,0.001,0.001,0.0,0.056,0.0
2024-01-02 11:15:00,0.001,0.001,0.0,0.056,1.4
2024-01-02 11:30:00,0.001,0.001,0.0,0.211,0.8
