,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.4405666666666666
2024-01-01 00:15:00,0.001,0.1837
2024-01-01 00:30:00,0.001,0.27316666666666667
2024-01-01 00:45:00,0.001,0.30569999999999997
2024-01-01 01:00:00,0.001,0.30569999999999997
2024-01-01 01:15:00,0.001,0.31836666666666663
2024-01-01 01:30:00,0.001,0.4713
2024-01-01 01:45:00,0.001,0.6468333333333333
2024-01-01 02:00:00,0.001,0.1837
2024-01-01 02:15:00,0.001,0.1837
2024-01-01 02:30:00,0.001,0.1837
2024-01-01 02:45:00,0.001,0.5835
2024-01-01 03:00:00,0.001,0.28503333333333336
2024-01-01 03:15:00,0.001,0.3483666666666666
2024-01-01 03:30:00,0.001,0.06609333333333334
2024-01-01 03:45:00,0.001,0.048
2024-01-01 04:00:00,0.001,0.048
2024-01-01 04:15:00,0.001,0.048
2024-01-01 04:30:00,0.001,0.048
2024-01-01 04:45:00,0.001,0.238
2024-01-01 05:00:00,0.001,0.12399999999999999
2024-01-01 05:15:00,0.001,0.048
2024-01-01 05:30:00,0.001,0.048
2024-01-01 05:45:00,0.001,0.048
2024-01-01 06:00:00,0.001,0.048
2024-01-01 06:15:00,0.001,0.13666666666666666
2024-01-01 06:30:00,0.001,0.22533333333333333
2024-01-01 06:45:00,0.001,0.048
2024-01-01 07:00:00,0.001,0.048
2024-01-01 07:15:00,0.001,0.048
2024-01-01 07:30:00,0.001,0.053200000000000004
2024-01-01 07:45:00,0.001,0.4608
2024-01-01 08:00:00,0.001,0.23833333333333334
2024-01-01 08:15:00,0.001,0.14966666666666667
2024-01-01 08:30:00,0.001,0.04886666666666666
2024-01-01 08:45:00,0.001,0.048
2024-01-01 09:00:00,0.001,0.048
2024-01-01 09:15:00,0.001,0.048
2024-01-01 09:30:00,0.10233478986486258,0.13006666666666666
2024-01-01 09:45:00,0.36330937265511193,0.251
2024-01-01 10:00:00,0.7448434248549539,0.061000000000000006
2024-01-01 10:15:00,0.12795766130169658,0.5940666666666666
2024-01-01 10:30:00,0.18132711716955444,0.052333333333333336
2024-01-01 10:45:00,1.1661397118533803,0.048
2024-01-01 11:00:00,0.596649559355055,0.048
2024-01-01 11:15:00,0.22738748204944886,0.21266666666666667
2024-01-01 11:30:00,0.5904714082723814,0.14933333333333332
2024-01-01 11:45:00,0.4854863435082232,0.5810666666666667
2024-01-01 12:00:00,0.16616168836457856,0.048
2024-01-01 12:15:00,0.5149083967827618,0.048
2024-01-01 12:30:00,1.2575608255053539,0.048
2024-01-01 12:45:00,0.12384923520517449,0.5111333333333333
2024-01-01 13:00:00,0.1218282831049564,0.238
2024-01-01 13:15:00,0.3680441955704638,0.06066666666666667
2024-01-01 13:30:00,0.7990600207583909,0.053517746440580966
2024-01-01 13:45:00,0.001,0.0598237423726735
2024-01-01 14:00:00,0.001,0.0598237423726735
2024-01-01 14:15:00,0.001,0.06795707570600684
2024-01-01 14:30:00,0.001,0.3338237423726735
2024-01-01 14:45:00,0.001,0.29582374237267356
2024-01-01 15:00:00,0.001,0.1723647484745347
2024-01-01 15:15:00,0.001,0.17
2024-01-01 15:30:00,0.001,0.17
2024-01-01 15:45:00,0.001,0.08053333333333333
2024-01-01 16:00:00,0.001,0.6123333333333334
2024-01-01 16:15:00,0.001,0.36086666666666667
2024-01-01 16:30:00,0.001,0.20833333333333334
2024-01-01 16:45:00,0.001,0.183
2024-01-01 17:00:00,0.001,0.061000000000000006
2024-01-01 17:15:00,0.001,0.061000000000000006
2024-01-01 17:30:00,0.001,0.04973333333333333
2024-01-01 17:45:00,0.001,0.18733333333333332
2024-01-01 18:00:00,0.001,0.19906666666666664
2024-01-01 18:15:00,0.001,0.18024724338965037
2024-01-01 18:30:00,0.001,0.1818237423726735
2024-01-01 18:45:00,0.001,0.3028237423726735
2024-01-01 19:00:00,0.001,0.3028237423726735
2024-01-01 19:15:00,0.001,0.24899232723147213
2024-01-01 19:30:00,0.001,1.0916
2024-01-01 19:45:00,0.001,1.729933333333333
2024-01-01 20:00:00,0.001,0.9357333333333333
2024-01-01 20:15:00,0.001,0.17
2024-01-01 20:30:00,0.001,0.17
2024-01-01 20:45:00,0.001,0.17
2024-01-01 21:00:00,0.001,0.22346666666666665
2024-01-01 21:15:00,0.001,0.2922
2024-01-01 21:30:00,0.001,0.28286666666666666
2024-01-01 21:45:00,0.001,0.6908
2024-01-01 22:00:00,0.001,0.4242666666666667
2024-01-01 22:15:00,0.001,0.29572949694906936
2024-01-01 22:30:00,0.001,0.2876237423726735
2024-01-01 22:45:00,0.001,0.6496237423726736
2024-01-01 23:00:00,0.001,0.11049040903934017
2024-01-01 23:15:00,0.001,0.1082237423726735
2024-01-01 23:30:00,0.001,0.17215299796604627
2024-01-01 23:45:00,0.001,0.23524
2024-01-02 00:00:00,0.001,0.19108
2024-01-02 00:15:00,0.001,0.28300000000000003
2024-01-02 00:30:00,0.001,0.27259999999999995
2024-01-02 00:45:00,0.001,0.048
2024-01-02 01:00:00,0.001,0.048
2024-01-02 01:15:00,0.001,0.06609333333333334
2024-01-02 01:30:00,0.001,0.1837
2024-01-02 01:45:00,0.001,0.19636666666666666
2024-01-02 02:00:00,0.001,0.5069666666666667
2024-01-02 02:15:00,0.001,0.6468333333333334
2024-01-02 02:30:00,0.001,0.1837
2024-01-02 02:45:00,0.001,0.18527649898302315
2024-01-02 03:00:00,0.001,0.1955237423726735
2024-01-02 03:15:00,0.001,0.1955237423726735
2024-01-02 03:30:00,0.001,0.29685707570600683
2024-01-02 03:45:00,0.001,0.3601904090393402
2024-01-02 04:00:00,0.001,0.1955237423726735
