,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.3993,0.0,0.0
2024-01-01 00:15:00,0.001,0.4647,0.0,0.0
2024-01-01 00:30:00,0.001,0.42436666666666667,0.0,1.8
2024-01-01 00:45:00,0.001,0.3107,0.0,0.2
2024-01-01 01:00:00,0.001,0.30165333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.062066666666666666,0.0,1.6
2024-01-01 01:30:00,0.001,0.2313333333333333,0.0,1.6
2024-01-01 01:45:00,0.001,0.177,0.0,0.0
2024-01-01 02:00:00,0.001,0.19866666666666666,0.0,0.0
2024-01-01 02:15:00,0.001,0.054,0.0,0.0
2024-01-01 02:30:00,0.001,0.054,0.0,0.0
2024-01-01 02:45:00,0.001,0.054,0.0,0.0
2024-01-01 03:00:00,0.001,0.2313333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.146,0.0,0.0
2024-01-01 03:30:00,0.001,0.209,0.0,0.0
2024-01-01 03:45:00,0.001,0.07466666666666666,0.0,0.2
2024-01-01 04:00:00,0.001,0.054,0.0,3.0
2024-01-01 04:15:00,0.001,0.054,2.0,0.6
2024-01-01 04:30:00,0.001,0.6311333333333332,2.0,0.0
2024-01-01 04:45:00,0.001,0.6480666666666667,2.0,0.0
2024-01-01 05:00:00,0.001,0.209,1.3333333333333333,0.0
2024-01-01 05:15:00,0.001,0.10566666666666666,2.0,0.0
2024-01-01 05:30:00,0.001,0.054,2.0,0.0
2024-01-01 05:45:00,0.001,0.054,2.0,0.0
2024-01-01 06:00:00,0.001,0.2313333333333333,2.0,2.2
2024-01-01 06:15:00,0.001,0.10466666666666667,0.13333333333333333,0.0
2024-01-01 06:30:00,0.001,0.18833333333333332,0.0,0.0
2024-01-01 06:45:00,0.001,0.13666666666666666,0.0,0.0
2024-01-01 07:00:00,0.001,0.0750347982352762,0.0,1.4
2024-01-01 07:15:00,0.001,0.0959521973529143,0.0,1.0
2024-01-01 07:30:00,0.001,0.2758855306862476,0.0,0.0
2024-01-01 07:45:00,0.001,0.14921886401958095,0.0,0.0
2024-01-01 08:00:00,0.001,0.20188553068624762,0.0,0.4
2024-01-01 08:15:00,0.001,0.18066666666666667,0.0,3.0
2024-01-01 08:30:00,0.001,0.067,0.9333333333333333,0.0
2024-01-01 08:45:00,0.001,0.067,1.4666666666666666,0.0
2024-01-01 09:00:00,0.001,0.24433333333333335,0.0,0.0
2024-01-01 09:15:00,0.001,0.11766666666666667,0.0,0.0
2024-01-01 09:30:00,0.001,0.16945333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.3378333333333333,0.0,0.4
2024-01-01 10:00:00,0.001,0.30756666666666665,0.0,2.4
2024-01-01 10:15:00,0.001,0.3237,0.0,0.0
2024-01-01 10:30:00,0.001,0.5026098323163565,0.0,0.0
2024-01-01 10:45:00,0.001,0.3853237423726735,0.0,0.0
2024-01-01 11:00:00,0.001,0.36385707570600684,0.0,0.0
2024-01-01 11:15:00,0.001,0.7805237423726735,0.0,0.4
2024-01-01 11:30:00,0.001,0.22219040903934018,0.0,2.2
2024-01-01 11:45:00,0.001,0.20026091209027078,0.0,0.0
2024-01-01 12:00:00,0.001,0.38003333333333333,0.0,0.0
2024-01-01 12:15:00,0.001,0.2533666666666667,0.4,2.8
2024-01-01 12:30:00,0.001,0.215398081807868,1.8666666666666667,0.8
2024-01-01 12:45:00,0.001,0.36259040903934014,0.0,0.0
2024-01-01 13:00:00,0.001,0.25319040903934015,0.0,0.8
2024-01-01 13:15:00,0.001,0.3214620204314773,0.0,1.2
2024-01-01 13:30:00,0.001,0.6418092730589211,0.0,0.0
2024-01-01 13:45:00,0.001,0.40474260639225446,0.0,0.0
2024-01-01 14:00:00,0.001,0.4589426063922545,0.0,0.0
2024-01-01 14:15:00,0.001,0.6173356467451991,0.0,0.0
2024-01-01 14:30:00,0.001,0.4181904090393402,0.0,0.8
2024-01-01 14:45:00,0.001,0.47933040903934016,0.0,2.6
2024-01-01 15:00:00,0.001,0.49484724338965036,0.0,2.2
2024-01-01 15:15:00,0.001,0.5075333333333333,0.0,2.6
2024-01-01 15:30:00,0.001,1.544,0.0,0.0
2024-01-01 15:45:00,0.001,1.3993098323163564,0.0,0.8
2024-01-01 16:00:00,0.001,0.37569040903934015,0.0,3.0
2024-01-01 16:15:00,0.001,0.1998237423726735,0.0,0.0
2024-01-01 16:30:00,0.001,0.4820237423726735,1.7333333333333334,1.0
2024-01-01 16:45:00,0.001,0.2988904090393402,0.5333333333333333,2.2
2024-01-01 17:00:00,0.001,3.04184724338965,0.0,0.4
2024-01-01 17:15:00,0.001,1.1706,0.0,2.6
2024-01-01 17:30:00,0.001,0.4300666666666667,0.0,0.0
2024-01-01 17:45:00,0.001,0.175,0.0,1.8
2024-01-01 18:00:00,0.001,2.6832875456078322,0.0,3.0
2024-01-01 18:15:00,0.001,0.2961521973529143,0.0,3.0
2024-01-01 18:30:00,0.001,0.17428553068624764,0.0,0.6
2024-01-01 18:45:00,0.001,0.6887521973529143,0.0,0.0
2024-01-01 19:00:00,0.001,2.883128696335938,0.0,3.0
2024-01-01 19:15:00,0.001,0.3667805555295345,0.0,2.8
2024-01-01 19:30:00,0.001,0.6208570757060069,0.0,0.0
2024-01-01 19:45:00,0.001,1.044084914294228,0.0,0.0
2024-01-01 20:00:00,0.001,0.5633959397255878,0.0,0.0
2024-01-01 20:15:00,0.001,0.5858626063922544,0.26666666666666666,3.0
2024-01-01 20:30:00,0.001,0.6430759397255877,2.0,0.0
2024-01-01 20:45:00,0.001,0.5397426063922545,0.0,0.2
2024-01-01 21:00:00,0.001,0.6514601114771388,0.0,3.0
2024-01-01 21:15:00,0.001,0.513918864019581,0.0,0.6
2024-01-01 21:30:00,0.001,0.7384562750928748,0.0,0.0
2024-01-01 21:45:00,0.001,0.6083426063922545,0.0,0.8
2024-01-01 22:00:00,0.001,0.6378092730589212,0.0,2.0
2024-01-01 22:15:00,0.001,0.7032759397255878,0.0,2.2
2024-01-01 22:30:00,0.001,0.6532759397255877,0.0,3.0
2024-01-01 22:45:00,0.001,0.5387426063922545,0.0,3.0
2024-01-01 23:00:00,0.001,0.48807593972558777,0.0,0.8
2024-01-01 23:15:00,0.001,0.46011886401958096,0.0,0.0
2024-01-01 23:30:00,0.001,0.5694153841960533,0.0,2.2
2024-01-01 23:45:00,0.001,0.5836084245489981,0.0,0.0
2024-01-02 00:00:00,0.001,1.7075855306862477,0.0,0.0
2024-01-02 00:15:00,0.001,0.513918864019581,0.0,0.0
2024-01-02 00:30:00,0.001,0.996318864019581,0.0,0.0
2024-01-02 00:45:00,0.001,1.2628521973529143,0.0,0.0
2024-01-02 01:00:00,0.001,0.4359875456078324,0.0,0.0
2024-01-02 01:15:00,0.001,0.3827666666666667,0.0,0.0
2024-01-02 01:30:00,0.001,0.3670333333333333,0.0,0.0
2024-01-02 01:45:00,0.001,0.15894666666666665,0.0,0.8
2024-01-02 02:00:00,0.001,0.5870666666666666,0.0,3.0
2024-01-02 02:15:00,0.001,0.054,1.0666666666666667,1.6
2024-01-02 02:30:00,0.001,0.09533333333333333,0.9333333333333333,0.0
2024-01-02 02:45:00,0.001,0.209,0.0,0.0
2024-01-02 03:00:00,0.001,0.252,0.0,1.6
2024-01-02 03:15:00,0.001,0.6377333333333334,0.0,0.8
2024-01-02 03:30:00,0.001,0.4538,0.0,0.0
2024-01-02 03:45:00,0.001,0.054,0.0,0.0
2024-01-02 04:00:00,0.001,0.06433333333333333,0.0,1.8
2024-01-02 04:15:00,0.001,0.209,0.0,3.0
2024-01-02 04:30:00,0.001,0.8160666666666666,0.0,0.2
2024-01-02 04:45:00,0.001,0.10466666666666667,0.0,2.2
2024-01-02 05:00:00,0.001,0.4538,0.0,1.2
2024-01-02 05:15:00,0.001,0.5870666666666666,1.8666666666666667,1.8
2024-01-02 05:30:00,0.001,0.054,0.13333333333333333,1.8
2024-01-02 05:45:00,0.001,0.18833333333333332,0.0,0.0
2024-01-02 06:00:00,0.001,0.314,0.0,0.6
2024-01-02 06:15:00,0.001,0.10466666666666667,0.0,3.0
2024-01-02 06:30:00,0.001,0.054,0.0,0.2
2024-01-02 06:45:00,0.001,0.054,0.0,0.0
2024-01-02 07:00:00,0.001,0.054,0.0,0.0
2024-01-02 07:15:00,0.001,0.5817333333333333,0.0,1.0
2024-01-02 07:30:00,0.001,2.467,0.0,3.0
2024-01-02 07:45:00,0.001,1.6608000000000003,0.0,3.0
2024-01-02 08:00:00,0.001,0.054,0.0,3.0
2024-01-02 08:15:00,0.001,0.054,0.0,3.0
2024-01-02 08:30:00,0.001,0.06093333333333333,0.0,3.0
2024-01-02 08:45:00,0.001,0.13933333333333334,0.0,1.2
2024-01-02 09:00:00,0.001,0.389,0.0,0.0
2024-01-02 09:15:00,0.001,0.11766666666666667,0.0,0.0
2024-01-02 09:30:00,0.001,0.06093333333333333,0.4,0.0
2024-01-02 09:45:00,0.001,0.5022,1.8666666666666667,0.0
2024-01-02 10:00:00,0.001,0.1992,0.0,0.0
2024-01-02 10:15:00,0.001,0.3373333333333333,0.0,2.2
2024-01-02 10:30:00,0.001,0.6326666666666667,0.0,3.0
2024-01-02 10:45:00,0.001,0.44366,0.0,3.0
2024-01-02 11:00:00,0.001,3.5685666666666664,0.0,3.0
2024-01-02 11:15:00,0.001,4.413166666666666,0.0,3.0
2024-01-02 11:30:00,0.001,0.7357666666666666,0.0,3.0
2024-01-02 11:45:00,0.001,0.21303333333333332,0.0,0.4
2024-01-02 12:00:00,0.001,0.5511666666666668,0.0,0.0
2024-01-02 12:15:00,0.001,0.4130333333333333,0.0,2.4
2024-01-02 12:30:00,0.001,0.3107,0.0,3.0
2024-01-02 12:45:00,0.001,0.7104999999999999,0.0,1.8
2024-01-02 13:00:00,0.001,0.3107,0.0,0.0
2024-01-02 13:15:00,0.001,0.33383827805880384,0.0,0.0
2024-01-02 13:30:00,0.001,0.702318864019581,0.0,1.2
2024-01-02 13:45:00,0.001,0.645118864019581,0.0,1.4
2024-01-02 14:00:00,0.001,0.5581934448104722,0.0,0.0
2024-01-02 14:15:00,0.001,0.5660759397255878,0.0,0.0
2024-01-02 14:30:00,0.001,0.6764759397255877,0.0,0.0
2024-01-02 14:45:00,0.001,0.5104092730589211,0.0,0.0
2024-01-02 15:00:00,0.001,0.6267078081569782,0.0,0.0
2024-01-02 15:15:00,0.001,0.48293549288116194,0.0,0.0
2024-01-02 15:30:00,0.11520820983748822,0.8486999999999999,1.6,0.0
