,WasherDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.043,0.0
2024-01-01 00:15:00,0.001,0.001,0.195,0.0
2024-01-01 00:30:00,0.001,0.001,0.195,0.0
2024-01-01 00:45:00,0.001,0.001,0.043,0.0
2024-01-01 01:00:00,0.001,0.001,0.043,0.0
2024-01-01 01:15:00,0.001,0.001,0.043,0.0
2024-01-01 01:30:00,0.001,0.001,0.043,0.0
2024-01-01 01:45:00,0.001,0.001,0.233,0.0
2024-01-01 02:00:00,0.001,0.001,0.157,0.0
2024-01-01 02:15:00,0.001,0.001,0.043,0.0
2024-01-01 02:30:00,0.001,0.001,0.043,0.0
2024-01-01 02:45:00,0.001,0.001,0.043,0.0
2024-01-01 03:00:00,0.001,0.001,0.081,0.0
2024-01-01 03:15:00,0.001,0.001,0.233,0.0
2024-01-01 03:30:00,0.001,0.001,0.11900000000000001,0.0
2024-01-01 03:45:00,0.001,0.001,0.043,0.0
2024-01-01 04:00:00,0.001,0.001,0.043,2.1333333333333333
2024-01-01 04:15:00,0.001,0.001,0.043,1.0666666666666667
2024-01-01 04:30:00,0.001,0.001,0.11900000000000001,2.4
2024-01-01 04:45:00,0.001,0.001,0.233,4.0
2024-01-01 05:00:00,0.001,0.001,0.081,4.0
2024-01-01 05:15:00,0.001,0.001,0.043,0.26666666666666666
2024-01-01 05:30:00,0.001,0.001,0.043,0.0
2024-01-01 05:45:00,0.001,0.001,0.043,0.0
2024-01-01 06:00:00,0.001,0.001,0.6900666666666666,0.0
2024-01-01 06:15:00,0.001,0.001,0.233,0.0
2024-01-01 06:30:00,0.001,0.001,0.043,0.0
2024-01-01 06:45:00,0.001,0.001,0.043,0.0
2024-01-01 07:00:00,0.001,0.001,0.043,0.0
2024-01-01 07:15:00,0.001,0.001,0.44279999999999997,0.0
2024-01-01 07:30:00,0.001,0.001,0.195,0.0
2024-01-01 07:45:00,0.001,0.001,0.195,0.0
2024-01-01 08:00:00,0.001,0.001,0.043,0.0
2024-01-01 08:15:00,0.001,0.001,0.043,2.4
2024-01-01 08:30:00,0.001,0.001,0.043,0.0
2024-01-01 08:45:00,0.001,0.001,0.043,0.0
2024-01-01 09:00:00,0.001,0.001,0.233,0.0
2024-01-01 09:15:00,0.001,0.001,0.157,0.0
2024-01-01 09:30:00,0.001,0.001,0.043,0.0
