,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.2904666666666667,0.0,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.1804666666666667,0.0,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.042,0.0,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.042,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.07339999999999999,0.0,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.15,0.0,0.0,2.0
2024-01-01 01:30:00,0.0,0.001,0.32733333333333337,0.0,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.27666666666666667,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.15,0.0,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.06933333333333333,0.0,0.0,2.3333333333333335
2024-01-01 02:30:00,0.0,0.001,0.029,0.0,0.0,1.3333333333333333
2024-01-01 02:45:00,0.0,0.001,0.029,0.0,0.0,2.0
2024-01-01 03:00:00,0.0,0.001,0.219,0.0,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.143,0.0,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.029,0.0,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.029,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.029,0.0,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.4414666666666667,0.0,1.2,0.0
2024-01-01 04:30:00,0.0,0.001,0.219,0.0,3.0,2.6666666666666665
2024-01-01 04:45:00,0.0,0.001,0.13033333333333333,0.0,3.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.029,0.0,3.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.029,0.0,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.029,0.0,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.05433333333333334,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.6188,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.22253333333333333,0.0,0.0,2.6666666666666665
2024-01-01 06:30:00,0.0,0.001,0.15,0.0,0.0,2.3333333333333335
2024-01-01 06:45:00,0.0,0.001,0.15,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.15,0.0,0.0,4.666666666666667
2024-01-01 07:15:00,0.0,0.001,0.1742,0.0,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.6318,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.11800000000000001,0.0,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.5750666666666666,0.0,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.44179999999999997,0.0,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.5672666666666667,0.0,0.0,2.6666666666666665
2024-01-01 08:45:00,0.0,0.001,0.07966666666666668,0.0,0.0,0.3333333333333333
2024-01-01 09:00:00,0.0,0.001,0.219,0.7333333333333333,0.0,2.3333333333333335
2024-01-01 09:15:00,0.0,0.001,0.10273333333333334,5.133333333333334,0.0,1.6666666666666667
2024-01-01 09:30:00,0.0,0.001,0.16865333333333332,0.0,0.0,4.333333333333333
2024-01-01 09:45:00,0.0,0.001,0.1777,0.0,0.0,0.6666666666666666
2024-01-01 10:00:00,0.0,0.17504257523551237,0.19916666666666666,0.0,0.0,0.0
2024-01-01 10:15:00,0.0,0.5291632413106246,0.26203333333333334,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,0.5540378648781691,0.8190333333333333,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,0.16032994249522786,0.3363666666666667,0.0,0.0,0.6666666666666666
2024-01-01 11:00:00,0.0,0.4326330753153764,0.2857,0.0,0.0,3.0
2024-01-01 11:15:00,0.0,1.298188058297114,0.2857,0.0,0.0,2.0
2024-01-01 11:30:00,0.0,0.1750075079033244,0.30252783858822097,0.0,0.0,1.3333333333333333
2024-01-01 11:45:00,0.0,0.11103646193573567,0.3609855306862476,0.0,0.0,0.0
2024-01-01 12:00:00,0.0,0.3413704176104398,0.38625219735291433,0.0,0.0,0.0
2024-01-01 12:15:00,0.0,0.8412948721548686,0.7673188640195808,0.0,1.0,2.6666666666666665
2024-01-01 12:30:00,0.0,0.001,0.1962521973529143,0.0,1.4,0.0
2024-01-01 12:45:00,0.0,0.001,0.18994175788233142,0.0,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,0.16469999999999999,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.2533666666666667,0.0,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.3673208789411657,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.23111886401958096,0.7333333333333333,0.0,2.3333333333333335
2024-01-01 14:00:00,0.0,0.001,0.23191886401958095,8.8,0.0,2.6666666666666665
2024-01-01 14:15:00,0.0,0.001,0.24325219735291428,0.0,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.18858058596077715,0.0,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.26603333333333334,0.0,0.0,3.3333333333333335
2024-01-01 15:00:00,0.0,0.001,0.3547,0.0,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.17736666666666664,0.0,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.16469999999999999,0.0,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.2557,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.3767,0.0,0.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.4907000000000001,0.0,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.5667000000000001,0.0,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.3342333333333333,0.0,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.6451666666666667,6.6,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.2857,0.0,0.0,2.3333333333333335
2024-01-01 17:30:00,0.0,0.001,0.29436666666666667,0.0,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.4253666666666666,0.0,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.4760333333333333,0.0,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.23416666666666666,0.0,0.0,1.3333333333333333
2024-01-01 18:30:00,0.0,0.001,0.5568466666666667,0.0,0.0,3.0
2024-01-01 18:45:00,0.001,0.001,0.15,0.0,0.0,0.0
2024-01-01 19:00:00,1.2004666666666668,0.001,0.15,0.0,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.2962666666666667,0.0,0.0,0.0
