,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.24415707570600684,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.2948237423726735,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.1760942454236041,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.12866666666666668,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.286215828248449,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.28215707570600684,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.2568237423726735,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.28215707570600684,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.18082374237267348,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.24657649898302314,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.4196666666666667,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.33986666666666665,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.2496,0.0,2.6666666666666665
2024-01-01 03:15:00,0.001,0.0,0.001,0.25766666666666665,0.0,0.26666666666666666
2024-01-01 03:30:00,0.001,0.0,0.001,0.169,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.32099999999999995,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.30833333333333335,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.13673333333333335,0.0,0.8
2024-01-01 04:30:00,0.001,0.0,0.001,0.14933333333333332,0.0,0.26666666666666666
2024-01-01 04:45:00,0.001,0.0,0.001,0.12399999999999999,0.0,3.7333333333333334
2024-01-01 05:00:00,0.001,0.0,0.001,0.08600000000000001,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.238,0.0,0.8
2024-01-01 05:30:00,0.001,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.16199999999999998,0.0,3.7333333333333334
2024-01-01 06:15:00,0.001,0.0,0.001,0.11133333333333333,0.0,4.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.16199999999999998,0.0,3.466666666666667
2024-01-01 06:45:00,0.001,0.0,0.001,0.22533333333333333,8.8,0.26666666666666666
2024-01-01 07:00:00,0.001,0.0,0.001,0.048,11.0,3.2
2024-01-01 07:15:00,0.001,0.0,0.001,0.048,11.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.17466666666666666,11.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.09866666666666667,11.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.238,6.6,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.14933333333333332,0.0,0.26666666666666666
2024-01-01 08:30:00,0.3701495668269094,0.0,0.001,0.048,0.0,0.0
2024-01-01 08:45:00,0.7920347860576631,0.0,0.001,0.31453333333333333,0.0,0.0
2024-01-01 09:00:00,0.7920347860576631,0.0,0.001,0.45386666666666664,0.0,0.26666666666666666
2024-01-01 09:15:00,0.7920347860576631,0.0,0.001,0.16199999999999998,0.0,4.0
2024-01-01 09:30:00,0.7920347860576631,0.0,0.001,0.24319999999999997,0.0,0.8
2024-01-01 09:45:00,0.7920347860576631,0.0,0.001,0.08633333333333333,0.0,0.0
2024-01-01 10:00:00,0.7920347860576631,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 10:15:00,0.7920347860576631,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 10:30:00,0.7920347860576631,0.0,0.001,0.213,0.0,0.0
2024-01-01 10:45:00,0.7920347860576631,0.0,0.001,0.22533333333333333,0.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.0,0.001,1.3873333333333333,0.0,2.6666666666666665
2024-01-01 11:15:00,0.7920347860576631,0.0,0.001,2.0091200000000002,0.0,0.5333333333333333
2024-01-01 11:30:00,0.7920347860576631,0.0,0.001,0.25687333333333334,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.0,0.001,0.19669999999999999,0.0,0.0
2024-01-01 12:00:00,0.7920347860576631,0.0,0.001,0.5123000000000001,0.0,0.0
2024-01-01 12:15:00,0.21194260961537684,0.0,0.001,1.0534333333333334,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.3706333333333333,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.3046999999999999,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.3046999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.22403333333333333,0.0,2.6666666666666665
2024-01-01 13:30:00,0.001,0.0,0.001,0.47503333333333336,0.0,0.5333333333333333
2024-01-01 13:45:00,0.001,0.0,0.001,0.3610333333333333,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.5510333333333334,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.28503333333333336,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-01 15:45:00,0.31741391442306527,0.0,0.001,0.19983333333333334,0.0,3.2
2024-01-01 16:00:00,0.7920347860576631,0.0,0.001,0.3046999999999999,0.0,0.0
2024-01-01 16:15:00,0.7920347860576631,0.0,0.001,0.35717999999999994,0.0,0.0
2024-01-01 16:30:00,0.7920347860576631,0.0,0.001,0.5236666666666667,6.6,0.0
2024-01-01 16:45:00,0.7920347860576631,0.0,0.001,0.19433333333333333,3.6666666666666665,0.0
2024-01-01 17:00:00,0.7920347860576631,0.0,0.001,0.169,0.0,0.0
2024-01-01 17:15:00,0.7920347860576631,0.0,0.001,0.05606666666666667,0.0,0.0
2024-01-01 17:30:00,0.7920347860576631,0.0,0.001,0.05493333333333333,0.0,0.0
2024-01-01 17:45:00,0.7920347860576631,0.0,0.001,0.23833333333333334,0.0,0.0
2024-01-01 18:00:00,0.7920347860576631,0.0,0.001,0.35233333333333333,0.0,0.26666666666666666
2024-01-01 18:15:00,0.7920347860576631,0.0,0.001,0.061000000000000006,0.0,2.6666666666666665
2024-01-01 18:30:00,0.7920347860576631,0.0,0.001,0.20136,0.0,0.0
2024-01-01 18:45:00,0.7920347860576631,0.0,0.001,0.23524,0.0,0.0
2024-01-01 19:00:00,0.7920347860576631,0.0,0.001,0.7416431656496898,0.0,0.0
2024-01-01 19:15:00,0.1592069572115326,0.0,0.001,0.470191873941283,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.9579226063922545,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.32708260639225445,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.8266092730589212,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.8266092730589211,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.6740759397255877,0.0,2.933333333333333
2024-01-01 20:45:00,0.001,0.0,0.001,0.7224709950001172,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.5894321669216716,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.4760092730589211,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.4820759397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.4820759397255878,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.799036610460162,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,1.0163490648523295,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.5788689800785325,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.2996759397255878,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.2270759397255878,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.7072092730589212,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.5120899437934953,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.30224029298038857,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.2980333333333333,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.25716666666666665,0.0,0.0
