,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.18833333333333332,0.0,0.1
2024-01-01 00:15:00,0.5820666666666666,0.0,1.5
2024-01-01 00:30:00,0.049,0.0,1.5
2024-01-01 00:45:00,0.049,0.0,0.0
2024-01-01 01:00:00,0.18333333333333332,0.0,0.0
2024-01-01 01:15:00,0.33127458079089117,0.0,0.0
2024-01-01 01:30:00,0.5746237423726736,0.0,0.5
2024-01-01 01:45:00,0.0608237423726735,0.0,1.5
2024-01-01 02:00:00,0.0608237423726735,0.0,1.5
2024-01-01 02:15:00,0.05924724338965037,0.0,1.5
2024-01-01 02:30:00,0.2846666666666667,0.0,1.2
2024-01-01 02:45:00,0.4982333333333333,0.0,0.0
2024-01-01 03:00:00,0.39436666666666664,0.0,0.0
2024-01-01 03:15:00,0.8387666666666667,0.0,0.0
2024-01-01 03:30:00,0.30569999999999997,0.0,0.5
2024-01-01 03:45:00,0.2699,0.0,1.5
2024-01-01 04:00:00,0.3650333333333334,0.0,1.5
2024-01-01 04:15:00,0.4470333333333334,0.0,0.2
2024-01-01 04:30:00,0.2480333333333333,0.0,0.0
2024-01-01 04:45:00,0.18469999999999998,0.0,0.0
2024-01-01 05:00:00,0.18469999999999998,0.0,0.0
2024-01-01 05:15:00,0.22603333333333334,0.0,0.0
2024-01-01 05:30:00,0.7901666666666666,0.0,0.0
2024-01-01 05:45:00,0.42636666666666667,0.0,0.0
2024-01-01 06:00:00,0.22664124745755782,0.0,1.0
2024-01-01 06:15:00,0.1965237423726735,0.0,1.5
2024-01-01 06:30:00,0.20259040903934014,0.0,0.1
2024-01-01 06:45:00,0.2715237423726735,0.0,0.2
2024-01-01 07:00:00,0.4405237423726735,0.0,1.5
2024-01-01 07:15:00,0.36719707570600685,0.0,1.3
2024-01-01 07:30:00,0.6028510797739144,0.0,0.0
2024-01-01 07:45:00,0.0997647484745347,0.0,0.0
2024-01-01 08:00:00,0.848157075706007,0.0,0.0
2024-01-01 08:15:00,0.5310237423726735,0.0,0.0
2024-01-01 08:30:00,0.4381570757060068,0.0,0.0
2024-01-01 08:45:00,0.3429256605648055,0.0,0.0
2024-01-01 09:00:00,0.049,0.0,0.0
2024-01-01 09:15:00,0.049,0.0,1.4
2024-01-01 09:30:00,0.06026666666666667,0.0,1.5
2024-01-01 09:45:00,0.16533333333333333,0.0,1.5
2024-01-01 10:00:00,0.3333333333333333,0.0,1.5
2024-01-01 10:15:00,0.23607999999999998,0.0,1.5
2024-01-01 10:30:00,0.14858666666666667,0.0,1.5
2024-01-01 10:45:00,0.06199999999999999,0.0,0.3
2024-01-01 11:00:00,0.06199999999999999,0.0,0.0
2024-01-01 11:15:00,0.186,0.0,0.0
2024-01-01 11:30:00,0.32846666666666663,0.0,0.0
2024-01-01 11:45:00,0.17566666666666667,2.3333333333333335,0.0
2024-01-01 12:00:00,0.09315999999999999,7.0,0.0
2024-01-01 12:15:00,0.14156000000000002,7.0,0.0
2024-01-01 12:30:00,0.17,0.9333333333333333,0.0
2024-01-01 12:45:00,0.8477333333333333,0.0,0.0
2024-01-01 13:00:00,0.45066666666666666,0.0,0.0
2024-01-01 13:15:00,0.2776393292654259,0.0,1.3
2024-01-01 13:30:00,0.11729040903934017,0.9333333333333333,1.5
2024-01-01 13:45:00,0.17122374237267352,0.0,1.5
2024-01-01 14:00:00,0.4709570757060069,0.0,1.5
2024-01-01 14:15:00,0.22849040903934018,0.0,0.1
2024-01-01 14:30:00,0.7332904090393402,0.0,0.0
2024-01-01 14:45:00,0.14470215954782858,0.0,0.0
2024-01-01 15:00:00,0.06199999999999999,0.0,0.0
2024-01-01 15:15:00,0.06199999999999999,0.0,0.0
2024-01-01 15:30:00,0.49279999999999996,0.0,0.0
2024-01-01 15:45:00,0.25066666666666665,0.0,0.0
2024-01-01 16:00:00,0.301,0.0,0.0
2024-01-01 16:15:00,0.09966666666666665,0.0,0.0
2024-01-01 16:30:00,0.049,0.0,0.0
2024-01-01 16:45:00,0.049,0.0,1.4
2024-01-01 17:00:00,0.10066666666666667,0.0,1.1
2024-01-01 17:15:00,0.2673333333333333,0.0,0.0
2024-01-01 17:30:00,0.2803333333333333,0.0,0.0
2024-01-01 17:45:00,0.07433333333333333,0.0,0.0
2024-01-01 18:00:00,0.17,0.0,0.0
2024-01-01 18:15:00,0.175517746440581,0.0,0.0
2024-01-01 18:30:00,0.2541570757060068,0.0,1.1
2024-01-01 18:45:00,0.5159570757060068,0.0,1.5
2024-01-01 19:00:00,0.5120570757060069,0.0,1.5
2024-01-01 19:15:00,0.1941589938981388,0.0,0.3
2024-01-01 19:30:00,0.18469999999999998,0.0,0.0
2024-01-01 19:45:00,0.26536666666666664,0.0,0.0
2024-01-01 20:00:00,0.3987,0.0,0.0
2024-01-01 20:15:00,0.5781666666666667,0.0,0.0
2024-01-01 20:30:00,0.49203741107329396,0.0,0.0
2024-01-01 20:45:00,0.3305237423726735,0.0,0.0
2024-01-01 21:00:00,0.3305237423726735,0.0,0.0
2024-01-01 21:15:00,0.32359040903934017,0.0,0.0
2024-01-01 21:30:00,0.43119040903934014,0.0,0.6
2024-01-01 21:45:00,0.5864609120902707,0.0,1.5
2024-01-01 22:00:00,0.43696666666666667,0.0,1.5
2024-01-01 22:15:00,0.30569999999999997,0.0,1.5
2024-01-01 22:30:00,0.30569999999999997,0.0,1.4
2024-01-01 22:45:00,0.30569999999999997,0.0,0.0
2024-01-01 23:00:00,0.38356666666666667,0.0,0.0
2024-01-01 23:15:00,0.4630333333333334,0.0,0.0
2024-01-01 23:30:00,0.22632666666666665,0.0,0.0
2024-01-01 23:45:00,0.049,0.0,0.0
2024-01-02 00:00:00,0.049,0.0,0.0
2024-01-02 00:15:00,0.049,0.0,0.0
2024-01-02 00:30:00,0.204,0.0,0.1
2024-01-02 00:45:00,0.332,0.0,1.5
2024-01-02 01:00:00,0.13766666666666666,0.0,1.5
2024-01-02 01:15:00,0.18226666666666666,0.0,0.0
2024-01-02 01:30:00,0.44880000000000003,0.0,0.0
2024-01-02 01:45:00,0.06966666666666667,0.0,0.0
2024-01-02 02:00:00,0.6291333333333333,0.0,1.4
2024-01-02 02:15:00,0.31133333333333335,0.0,1.5
2024-01-02 02:30:00,0.11233333333333334,0.0,0.9
2024-01-02 02:45:00,0.049,0.0,0.0
2024-01-02 03:00:00,0.049,0.0,0.3
2024-01-02 03:15:00,0.09033333333333333,0.0,1.5
2024-01-02 03:30:00,0.25466666666666665,0.0,1.5
2024-01-02 03:45:00,0.2906666666666667,0.0,1.5
2024-01-02 04:00:00,0.087,0.0,0.2
2024-01-02 04:15:00,0.049,0.0,0.0
2024-01-02 04:30:00,0.5820666666666666,0.0,0.6
2024-01-02 04:45:00,0.19932,0.0,1.5
2024-01-02 05:00:00,0.28,0.0,1.5
2024-01-02 05:15:00,0.6698000000000001,0.0,1.5
2024-01-02 05:30:00,0.06166666666666667,0.0,1.2
2024-01-02 05:45:00,0.049,0.0,0.0
2024-01-02 06:00:00,0.049,0.0,0.0
2024-01-02 06:15:00,0.13166666666666665,0.0,0.0
2024-01-02 06:30:00,0.30533333333333335,0.0,0.0
2024-01-02 06:45:00,0.23666666666666666,0.0,0.0
2024-01-02 07:00:00,0.057666666666666665,0.0,0.0
2024-01-02 07:15:00,2.3010666666666664,0.0,0.0
2024-01-02 07:30:00,0.38186666666666663,5.133333333333334,0.0
2024-01-02 07:45:00,0.16533333333333333,3.7333333333333334,0.9
2024-01-02 08:00:00,0.3333333333333333,0.0,1.5
2024-01-02 08:15:00,0.214,0.0,0.5
2024-01-02 08:30:00,0.06199999999999999,0.0,0.0
2024-01-02 08:45:00,0.4618,0.0,0.0
2024-01-02 09:00:00,0.06199999999999999,0.0,0.0
2024-01-02 09:15:00,0.18339999999999998,0.0,0.0
2024-01-02 09:30:00,0.33799999999999997,0.0,0.0
2024-01-02 09:45:00,0.18866666666666668,0.0,0.0
2024-01-02 10:00:00,0.06199999999999999,0.0,0.0
2024-01-02 10:15:00,1.1267333333333334,0.0,0.0
2024-01-02 10:30:00,2.1821333333333333,0.0,0.0
2024-01-02 10:45:00,1.2752666666666665,0.0,0.0
2024-01-02 11:00:00,1.5776666666666666,0.0,0.9
2024-01-02 11:15:00,0.23353333333333334,1.8666666666666667,1.5
2024-01-02 11:30:00,0.049,0.0,1.5
2024-01-02 11:45:00,0.049,0.0,1.5
2024-01-02 12:00:00,0.059333333333333335,0.0,1.5
2024-01-02 12:15:00,0.21666666666666667,0.0,0.7
2024-01-02 12:30:00,0.32166666666666666,0.0,0.0
2024-01-02 12:45:00,0.13626666666666667,0.0,0.0
2024-01-02 13:00:00,0.06199999999999999,0.0,0.0
2024-01-02 13:15:00,0.06199999999999999,0.0,0.1
2024-01-02 13:30:00,0.093,0.0,1.5
2024-01-02 13:45:00,0.24286666666666665,0.0,1.5
2024-01-02 14:00:00,0.8340666666666666,0.0,1.5
2024-01-02 14:15:00,0.09966666666666665,0.0,1.5
2024-01-02 14:30:00,0.049,0.0,1.5
2024-01-02 14:45:00,0.049,0.0,1.4
2024-01-02 15:00:00,0.10066666666666667,0.0,0.0
2024-01-02 15:15:00,0.2673333333333333,0.0,0.0
2024-01-02 15:30:00,0.2803333333333333,0.0,0.0
2024-01-02 15:45:00,0.07433333333333333,0.0,0.0
2024-01-02 16:00:00,0.6152,0.0,0.0
2024-01-02 16:15:00,1.297,0.0,0.0
2024-01-02 16:30:00,1.3693333333333333,0.0,0.0
2024-01-02 16:45:00,0.5438431656496898,0.0,0.0
2024-01-02 17:00:00,0.2714904090393402,2.3333333333333335,0.0
2024-01-02 17:15:00,0.0608237423726735,0.0,0.8
2024-01-02 17:30:00,0.0608237423726735,0.0,1.5
