,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,59.653906679777975,60.0,1.7971893333333335,0.07530781335955596,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,60.62111614591876,60.0,0.7702240000000001,0.07724223229183752,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,60.05119691912739,60.0,0.2567413333333333,0.07610239383825479,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,59.905185233832846,60.0,0.0,0.07581037046766569,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,59.82376989890971,60.0,0.0,0.07564753979781942,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,59.74252943338029,60.0,0.0,0.07548505886676059,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,59.66146346164822,60.0,0.0,0.07532292692329644,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,59.58057160892384,60.0,0.0,0.07516114321784767,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,59.499853501222496,60.0,0.0,0.07499970700244502,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,59.419308765362835,60.0,0.0,0.07483861753072567,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,59.33893702896502,60.0,0.0,0.07467787405793004,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,59.25873792044902,60.0,0.0,0.07451747584089805,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,59.15111238771427,60.0,0.2567413333333333,0.07430222477542854,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,60.63518384733196,60.0,0.2567413333333333,0.07727036769466392,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,60.97033162592725,60.0,0.0,0.0779406632518545,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,60.886628497138446,60.0,0.0,0.0777732569942769,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,60.803105151622624,60.0,0.0,0.07760621030324526,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,60.71976120322906,60.0,0.0,0.07743952240645813,0.0,0.0,0,0,0
2024-01-01 04:30:00,1.0,60.6365962666364,60.0,0.0,0.0772731925332728,0.0,0.0,0,0,0
2024-01-01 04:45:00,1.0,60.553609957350915,60.0,0.0,0.07710721991470183,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,60.470801891704724,60.0,0.0,0.07694160378340945,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,60.38817168685403,60.0,0.0,0.07677634337370806,0.0,0.0,0,0,0
2024-01-01 05:30:00,1.0,60.30571896077732,60.0,0.0,0.07661143792155463,0.0,0.0,0,0,0
2024-01-01 05:45:00,1.0,60.22344333227362,60.0,0.0,0.07644688666454723,0.0,0.0,0,0,0
2024-01-01 06:00:00,1.0,60.14134442096069,60.0,0.0,0.0762826888419214,0.0,0.0,0,0,0
2024-01-01 06:15:00,1.0,60.05942184727336,60.0,0.0,0.07611884369454673,0.0,0.0,0,0,0
2024-01-01 06:30:00,1.0,59.97767523246164,60.0,0.0,0.07595535046492329,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,59.89610419858912,60.0,0.0,0.07579220839717825,0.0,0.0,0,0,0
2024-01-01 07:00:00,1.0,59.814708368531115,60.0,0.0,0.07562941673706222,0.0,0.0,0,0,0
2024-01-01 07:15:00,1.0,59.73348736597295,60.0,0.0,0.0754669747319459,0.0,0.0,0,0,0
2024-01-01 07:30:00,1.0,59.65244081540825,60.0,0.0,0.07530488163081649,0.0,0.0,0,0,0
2024-01-01 07:45:00,1.0,59.57156834213713,60.0,0.0,0.07514313668427426,0.0,0.0,0,0,0
2024-01-01 08:00:00,1.0,59.490869572264536,60.0,0.0,0.07498173914452909,0.0,0.0,0,0,0
2024-01-01 08:15:00,1.0,59.41034413269853,60.0,0.0,0.07482068826539706,0.0,0.0,0,0,0
2024-01-01 08:30:00,1.0,59.302395607003405,60.0,0.12837066666666666,0.07460479121400682,0.0,0.0,0,0,0
