,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.22969999999999996,0.0,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.27369999999999994,0.0,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.5854999999999999,0.0,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.1857,0.0,0.0,3.3333333333333335
2024-01-01 01:45:00,0.0,0.001,0.22236666666666666,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.27198666666666665,0.0,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.1376,0.0,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.184,0.0,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.7170666666666665,0.0,0.0,0.3333333333333333
2024-01-01 03:00:00,0.0,0.001,0.184,0.0,0.0,2.6666666666666665
2024-01-01 03:15:00,0.0,0.001,0.21333333333333332,0.0,0.3333333333333333,0.0
2024-01-01 03:30:00,0.0,0.001,0.1812,0.0,2.3333333333333335,0.0
2024-01-01 03:45:00,0.0,0.001,0.5830666666666667,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.05,0.0,0.3333333333333333,0.0
2024-01-01 04:15:00,0.0,0.001,0.05,0.0,2.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.05,0.0,5.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.07200000000000001,0.0,5.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.16,0.0,5.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.05,0.0,0.3333333333333333,0.0
2024-01-01 05:30:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.06466666666666668,0.0,0.0,2.6666666666666665
2024-01-01 06:30:00,0.0,0.001,0.16,0.0,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.5904,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.05,0.0,2.6666666666666665,0.0
2024-01-01 07:15:00,0.0,0.001,0.05,0.0,0.3333333333333333,0.0
2024-01-01 07:30:00,0.0,0.001,0.5165333333333333,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,1.9076,0.0,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,1.3705333333333334,0.0,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.14959999999999998,0.0,0.0,0.3333333333333333
2024-01-01 08:30:00,0.0,0.001,0.05,0.0,0.0,2.3333333333333335
2024-01-01 08:45:00,0.9003333333333333,0.001,0.4498,0.0,0.0,0.0
2024-01-01 09:00:00,2.1000666666666667,0.001,0.06809333333333333,0.0,0.0,2.0
2024-01-01 09:15:00,1.0505333333333333,0.001,0.19609999999999997,0.0,3.0,1.0
2024-01-01 09:30:00,0.6007333333333332,0.001,0.3087,0.0,0.0,0.0
2024-01-01 09:45:00,0.0002666666666666667,0.001,0.22069999999999998,0.0,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.1987,0.0,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.18916666666666662,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.28836666666666666,0.0,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.2150333333333333,0.0,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.2825,0.0,3.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.3067,0.9333333333333333,0.0,2.0
2024-01-01 12:15:00,0.0,0.001,0.3067,7.0,0.0,1.0
2024-01-01 12:30:00,0.0,0.001,0.40203333333333335,7.0,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.34336666666666665,7.0,0.0,0.3333333333333333
2024-01-01 13:00:00,0.0,0.001,0.2825,7.0,0.0,2.3333333333333335
2024-01-01 13:15:00,0.0,0.001,0.1857,3.2666666666666666,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.27369999999999994,0.0,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.22969999999999996,0.0,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.1857,0.0,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.06809333333333334,0.0,3.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.13066666666666665,0.0,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.11086666666666667,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.063,0.0,0.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.063,0.0,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.063,0.0,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.058666666666666666,0.0,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.12333333333333334,0.0,0.0,3.6666666666666665
2024-01-01 17:15:00,0.0,0.001,0.6417333333333333,0.0,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.15486666666666668,0.0,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.17415299796604627,0.0,3.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.5826237423726736,0.0,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.18282374237267351,0.0,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.2004237423726735,0.0,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,1.3558237423726738,0.0,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,1.7951570757060071,0.0,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.2684237423726735,0.0,0.0,0.0
2024-01-01 19:30:00,0.0,0.001,0.3483759397255878,0.0,0.0,0.0
2024-01-01 19:45:00,0.0,0.001,0.3423092730589211,0.0,0.0,2.6666666666666665
2024-01-01 20:00:00,0.0,0.001,0.37730519531896056,0.0,0.0,0.0
2024-01-01 20:15:00,0.0,0.001,0.2758855306862476,0.0,0.0,0.0
2024-01-01 20:30:00,0.0,0.001,0.18782783858822097,0.0,0.0,0.0
2024-01-01 20:45:00,0.0,0.001,0.13873333333333332,0.0,1.6666666666666667,0.0
2024-01-01 21:00:00,0.0,0.001,0.05,0.0,1.3333333333333333,0.0
2024-01-01 21:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 21:30:00,0.0,0.001,0.10133333333333333,0.0,0.0,0.0
2024-01-01 21:45:00,0.0,0.001,0.13066666666666665,0.0,0.0,0.0
2024-01-01 22:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 22:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-01 22:30:00,0.0,0.001,0.053152997966046264,0.0,0.0,0.0
2024-01-01 22:45:00,0.0,0.001,0.0618237423726735,0.0,0.0,0.0
2024-01-01 23:00:00,0.0,0.001,0.1058237423726735,0.0,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.1498237423726735,0.0,0.0,0.0
2024-01-01 23:30:00,0.0,0.001,0.0618237423726735,0.0,0.0,0.0
2024-01-01 23:45:00,0.0,0.001,0.0618237423726735,0.0,0.0,3.0
2024-01-02 00:00:00,0.0,0.001,0.0547294969490694,0.0,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.14533333333333334,0.0,0.0,0.0
2024-01-02 01:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,0.001,0.07933333333333333,0.0,0.0,0.0
2024-01-02 02:15:00,0.0,0.001,0.15266666666666667,0.0,0.0,0.0
2024-01-02 02:30:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 03:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 03:15:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 03:30:00,0.0,0.001,0.07200000000000001,0.0,0.0,0.0
2024-01-02 03:45:00,0.0,0.001,0.16,0.0,0.0,0.0
2024-01-02 04:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 04:15:00,0.0,0.001,0.05,0.0,1.6666666666666667,2.6666666666666665
2024-01-02 04:30:00,0.0,0.001,0.05,0.0,2.0,0.0
2024-01-02 04:45:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 05:00:00,0.0,0.001,0.06466666666666668,0.0,1.0,0.0
2024-01-02 05:15:00,0.0,0.001,0.16,0.0,0.0,0.0
2024-01-02 05:30:00,0.0,0.001,0.05733333333333334,0.0,0.0,0.0
2024-01-02 05:45:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 06:00:00,0.0,0.001,0.05,0.0,1.0,0.0
2024-01-02 06:15:00,0.0,0.001,0.05,0.0,2.0,0.0
2024-01-02 06:30:00,0.0,0.001,0.05733333333333334,0.0,0.0,0.0
2024-01-02 06:45:00,0.0,0.001,0.2932666666666667,0.0,0.0,0.0
2024-01-02 07:00:00,0.0,0.001,0.3312,0.0,0.0,1.6666666666666667
2024-01-02 07:15:00,0.0,0.001,0.05,0.0,0.0,1.0
2024-01-02 07:30:00,0.0,0.001,0.3165333333333333,0.0,0.0,0.0
2024-01-02 07:45:00,0.0,0.001,0.31653333333333333,0.0,0.0,0.0
2024-01-02 08:00:00,0.0,0.001,0.05,0.0,0.0,0.0
2024-01-02 08:15:00,0.0,0.001,1.2882,0.0,0.0,0.0
2024-01-02 08:30:00,0.0,0.001,1.5538487175293867,0.0,0.0,0.0
2024-01-02 08:45:00,0.0,0.001,0.22781886401958096,0.0,0.0,0.0
