,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.3208237423726735,0.0,3.0
2024-01-01 00:15:00,0.0,0.2134904090393402,0.0,0.0
2024-01-01 00:30:00,0.0,0.1988237423726735,0.0,0.0
2024-01-01 00:45:00,0.0,0.19015299796604626,0.0,0.0
2024-01-01 01:00:00,0.0,0.1522,0.0,0.0
2024-01-01 01:15:00,0.0,0.17099999999999999,0.0,0.0
2024-01-01 01:30:00,0.0,0.06766666666666667,0.0,0.0
2024-01-01 01:45:00,0.0,0.163,0.0,0.0
2024-01-01 02:00:00,0.0,0.08233333333333334,0.0,0.0
2024-01-01 02:15:00,0.0,0.053,0.0,0.0
2024-01-01 02:30:00,0.0,0.177,0.0,0.0
2024-01-01 02:45:00,0.0,0.10466666666666666,0.0,0.0
2024-01-01 03:00:00,0.0,0.053,0.0,0.3333333333333333
2024-01-01 03:15:00,0.0,0.053,0.0,2.0
2024-01-01 03:30:00,0.0,0.163,0.0,0.0
2024-01-01 03:45:00,0.0,0.128,0.0,0.0
2024-01-01 04:00:00,0.0,0.19766666666666666,0.0,0.0
2024-01-01 04:15:00,0.0,0.053,0.0,0.0
2024-01-01 04:30:00,0.0,0.053,0.0,0.0
2024-01-01 04:45:00,0.0,0.053,0.0,0.0
2024-01-01 05:00:00,0.0,0.053,0.0,0.0
2024-01-01 05:15:00,0.0,0.24133333333333334,0.0,0.0
2024-01-01 05:30:00,0.0,0.19433333333333333,0.0,0.0
2024-01-01 05:45:00,0.0,0.053,0.0,0.0
2024-01-01 06:00:00,0.0,0.053,0.0,0.0
2024-01-01 06:15:00,0.0,0.053,0.0,0.0
2024-01-01 06:30:00,0.0,0.053,0.0,0.0
2024-01-01 06:45:00,0.0,0.208,0.0,0.0
2024-01-01 07:00:00,0.0,0.15433333333333332,0.0,0.0
2024-01-01 07:15:00,0.0,0.12633333333333333,0.0,0.0
2024-01-01 07:30:00,0.0,0.053,0.0,0.0
2024-01-01 07:45:00,0.0,0.053,0.0,0.0
2024-01-01 08:00:00,0.0,0.11499999999999999,0.0,0.0
2024-01-01 08:15:00,0.0,0.21506666666666666,0.0,0.0
2024-01-01 08:30:00,0.0,0.174,0.0,0.0
2024-01-01 08:45:00,0.0,0.23999999999999996,0.0,0.0
2024-01-01 09:00:00,0.0,0.28913999999999995,0.0,0.3333333333333333
2024-01-01 09:15:00,0.0,0.3097,0.0,5.0
2024-01-01 09:30:00,0.0,1.3293666666666666,0.0,3.0
2024-01-01 09:45:00,0.0,2.6523666666666665,0.0,0.0
2024-01-01 10:00:00,0.0,1.0416999999999998,0.0,0.0
2024-01-01 10:15:00,0.0,0.4195,0.0,0.0
2024-01-01 10:30:00,0.0,0.8887666666666666,0.0,0.0
2024-01-01 10:45:00,0.0,0.7106333333333335,0.0,2.0
2024-01-01 11:00:00,0.0,0.5883666666666667,0.0,0.3333333333333333
2024-01-01 11:15:00,0.0,0.2904333333333333,0.0,1.6666666666666667
2024-01-01 11:30:00,0.0,0.20170000000000002,0.0,0.3333333333333333
2024-01-01 11:45:00,0.0,0.3245666666666666,0.0,0.0
2024-01-01 12:00:00,0.0,0.5885,0.0,0.0
2024-01-01 12:15:00,0.0,0.3209666666666667,0.0,0.0
2024-01-01 12:30:00,0.0,0.5339496720065559,0.0,3.0
2024-01-01 12:45:00,0.0,2.1319426063922546,0.0,0.0
2024-01-01 13:00:00,0.0,1.758475939725588,0.0,0.0
2024-01-01 13:15:00,0.0,0.4870759397255878,0.0,0.0
2024-01-01 13:30:00,0.0,0.5533159397255878,0.0,0.0
2024-01-01 13:45:00,0.0,0.6712588335883382,0.0,0.0
2024-01-01 14:00:00,0.0,0.5735104090393401,0.0,0.0
2024-01-01 14:15:00,0.0,0.3508570757060068,0.0,0.0
2024-01-01 14:30:00,0.0,0.7616570757060068,0.0,0.0
2024-01-01 14:45:00,0.0,0.14115040903934017,0.0,0.0
2024-01-01 15:00:00,0.0,0.1398237423726735,0.0,1.3333333333333333
2024-01-01 15:15:00,0.0,0.6165321669216717,0.0,0.6666666666666666
2024-01-01 15:30:00,0.0,0.36650927305892117,0.0,0.0
2024-01-01 15:45:00,0.0,0.34570927305892113,0.0,0.0
