,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.18226666666666666,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.46273166573469143,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.654775939725588,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.20237593972558782,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.11437593972558781,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.09158769023407623,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.17202087894116572,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.5514666666666667,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.6407333333333334,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.5820666666666666,0.0,0.8
2024-01-01 03:30:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 03:45:00,0.001,0.001,0.049,0.0,0.13333333333333333
2024-01-01 04:00:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,1.0478666666666667,0.0,0.8
2024-01-01 04:30:00,0.001,0.001,0.14433333333333334,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.049,0.0,1.7333333333333334
2024-01-01 05:30:00,0.001,0.001,0.049,0.0,0.26666666666666666
2024-01-01 05:45:00,0.001,0.001,0.07833333333333334,0.0,0.9333333333333333
2024-01-01 06:00:00,0.001,0.001,0.159,0.0,2.0
2024-01-01 06:15:00,0.001,0.001,0.071,0.0,2.0
2024-01-01 06:30:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 06:45:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 07:00:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 07:15:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 07:30:00,0.001,0.001,0.5514666666666667,0.0,2.0
2024-01-01 07:45:00,0.001,0.001,0.10766666666666666,0.0,2.0
2024-01-01 08:00:00,0.001,0.001,0.049,0.0,0.8
2024-01-01 08:15:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.06026666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.06199999999999999,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.128,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.15733333333333333,3.7333333333333334,0.0
2024-01-01 09:30:00,0.001,0.001,0.4583333333333333,7.0,1.3333333333333333
2024-01-01 09:45:00,0.001,0.001,0.049,7.0,2.0
2024-01-01 10:00:00,0.001,0.001,0.049,7.0,1.0666666666666667
2024-01-01 10:15:00,0.001,0.001,0.5820666666666666,0.9333333333333333,0.0
2024-01-01 10:30:00,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.159,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.071,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.049,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.049,0.0,1.0666666666666667
2024-01-01 11:45:00,0.001,0.001,0.049,0.0,2.0
2024-01-01 12:00:00,0.001,0.001,0.049,2.3333333333333335,0.4
