,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.20868553068624765,0.0,0.0
2024-01-01 00:15:00,0.0,0.18624175788233147,0.0,0.0
2024-01-01 00:30:00,0.0,0.161,0.0,0.0
2024-01-01 00:45:00,0.0,0.23886666666666667,0.0,0.0
2024-01-01 01:00:00,0.0,0.2036666666666667,0.0,0.0
2024-01-01 01:15:00,0.0,0.039,0.0,0.0
2024-01-01 01:30:00,0.0,0.039,0.0,0.0
2024-01-01 01:45:00,0.0,0.039,0.0,0.0
2024-01-01 02:00:00,0.0,0.039,0.0,0.5
2024-01-01 02:15:00,0.0,0.2036666666666667,0.0,1.5
2024-01-01 02:30:00,0.0,0.16566666666666666,0.0,0.1
2024-01-01 02:45:00,0.0,0.039,0.0,0.0
2024-01-01 03:00:00,0.0,0.039,0.0,0.0
2024-01-01 03:15:00,0.0,0.039,0.0,0.0
2024-01-01 03:30:00,0.0,0.051666666666666666,0.0,0.0
2024-01-01 03:45:00,0.0,0.229,0.0,0.0
2024-01-01 04:00:00,0.0,0.12766666666666668,0.0,0.0
2024-01-01 04:15:00,0.0,0.039,0.0,0.0
2024-01-01 04:30:00,0.0,0.039,0.0,0.0
2024-01-01 04:45:00,0.0,0.039,0.0,0.0
2024-01-01 05:00:00,0.0,0.08966666666666666,0.0,0.0
2024-01-01 05:15:00,0.0,0.229,0.0,0.0
2024-01-01 05:30:00,0.0,0.08966666666666666,0.0,0.0
2024-01-01 05:45:00,0.0,0.039,0.0,0.0
2024-01-01 06:00:00,0.0,0.039,0.0,0.0
2024-01-01 06:15:00,0.0,0.039,0.0,0.0
2024-01-01 06:30:00,0.0,0.12766666666666668,0.0,0.0
2024-01-01 06:45:00,0.0,0.229,0.0,0.0
2024-01-01 07:00:00,0.0,0.051666666666666666,0.0,0.3
2024-01-01 07:15:00,0.0,0.039,0.0,1.5
2024-01-01 07:30:00,0.0,0.039,0.0,1.5
2024-01-01 07:45:00,0.0,0.039,0.0,0.0
2024-01-01 08:00:00,0.0,0.16566666666666668,0.0,0.0
2024-01-01 08:15:00,0.0,0.2036666666666667,0.0,0.7
2024-01-01 08:30:00,0.0,0.039,0.0,1.5
2024-01-01 08:45:00,0.0,0.039,0.0,0.8
2024-01-01 09:00:00,0.0,0.039,0.0,0.0
2024-01-01 09:15:00,0.0,0.039,0.0,0.0
2024-01-01 09:30:00,0.0,0.2036666666666667,0.0,0.0
2024-01-01 09:45:00,0.0,0.16566666666666666,0.0,0.0
2024-01-01 10:00:00,0.0,0.039,0.0,0.0
2024-01-01 10:15:00,0.0,0.039,7.333333333333333,0.0
2024-01-01 10:30:00,0.0,0.039,11.0,0.0
2024-01-01 10:45:00,0.0,0.051666666666666666,11.0,0.0
2024-01-01 11:00:00,0.0,0.7620666666666668,2.933333333333333,0.2
2024-01-01 11:15:00,0.0,1.0605333333333333,0.0,1.5
2024-01-01 11:30:00,0.0,0.039,0.0,0.8
2024-01-01 11:45:00,0.0,0.039,0.7333333333333333,0.0
2024-01-01 12:00:00,0.0,0.5720666666666666,2.2,0.0
2024-01-01 12:15:00,0.0,0.4894666666666667,0.0,0.0
2024-01-01 12:30:00,0.0,0.229,0.0,0.0
2024-01-01 12:45:00,0.0,0.08966666666666666,0.0,0.1
2024-01-01 13:00:00,0.0,0.039,0.0,1.5
2024-01-01 13:15:00,0.0,0.039,0.0,1.5
2024-01-01 13:30:00,0.0,0.07153333333333332,0.0,0.5
2024-01-01 13:45:00,0.0,0.24966666666666668,0.0,0.0
2024-01-01 14:00:00,0.0,0.351,0.0,0.0
2024-01-01 14:15:00,0.0,0.17366666666666666,0.0,0.9
2024-01-01 14:30:00,0.0,0.161,0.0,1.5
2024-01-01 14:45:00,0.0,0.0878,0.0,0.7
2024-01-01 15:00:00,0.0,0.039,0.0,0.0
2024-01-01 15:15:00,0.0,0.16566666666666668,0.0,0.0
2024-01-01 15:30:00,0.0,0.2036666666666667,0.0,0.0
2024-01-01 15:45:00,0.0,0.9718666666666667,0.0,0.0
2024-01-01 16:00:00,0.0,0.039,0.0,0.0
2024-01-01 16:15:00,0.0,0.039,3.6666666666666665,0.0
2024-01-01 16:30:00,0.0,0.0838736263137219,0.0,0.0
2024-01-01 16:45:00,0.0,0.357218864019581,0.0,1.2
2024-01-01 17:00:00,0.0,0.31921886401958094,0.0,1.5
2024-01-01 17:15:00,0.0,0.19255219735291432,0.0,0.2
2024-01-01 17:30:00,0.0,0.736018864019581,0.0,0.0
2024-01-01 17:45:00,0.0,0.7658417578823313,0.0,0.2
2024-01-01 18:00:00,0.0,0.23191886401958098,0.0,1.5
2024-01-01 18:15:00,0.0,0.40925219735291435,0.0,1.3
2024-01-01 18:30:00,0.0,0.37245219735291435,0.0,0.0
2024-01-01 18:45:00,0.0003333333333333333,0.34025219735291434,0.0,0.0
2024-01-01 19:00:00,0.6007333333333332,0.9518820508627199,0.0,0.0
2024-01-01 19:15:00,0.4508,0.4489,0.0,0.0
2024-01-01 19:30:00,1.2004666666666668,0.6104014649019428,0.0,0.0
2024-01-01 19:45:00,0.001,0.7602521973529143,0.0,0.1
2024-01-01 20:00:00,0.001,0.5160521973529143,0.0,1.5
2024-01-01 20:15:00,0.001,0.44925219735291433,0.0,0.7
2024-01-01 20:30:00,0.001,0.529918864019581,0.0,0.0
2024-01-01 20:45:00,0.9006000000000001,0.9616382780588038,0.0,0.0
2024-01-01 21:00:00,2.1000666666666667,0.6484014649019428,0.0,0.7
2024-01-01 21:15:00,1.0505333333333333,0.7602521973529143,0.0,1.5
2024-01-01 21:30:00,0.6007333333333332,0.5829188640195809,0.0,1.1
2024-01-01 21:45:00,0.0002666666666666667,0.5702521973529143,0.0,0.0
2024-01-01 22:00:00,0.0,0.5702521973529143,0.0,0.0
2024-01-01 22:15:00,0.0,0.5702521973529143,0.0,0.0
2024-01-01 22:30:00,0.0,0.696918864019581,0.0,0.0
2024-01-01 22:45:00,0.0,0.734918864019581,0.0,0.0
2024-01-01 23:00:00,0.0,0.5702521973529143,0.0,0.0
2024-01-01 23:15:00,0.0,0.5051855306862476,0.0,0.0
2024-01-01 23:30:00,0.0,0.335318864019581,0.0,0.0
2024-01-01 23:45:00,0.0,0.2927736263137219,0.0,0.0
2024-01-02 00:00:00,0.0,0.5339666666666666,0.0,0.0
2024-01-02 00:15:00,0.0,0.5443666666666667,0.0,0.0
2024-01-02 00:30:00,0.0,0.4177,0.0,1.5
2024-01-02 00:45:00,0.0,0.40143333333333336,0.0,1.5
2024-01-02 01:00:00,0.0,0.38402,0.0,0.8
2024-01-02 01:15:00,0.0,0.2599666666666666,0.0,0.0
2024-01-02 01:30:00,0.0,0.4751,0.0,0.0
2024-01-02 01:45:00,0.0,0.26336666666666664,0.0,0.0
2024-01-02 02:00:00,0.0,0.1747,0.0,1.5
2024-01-02 02:15:00,0.0,0.1747,0.0,1.3
2024-01-02 02:30:00,0.0,0.1747,0.0,0.0
2024-01-02 02:45:00,0.0,0.6251666666666666,0.0,0.0
2024-01-02 03:00:00,0.0,0.9461666666666666,0.0,0.0
2024-01-02 03:15:00,0.0,0.3463666666666666,0.0,0.0
2024-01-02 03:30:00,0.0,0.29569999999999996,0.0,0.0
2024-01-02 03:45:00,0.0,0.29569999999999996,0.0,0.1
2024-01-02 04:00:00,0.0,0.29569999999999996,0.0,1.5
2024-01-02 04:15:00,0.0,0.23328666666666667,0.0,0.5
2024-01-02 04:30:00,0.0,0.229,0.0,0.0
2024-01-02 04:45:00,0.0,0.5847333333333332,0.0,0.0
2024-01-02 05:00:00,0.0,0.039,0.0,0.4
2024-01-02 05:15:00,0.0,0.039,0.0,1.5
2024-01-02 05:30:00,0.0,0.039,0.0,0.6
2024-01-02 05:45:00,0.0,0.16566666666666668,0.0,0.0
2024-01-02 06:00:00,0.0,0.2036666666666667,0.0,0.0
2024-01-02 06:15:00,0.0,0.039,0.0,0.0
2024-01-02 06:30:00,0.0,0.039,0.0,0.0
2024-01-02 06:45:00,0.0,0.039,0.0,0.0
2024-01-02 07:00:00,0.0,0.039,0.0,0.0
