,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,15.0,15.0,15.0,12.0,0.0,0.0,0.0
2024-01-01 00:01:00,2.0,0.0,15.0,14.999844259666526,14.99924792002883,12.0,120.0,0.0,0.0
2024-01-01 00:02:00,2.0,0.0,15.0,14.999751866931105,14.998496459752374,12.0,119.90112306054866,0.0,0.0
2024-01-01 00:03:00,2.0,0.0,15.0,14.999659017328803,14.997745664367526,12.0,119.79503461795665,0.0,0.0
2024-01-01 00:04:00,2.0,0.0,15.0,14.999565711669105,14.99699553289657,12.0,119.68910217708823,0.0,0.0
2024-01-01 00:05:00,2.0,0.0,15.0,14.999471950760205,14.996246064363328,12.0,119.58332549266315,0.0,0.0
2024-01-01 00:06:00,2.0,0.0,15.0,14.999377735409002,14.99549725779316,12.0,119.47770431978947,0.0,0.0
2024-01-01 00:07:00,2.0,0.0,15.0,14.999283066421109,14.994749112212952,12.0,119.37223841396279,0.0,0.0
2024-01-01 00:08:00,2.0,0.0,15.0,14.999187944600846,14.994001626651126,12.0,119.26692753106518,0.0,0.0
2024-01-01 00:09:00,2.0,0.0,15.0,14.999092370751255,14.99325480013763,12.0,119.16177142736535,0.0,0.0
2024-01-01 00:10:00,2.0,0.0,15.0,14.998996345674085,14.992508631703933,12.0,119.05676985951736,0.0,0.0
2024-01-01 00:11:00,2.0,0.0,15.0,14.99889987016981,14.991763120383032,12.0,118.95192258456055,0.0,0.0
2024-01-01 00:12:00,2.0,0.0,15.0,14.998802945037621,14.991018265209442,12.0,118.84722935991863,0.0,0.0
2024-01-01 00:13:00,2.0,0.0,15.0,14.998705571075433,14.990274065219198,12.0,118.742689943399,0.0,0.0
2024-01-01 00:14:00,2.0,0.0,15.0,14.998607749079886,14.989530519449847,12.0,118.63830409319267,0.0,0.0
2024-01-01 00:15:00,2.0,0.0,15.0,14.998509479846344,14.988787626940452,12.0,118.53407156787259,0.0,0.0
2024-01-01 00:16:00,2.0,0.0,15.0,14.998410764168902,14.988045386731585,12.0,118.42999212639432,3565.851851851852,3565.851851851852
2024-01-01 00:17:00,2.0,0.0,15.0,14.998311602840383,14.987303797865327,12.0,118.3260655280945,3565.851851851852,3565.851851851852
2024-01-01 00:18:00,2.0,0.0,15.0,14.998211996652346,14.986562859385263,12.0,118.22229153269053,0.0,0.0
2024-01-01 00:19:00,2.0,0.0,15.0,14.99811194639508,14.985822570336486,12.0,118.11866990027978,0.0,0.0
2024-01-01 00:20:00,2.0,0.0,15.0,14.998011452857615,14.985082929765586,12.0,118.01520039134014,0.0,0.0
2024-01-01 00:21:00,2.0,0.0,15.0,14.997910516827716,14.984343936720654,12.0,117.91188276672698,0.0,0.0
2024-01-01 00:22:00,2.0,0.0,15.0,14.99780913909189,14.983605590251276,12.0,117.8087167876755,0.0,0.0
2024-01-01 00:23:00,2.0,0.0,15.0,14.997707320435387,14.982867889408535,12.0,117.70570221579781,0.0,0.0
