,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,1.0,0.0,18.5,18.5,18.5,12.0,0.0,0.0,0.0
2024-01-01 00:01:00,1.0,0.0,18.5,18.49966256261081,18.498370493395797,12.0,260.0,0.0,0.0
2024-01-01 00:02:00,1.0,0.0,18.5,18.4993880839554,18.49674223755313,12.0,259.8004316167785,0.0,0.0
2024-01-01 00:03:00,1.0,0.0,18.5,18.499112764556287,18.49511527238372,12.0,259.594495017825,0.0,0.0
2024-01-01 00:04:00,1.0,0.0,18.5,18.498836605803238,18.493489596174616,12.0,259.3888317344803,0.0,0.0
2024-01-01 00:05:00,1.0,0.0,18.5,18.498559609083987,18.4918652072153,12.0,259.1834413755116,0.0,0.0
2024-01-01 00:06:00,1.0,0.0,18.5,18.49828177578424,18.490242103797723,12.0,258.9783235502501,0.0,0.0
2024-01-01 00:07:00,1.0,0.0,18.5,18.498003107287673,18.488620284216264,12.0,258.7734778685914,0.0,0.0
2024-01-01 00:08:00,1.0,0.0,18.5,18.497723604975945,18.48699974676775,12.0,258.5689039409934,0.0,0.0
2024-01-01 00:09:00,1.0,0.0,18.5,18.497443270228693,18.48538048975145,12.0,258.3646013784757,0.0,0.0
2024-01-01 00:10:00,1.0,0.0,18.5,18.497162104423534,18.48376251146906,12.0,258.1605697926198,0.0,0.0
2024-01-01 00:11:00,1.0,0.0,18.5,18.496880108936075,18.482145810224708,12.0,257.9568087955675,0.0,0.0
2024-01-01 00:12:00,1.0,0.0,18.5,18.49659728513991,18.480530384324954,12.0,257.75331800001896,3000.0,3000.0
2024-01-01 00:13:00,1.0,0.0,18.5,18.496313634406622,18.478916232078777,12.0,257.5500970192346,565.8518518518522,565.8518518518522
2024-01-01 00:14:00,1.0,0.0,18.5,18.496029158105795,18.47730335179758,12.0,257.34714546703196,0.0,0.0
2024-01-01 00:15:00,1.0,0.0,18.5,18.495743857605007,18.47569174179518,12.0,257.1444629577858,0.0,0.0
2024-01-01 00:16:00,1.0,0.0,18.5,18.49545773426983,18.47408140038781,12.0,256.9420491064273,0.0,0.0
2024-01-01 00:17:00,1.0,0.0,18.5,18.495170789463852,18.47247232589411,12.0,256.7399035284434,0.0,0.0
2024-01-01 00:18:00,1.0,0.0,18.5,18.49488302454866,18.470864516635128,12.0,256.53802583987544,0.0,0.0
2024-01-01 00:19:00,1.0,0.0,18.5,18.494594440883848,18.469257970934315,12.0,256.33641565731875,0.0,0.0
2024-01-01 00:20:00,1.0,0.0,18.5,18.494305039827026,18.46765268711752,12.0,256.1350725979217,0.0,0.0
2024-01-01 00:21:00,1.0,0.0,18.5,18.494014822733813,18.466048663512993,12.0,255.93399627938527,3000.0,3000.0
2024-01-01 00:22:00,1.0,0.0,18.5,18.493723790957855,18.46444589845137,12.0,255.73318631996216,3000.0,3000.0
2024-01-01 00:23:00,1.0,0.0,18.5,18.493431945850812,18.46284439026568,12.0,255.5326423384553,3000.0,3000.0
2024-01-01 00:24:00,1.0,0.0,18.5,18.493139288762368,18.461244137291335,12.0,255.33236395421758,3000.0,3000.0
2024-01-01 00:25:00,1.0,0.0,18.5,18.492845821040234,18.45964513786613,12.0,255.13235078715115,3000.0,3000.0
2024-01-01 00:26:00,1.0,0.0,18.5,18.492551544030153,18.45804739033024,12.0,254.93260245770657,3000.0,3000.0
2024-01-01 00:27:00,1.0,0.0,18.5,18.492256459075893,18.456450893026215,12.0,254.73311858688157,3000.0,3000.0
2024-01-01 00:28:00,1.0,0.0,18.5,18.491960567519264,18.454855644298977,12.0,254.5338987962216,3000.0,3000.0
2024-01-01 00:29:00,1.0,0.0,18.5,18.49166387070011,18.453261642495818,12.0,254.334942707817,960.9629629629653,960.9629629629653
2024-01-01 00:30:00,1.0,0.0,18.5,18.49136636995631,18.451668885966388,12.0,254.13624994430444,0.0,0.0
2024-01-01 00:31:00,1.0,0.0,18.5,18.4910680666238,18.450077373062708,12.0,253.93782012886368,0.0,0.0
2024-01-01 00:32:00,1.0,0.0,18.5,18.49076896203655,18.448487102139154,12.0,253.7396528852192,0.0,0.0
2024-01-01 00:33:00,1.0,0.0,18.5,18.49046905752659,18.446898071552454,12.0,253.54174783763793,0.0,0.0
2024-01-01 00:34:00,1.0,0.0,18.5,18.490168354423986,18.445310279661687,12.0,253.34410461092835,0.0,0.0
2024-01-01 00:35:00,1.0,0.0,18.5,18.48986685405687,18.443723724828285,12.0,253.14672283044072,0.0,0.0
2024-01-01 00:36:00,1.0,0.0,18.5,18.489564557751432,18.44213840541602,12.0,252.9496021220662,0.0,0.0
2024-01-01 00:37:00,1.0,0.0,18.5,18.489261466831916,18.440554319791012,12.0,252.75274211223464,0.0,0.0
2024-01-01 00:38:00,1.0,0.0,18.5,18.488957582620635,18.43897146632171,12.0,252.55614242791603,0.0,0.0
2024-01-01 00:39:00,1.0,0.0,18.5,18.488652906437967,18.437389843378906,12.0,252.35980269661727,0.0,0.0
2024-01-01 00:40:00,1.0,0.0,18.5,18.48834743960235,18.435809449335714,12.0,252.16372254638335,0.0,0.0
2024-01-01 00:41:00,1.0,0.0,18.5,18.488041183430305,18.434230282567587,12.0,251.9679016057958,0.0,0.0
2024-01-01 00:42:00,1.0,0.0,18.5,18.48773413923642,18.43265234145229,12.0,251.77233950397212,0.0,0.0
2024-01-01 00:43:00,1.0,0.0,18.5,18.487426308333365,18.431075624369917,12.0,251.57703587056423,0.0,0.0
2024-01-01 00:44:00,1.0,0.0,18.5,18.487117692031884,18.42950012970288,12.0,251.3819903357585,0.0,0.0
2024-01-01 00:45:00,1.0,0.0,18.5,18.48680829164081,18.427925855835902,12.0,251.18720253027558,0.0,0.0
2024-01-01 00:46:00,1.0,0.0,18.5,18.486498108467053,18.426352801156018,12.0,250.99267208536764,0.0,0.0
2024-01-01 00:47:00,1.0,0.0,18.5,18.48618714381562,18.424780964052573,12.0,250.79839863281987,0.0,0.0
2024-01-01 00:48:00,1.0,0.0,18.5,18.485875398989602,18.423210342917216,12.0,250.60438180494842,0.0,0.0
2024-01-01 00:49:00,1.0,0.0,18.5,18.48556287529019,18.42164093614389,12.0,250.4106212345997,0.0,0.0
2024-01-01 00:50:00,1.0,0.0,18.5,18.485249574016663,18.42007274212885,12.0,250.21711655514923,0.0,0.0
2024-01-01 00:51:00,1.0,0.0,18.5,18.48493549646641,18.418505759270626,12.0,250.02386740050235,0.0,0.0
2024-01-01 00:52:00,1.0,0.0,18.5,18.48462064393491,18.41693998597006,12.0,249.8308734050917,0.0,0.0
2024-01-01 00:53:00,1.0,0.0,18.5,18.484305017715755,18.41537542063027,12.0,249.63813420387837,0.0,0.0
2024-01-01 00:54:00,1.0,0.0,18.5,18.48398861910064,18.413812061656657,12.0,249.4456494323494,0.0,0.0
2024-01-01 00:55:00,1.0,0.0,18.5,18.483671449379372,18.412249907456907,12.0,249.25341872651765,0.0,0.0
2024-01-01 00:56:00,1.0,0.0,18.5,18.483353509839873,18.410688956440985,12.0,249.0614417229207,0.0,0.0
2024-01-01 00:57:00,1.0,0.0,18.5,18.483034801768174,18.40912920702113,12.0,248.86971805862115,0.0,0.0
2024-01-01 00:58:00,1.0,0.0,18.5,18.48271532644843,18.40757065761185,12.0,248.67824737120534,0.0,0.0
2024-01-01 00:59:00,1.0,0.0,18.5,18.482395085162917,18.406013306629923,12.0,248.48702929878104,0.0,0.0
2024-01-01 01:00:00,1.0,0.0,18.5,18.48207407919203,18.40445715249439,12.0,248.2960634799802,0.0,0.0
2024-01-01 01:01:00,1.0,0.0,18.5,18.481752309814297,18.40290219362656,12.0,248.10534955395406,0.0,0.0
2024-01-01 01:02:00,1.0,0.0,18.5,18.481429778306367,18.40134842844999,12.0,247.91488716037577,0.0,0.0
2024-01-01 01:03:00,1.0,0.0,18.5,18.48110648594303,18.3997958553905,12.0,247.72467593943767,0.0,0.0
2024-01-01 01:04:00,1.0,0.0,18.5,18.480782433997202,18.39824447287616,12.0,247.53471553185145,0.0,0.0
2024-01-01 01:05:00,1.0,0.0,18.5,18.48045762373994,18.39669427933729,12.0,247.345005578847,0.0,0.0
2024-01-01 01:06:00,1.0,0.0,18.5,18.480132056440446,18.395145273206445,12.0,247.15554572217178,0.0,0.0
2024-01-01 01:07:00,1.0,0.0,18.5,18.479805733366053,18.393597452918435,12.0,246.96633560408938,0.0,0.0
2024-01-01 01:08:00,1.0,0.0,18.5,18.47947865578225,18.392050816910302,12.0,246.77737486738064,0.0,0.0
2024-01-01 01:09:00,1.0,0.0,18.5,18.47915082495267,18.39050536362133,12.0,246.58866315534098,0.0,0.0
2024-01-01 01:10:00,1.0,0.0,18.5,18.478822242139092,18.388961091493027,12.0,246.4002001117806,0.0,0.0
2024-01-01 01:11:00,1.0,0.0,18.5,18.478492908601456,18.387417998969134,12.0,246.2119853810238,0.0,0.0
2024-01-01 01:12:00,1.0,0.0,18.5,18.478162825597856,18.385876084495617,12.0,246.02401860790752,0.0,0.0
2024-01-01 01:13:00,1.0,0.0,18.5,18.477831994384545,18.38433534652067,12.0,245.83629943778084,0.0,0.0
2024-01-01 01:14:00,1.0,0.0,18.5,18.477500416215932,18.382795783494696,12.0,245.64882751650495,0.0,0.0
2024-01-01 01:15:00,1.0,0.0,18.5,18.477168092344595,18.381257393870325,12.0,245.46160249045215,0.0,0.0
2024-01-01 01:16:00,1.0,0.0,18.5,18.476835024021277,18.379720176102396,12.0,245.27462400650413,0.0,0.0
2024-01-01 01:17:00,1.0,0.0,18.5,18.476501212494888,18.378184128647955,12.0,245.087891712053,0.0,0.0
