,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,15.5,15.5,15.5,12.0,0.0,0.0,0.0
2024-01-01 00:01:00,2.0,0.0,15.5,15.49981830294428,15.499122573366968,12.0,140.0,0.0,0.0
2024-01-01 00:02:00,2.0,0.0,15.5,15.499699906758716,15.498245847473221,12.0,139.88819179148422,0.0,0.0
2024-01-01 00:03:00,2.0,0.0,15.5,15.499581009008887,15.497369865402042,12.0,139.76950932211022,0.0,0.0
2024-01-01 00:04:00,2.0,0.0,15.5,15.499461610554635,15.496494626106353,12.0,139.65099392199102,0.0,0.0
2024-01-01 00:05:00,2.0,0.0,15.5,15.499341712254475,15.495620128540654,12.0,139.53264533898658,0.0,0.0
2024-01-01 00:06:00,2.0,0.0,15.5,15.499221314965608,15.494746371661027,12.0,139.41446332134026,0.0,0.0
2024-01-01 00:07:00,2.0,0.0,15.5,15.499100419543913,15.493873354425123,12.0,139.29644761767793,0.0,0.0
2024-01-01 00:08:00,2.0,0.0,15.5,15.498979026843955,15.493001075792172,12.0,139.17859797700712,0.0,0.0
2024-01-01 00:09:00,2.0,0.0,15.5,15.49885713771899,15.492129534722974,12.0,139.0609141487173,0.0,0.0
2024-01-01 00:10:00,2.0,0.0,15.5,15.498734753020955,15.491258730179894,12.0,138.94339588257827,0.0,0.0
2024-01-01 00:11:00,2.0,0.0,15.5,15.498611873600483,15.490388661126865,12.0,138.82604292874035,0.0,0.0
2024-01-01 00:12:00,2.0,0.0,15.5,15.4984885003069,15.489519326529383,12.0,138.70885503773343,0.0,0.0
2024-01-01 00:13:00,2.0,0.0,15.5,15.498364633988222,15.488650725354505,12.0,138.59183196046627,0.0,0.0
2024-01-01 00:14:00,2.0,0.0,15.5,15.498240275491169,15.487782856570849,12.0,138.47497344822654,0.0,0.0
2024-01-01 00:15:00,2.0,0.0,15.5,15.498115425661151,15.486915719148586,12.0,138.35827925267952,0.0,0.0
2024-01-01 00:16:00,2.0,0.0,15.5,15.497990085342286,15.486049312059443,12.0,138.24174912586795,0.0,0.0
2024-01-01 00:17:00,2.0,0.0,15.5,15.49786425537739,15.485183634276698,12.0,138.12538282021143,0.0,0.0
2024-01-01 00:18:00,2.0,0.0,15.5,15.497737936607985,15.484318684775179,12.0,138.0091800885056,0.0,0.0
2024-01-01 00:19:00,2.0,0.0,15.5,15.4976111298743,15.483454462531261,12.0,137.89314068392196,0.0,0.0
2024-01-01 00:20:00,2.0,0.0,15.5,15.497483836015274,15.482590966522864,12.0,137.77726436000694,0.0,0.0
2024-01-01 00:21:00,2.0,0.0,15.5,15.497356055868552,15.481728195729445,12.0,137.6615508706814,0.0,0.0
2024-01-01 00:22:00,2.0,0.0,15.5,15.497227790270495,15.48086614913201,12.0,137.5459999702399,0.0,0.0
