,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,1.0,0.0,20.0,20.0,20.0,12.0,0.0,0.0,0.0
2024-01-01 00:01:00,1.0,0.0,20.0,19.99958469244407,19.99799445341021,12.0,320.0,0.0,0.0
2024-01-01 00:02:00,1.0,0.0,20.0,19.999232167076904,19.995990438245986,12.0,319.75564956572384,0.0,0.0
2024-01-01 00:03:00,1.0,0.0,20.0,19.99887862501648,19.993987993743552,12.0,319.50503869720035,0.0,0.0
2024-01-01 00:04:00,1.0,0.0,20.0,19.99852406793708,19.991987117835517,12.0,319.2547576960631,0.0,0.0
2024-01-01 00:05:00,1.0,0.0,20.0,19.99816849751055,19.989987808457435,12.0,319.00480609343845,0.0,0.0
2024-01-01 00:06:00,1.0,0.0,20.0,19.997811915406324,19.987990063547787,12.0,318.7551834211253,0.0,0.0
2024-01-01 00:07:00,1.0,0.0,20.0,19.997454323291393,19.98599388104799,12.0,318.5058892115919,0.0,0.0
2024-01-01 00:08:00,1.0,0.0,20.0,19.997095722830338,19.98399925890238,12.0,318.2569229979778,0.0,0.0
2024-01-01 00:09:00,1.0,0.0,20.0,19.99673611568532,19.982006195058222,12.0,318.0082843140906,0.0,0.0
2024-01-01 00:10:00,1.0,0.0,20.0,19.99637550351608,19.980014687465697,12.0,317.75997269440614,0.0,0.0
2024-01-01 00:11:00,1.0,0.0,20.0,19.996013887979956,19.978024734077895,12.0,317.5119876740678,0.0,0.0
2024-01-01 00:12:00,1.0,0.0,20.0,19.995651270731873,19.97603633285082,12.0,317.2643287888841,0.0,0.0
2024-01-01 00:13:00,1.0,0.0,20.0,19.995287653424352,19.974049481743382,12.0,317.01699557532953,0.0,0.0
2024-01-01 00:14:00,1.0,0.0,20.0,19.99492303770752,19.972064178717385,12.0,316.7699875705423,0.0,0.0
2024-01-01 00:15:00,1.0,0.0,20.0,19.994557425229097,19.970080421737535,12.0,316.5233043123238,0.0,0.0
2024-01-01 00:16:00,1.0,0.0,20.0,19.994190817634415,19.96809820877143,12.0,316.2769453391373,0.0,0.0
2024-01-01 00:17:00,1.0,0.0,20.0,19.99382321656642,19.966117537789557,12.0,316.0309101901085,0.0,0.0
