,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,15.5,15.5,15.5,12.0,0.0,3000.0,3000.0
2024-01-01 00:01:00,2.0,0.0,15.5,15.49981830294428,15.499122573366968,12.0,140.0,3000.0,3000.0
2024-01-01 00:02:00,2.0,0.0,15.5,15.499699988884005,15.498245762707647,12.0,139.9017167744672,3000.0,3000.0
2024-01-01 00:03:00,2.0,0.0,15.5,15.499581262677902,15.497369603594557,12.0,139.79775768696902,3000.0,3000.0
2024-01-01 00:04:00,2.0,0.0,15.5,15.499462124933958,15.496494095258905,12.0,139.69392126583284,3000.0,3000.0
2024-01-01 00:05:00,2.0,0.0,15.5,15.499342576259373,15.495619236932876,12.0,139.5902073552679,3000.0,3000.0
2024-01-01 00:06:00,2.0,0.0,15.5,15.499222617260557,15.494745027849632,12.0,139.48661579968262,3000.0,3000.0
2024-01-01 00:07:00,2.0,0.0,15.5,15.49910224854313,15.493871467243308,12.0,139.38314644368506,3000.0,3000.0
2024-01-01 00:08:00,2.0,0.0,15.5,15.498981470711923,15.49299855434901,12.0,139.27979913208247,3000.0,3000.0
2024-01-01 00:09:00,2.0,0.0,15.5,15.498860284370986,15.492126288402815,12.0,139.17657370988053,3000.0,3000.0
2024-01-01 00:10:00,2.0,0.0,15.5,15.498738690123576,15.491254668641774,12.0,139.07347002228335,3000.0,3000.0
2024-01-01 00:11:00,2.0,0.0,15.5,15.498616688572168,15.490383694303905,12.0,138.9704879146938,3000.0,3000.0
2024-01-01 00:12:00,2.0,0.0,15.5,15.498494280318457,15.489513364628191,12.0,138.86762723271247,3000.0,3000.0
2024-01-01 00:13:00,2.0,0.0,15.5,15.49837146596335,15.488643678854585,12.0,138.7648878221377,3000.0,3000.0
2024-01-01 00:14:00,2.0,0.0,15.5,15.498248246106973,15.487774636224003,12.0,138.6622695289653,3000.0,3000.0
2024-01-01 00:15:00,2.0,0.0,15.5,15.498124621348675,15.486906235978328,12.0,138.5597721993888,3000.0,3000.0
2024-01-01 00:16:00,2.0,0.0,15.5,15.49800059228702,15.4860384773604,12.0,138.45739567979822,3000.0,3000.0
2024-01-01 00:17:00,2.0,0.0,15.5,15.4978761595198,15.485171359614029,12.0,138.35513981678042,2487.777777777783,2487.777777777783
2024-01-01 00:18:00,2.0,0.0,15.5,15.497751323644023,15.484304881983975,12.0,138.253004457119,0.0,0.0
2024-01-01 00:19:00,2.0,0.0,15.5,15.497626085255922,15.483439043715967,12.0,138.1509894477935,0.0,0.0
2024-01-01 00:20:00,2.0,0.0,15.5,15.497500444950957,15.482573844056684,12.0,138.04909463597994,0.0,0.0
2024-01-01 00:21:00,2.0,0.0,15.5,15.49737440332381,15.481709282253767,12.0,137.94731986904958,0.0,0.0
2024-01-01 00:22:00,2.0,0.0,15.5,15.49724796096839,15.48084535755581,12.0,137.84566499456938,0.0,0.0
2024-01-01 00:23:00,2.0,0.0,15.5,15.497121118477837,15.479982069212358,12.0,137.7441298603017,0.0,0.0
2024-01-01 00:24:00,2.0,0.0,15.5,15.496993876444513,15.479119416473914,12.0,137.64271431420352,0.0,0.0
2024-01-01 00:25:00,2.0,0.0,15.5,15.496866235460013,15.478257398591932,12.0,137.54141820442672,0.0,0.0
2024-01-01 00:26:00,2.0,0.0,15.5,15.49673819611516,15.477396014818813,12.0,137.44024137931817,0.0,0.0
2024-01-01 00:27:00,2.0,0.0,15.5,15.496609759000012,15.476535264407913,12.0,137.33918368741834,0.0,0.0
2024-01-01 00:28:00,2.0,0.0,15.5,15.496480924703857,15.47567514661353,12.0,137.23824497746202,0.0,0.0
2024-01-01 00:29:00,2.0,0.0,15.5,15.496351693815214,15.47481566069091,12.0,137.13742509837763,0.0,0.0
2024-01-01 00:30:00,2.0,0.0,15.5,15.496222066921842,15.473956805896247,12.0,137.03672389928704,0.0,0.0
2024-01-01 00:31:00,2.0,0.0,15.5,15.496092044610728,15.47309858148668,12.0,136.93614122950535,0.0,0.0
