,Occupancy,EV,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,20.5,20.5,20.5,12.0,0.0,0.0,0.0
2024-01-01 00:01:00,2.0,0.0,20.5,20.499558735721827,20.49786910674835,12.0,340.0,0.0,0.0
2024-01-01 00:02:00,2.0,0.0,20.5,20.49918014467687,20.495739890195072,12.0,339.73247019998564,0.0,0.0
2024-01-01 00:03:00,2.0,0.0,20.5,20.498800426414714,20.493612391164618,12.0,339.4584265517616,0.0,0.0
2024-01-01 00:04:00,2.0,0.0,20.5,20.49841958285753,20.491486607302853,12.0,339.18475852345176,0.0,0.0
2024-01-01 00:05:00,2.0,0.0,20.5,20.498037615924577,20.489362536259126,12.0,338.91146555952014,0.0,0.0
2024-01-01 00:06:00,2.0,0.0,20.5,20.497654527532227,20.48724017568626,12.0,338.6385471052595,0.0,0.0
2024-01-01 00:07:00,2.0,0.0,20.5,20.497270319593955,20.48511952324055,12.0,338.3660026067891,0.0,0.0
2024-01-01 00:08:00,2.0,0.0,20.5,20.496884994020345,20.48300057658175,12.0,338.09383151105294,0.0,0.0
2024-01-01 00:09:00,2.0,0.0,20.5,20.496498552719103,20.480883333373093,12.0,337.82203326582027,0.0,0.0
2024-01-01 00:10:00,2.0,0.0,20.5,20.49611099759505,20.478767791281246,12.0,337.5506073196827,0.0,0.0
2024-01-01 00:11:00,2.0,0.0,20.5,20.495722330550137,20.47665394797634,12.0,337.2795531220535,0.0,0.0
2024-01-01 00:12:00,2.0,0.0,20.5,20.495332553483436,20.474541801131956,12.0,337.0088701231669,0.0,0.0
2024-01-01 00:13:00,2.0,0.0,20.5,20.494941668291162,20.4724313484251,12.0,336.738557774077,0.0,0.0
2024-01-01 00:14:00,2.0,0.0,20.5,20.494549676866658,20.470322587536227,12.0,336.46861552665473,0.0,0.0
2024-01-01 00:15:00,2.0,0.0,20.5,20.494156581100416,20.46821551614921,12.0,336.1990428335889,0.0,0.0
2024-01-01 00:16:00,2.0,0.0,20.5,20.49376238288007,20.46611013195136,12.0,335.929839148383,0.0,0.0
2024-01-01 00:17:00,2.0,0.0,20.5,20.49336708409041,20.4640064326334,12.0,335.6610039253558,0.0,0.0
2024-01-01 00:18:00,2.0,0.0,20.5,20.49297068661337,20.46190441588947,12.0,335.39253661963943,0.0,0.0
2024-01-01 00:19:00,2.0,0.0,20.5,20.49257319232805,20.45980407941712,12.0,335.12443668717754,0.0,0.0
2024-01-01 00:20:00,2.0,0.0,20.5,20.492174603110712,20.4577054209173,12.0,334.85670358472447,0.0,0.0
2024-01-01 00:21:00,2.0,0.0,20.5,20.491774920834786,20.45560843809437,12.0,334.58933676984475,0.0,0.0
2024-01-01 00:22:00,2.0,0.0,20.5,20.491374147370873,20.453513128656073,12.0,334.3223357009113,0.0,0.0
2024-01-01 00:23:00,2.0,0.0,20.5,20.49097228458675,20.45141949031355,12.0,334.05569983710313,0.0,0.0
2024-01-01 00:24:00,2.0,0.0,20.5,20.49056933434737,20.449327520781324,12.0,333.78942863840666,0.0,0.0
2024-01-01 00:25:00,2.0,0.0,20.5,20.490165298514874,20.447237217777293,12.0,333.52352156561227,0.0,0.0
2024-01-01 00:26:00,2.0,0.0,20.5,20.489760178948593,20.445148579022735,12.0,333.257978080314,0.0,0.0
2024-01-01 00:27:00,2.0,0.0,20.5,20.489353977505047,20.443061602242295,12.0,332.9927976449086,0.0,0.0
2024-01-01 00:28:00,2.0,0.0,20.5,20.488946696037956,20.440976285163984,12.0,332.72797972259355,0.0,0.0
2024-01-01 00:29:00,2.0,0.0,20.5,20.488538336398236,20.43889262551917,12.0,332.46352377736645,0.0,0.0
2024-01-01 00:30:00,2.0,0.0,20.5,20.488128900434013,20.436810621042575,12.0,332.1994292740244,0.0,0.0
2024-01-01 00:31:00,2.0,0.0,20.5,20.48771838999062,20.434730269472276,12.0,331.93569567816076,0.0,0.0
2024-01-01 00:32:00,2.0,0.0,20.5,20.487306806910603,20.432651568549687,12.0,331.672322456167,0.0,0.0
2024-01-01 00:33:00,2.0,0.0,20.5,20.486894153033727,20.430574516019565,12.0,331.40930907522835,3000.0,3000.0
2024-01-01 00:34:00,2.0,0.0,20.5,20.48648043019698,20.42849910963,12.0,331.14665500332455,565.8518518518522,565.8518518518522
2024-01-01 00:35:00,2.0,0.0,20.5,20.48606564023457,20.426425347132408,12.0,330.8843597092284,0.0,0.0
2024-01-01 00:36:00,2.0,0.0,20.5,20.485649784977944,20.42435322628154,12.0,330.622422662504,0.0,0.0
2024-01-01 00:37:00,2.0,0.0,20.5,20.485232866255775,20.422282744835456,12.0,330.3608433335064,0.0,0.0
2024-01-01 00:38:00,2.0,0.0,20.5,20.48481488589398,20.420213900555535,12.0,330.09962119338013,0.0,0.0
2024-01-01 00:39:00,2.0,0.0,20.5,20.484395845715714,20.418146691206466,12.0,329.8387557140567,0.0,0.0
2024-01-01 00:40:00,2.0,0.0,20.5,20.483975747541383,20.416081114556242,12.0,329.578246368256,0.0,0.0
2024-01-01 00:41:00,2.0,0.0,20.5,20.48355459318864,20.414017168376155,12.0,329.31809262948286,0.0,0.0
2024-01-01 00:42:00,2.0,0.0,20.5,20.48313238447239,20.41195485044079,12.0,329.0582939720273,0.0,0.0
2024-01-01 00:43:00,2.0,0.0,20.5,20.48270912320481,20.409894158528026,12.0,328.7988498709621,0.0,0.0
2024-01-01 00:44:00,2.0,0.0,20.5,20.482284811195324,20.407835090419024,12.0,328.53975980214284,0.0,0.0
2024-01-01 00:45:00,2.0,0.0,20.5,20.48185945025063,20.405777643898226,12.0,328.28102324220595,0.0,0.0
2024-01-01 00:46:00,2.0,0.0,20.5,20.481433042174704,20.40372181675335,12.0,328.022639668568,0.0,0.0
2024-01-01 00:47:00,2.0,0.0,20.5,20.481005588768785,20.401667606775383,12.0,327.7646085594242,0.0,0.0
