,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.14398333333333332,0.0,0.0029000000000000002,0.0
2024-01-01 01:00:00,0.0,0.001,0.05516666666666667,0.0,0.003,0.0
2024-01-01 02:00:00,0.0,0.001,0.12483333333333332,0.0,0.003,0.0
2024-01-01 03:00:00,0.0,0.001,0.12483333333333332,0.0,0.003,0.0
2024-01-01 04:00:00,0.0,0.001,0.10266666666666667,0.0,0.003,0.0
2024-01-01 05:00:00,0.0,0.001,0.07416666666666667,0.0,0.003,0.0
2024-01-01 06:00:00,0.0,0.001,0.12483333333333332,0.0,0.003,0.4282925925925926
2024-01-01 07:00:00,0.0,0.001,0.22768333333333332,0.0,0.003,0.7603246913580247
2024-01-01 08:00:00,0.0,0.001,0.21823333333333333,0.0,0.003,0.7131703703703705
2024-01-01 09:00:00,0.0,0.001,0.13848333333333332,0.0,0.003,0.11886172839506173
2024-01-01 10:00:00,0.0,0.001,0.13588333333333333,0.0,0.003,1.1565851851851852
2024-01-01 11:00:00,0.0,0.001,0.12483333333333332,1.4666666666666666,0.003,1.1612185185185189
2024-01-01 12:00:00,0.0,0.001,0.11306666666666666,6.05,0.003,0.11886172839506173
2024-01-01 13:00:00,0.0,0.07813001878464847,0.35917955728799356,0.0,0.003,0.23772345679012347
2024-01-01 14:00:00,0.0,0.4383137195396715,0.4543462253506753,0.55,0.003,0.23772345679012347
2024-01-01 15:00:00,0.0,0.5211689045976697,0.36683804933822856,0.0,0.003,1.1971543209876543
2024-01-01 16:00:00,0.0,0.001,0.4543745490007173,0.0,0.003,1.3583728395061732
2024-01-01 17:00:00,0.0,0.001,0.48765593972558785,0.0,0.003,1.426340740740741
2024-01-01 18:00:00,0.0,0.21582826431282662,0.5050278770542304,0.0,0.003,0.9508938271604939
2024-01-01 19:00:00,0.0,0.5943869832487919,0.4842119043725257,0.0,0.003,0.8320320987654323
2024-01-01 20:00:00,0.0,0.3448107567224797,0.6027268988216538,0.0,0.003,1.2480481481481482
2024-01-01 21:00:00,1.0127333333333335,0.001,0.5240588706768745,0.0,0.003,0.05943086419753087
2024-01-01 22:00:00,0.15025000000000002,0.001,0.4715550124196957,0.0,0.003,0.1782925925925926
2024-01-01 23:00:00,0.0,0.001,0.3456024723627352,0.0,0.003,0.832032098765432
