,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,,,,,,15.0,14.99780672336921,14.978124919052078,12.0,115.52628748742343,0.0,0.0
2024-01-01 01:00:00,2.0,,,,,,15.0,14.99273433390387,14.934895626919209,12.0,112.52994422086358,0.0,0.0
2024-01-01 02:00:00,2.0,,,,,,15.0,14.984950117643704,14.886182667039517,11.0,146.4350625552357,0.0,0.0
2024-01-01 03:00:00,2.0,,,,,,15.0,14.974265915834865,14.832005134160378,11.0,141.20900637229755,0.0,0.0
2024-01-01 04:00:00,2.0,,,,,,15.0,14.962314721819913,14.779970598385079,11.0,135.6936291970958,0.0,0.0
2024-01-01 05:00:00,1.0,,,,,,20.0,14.947615174627844,14.722641737789457,10.0,169.108247928758,0.0,0.0
2024-01-01 06:00:00,1.0,,,,,,20.0,14.9299874661675,14.660027921271553,10.0,163.41667628595312,428.2925925925926,428.2925925925926
2024-01-01 07:00:00,1.0,,,,,,20.0,14.91108198778902,14.599727762852515,10.0,157.4581844310615,760.3246913580248,760.3246913580248
2024-01-01 08:00:00,1.0,,,,,,20.0,14.892496254333183,14.541611551441607,10.0,151.75100860261318,713.1703703703704,713.1703703703704
2024-01-01 09:00:00,1.0,,,,,,20.0,14.876107330072305,14.485624258771784,10.0,146.12421425924703,118.86172839506175,118.86172839506175
2024-01-01 10:00:00,1.0,,,,,,20.0,14.869121829313972,14.439098198557447,11.0,101.53646510695431,1156.585185185185,1156.585185185185
2024-01-01 11:00:00,1.0,1,1,,0.6991666666666669,0.6747222222222222,20.0,14.878194323416235,14.409448787337038,12.0,57.02621374160942,1161.2185185185187,1161.2185185185187
2024-01-01 12:00:00,1.0,1,,,0.8825000000000023,,20.0,14.892285947682803,14.388999845823582,12.0,52.57633006060756,118.86172839506175,118.86172839506175
2024-01-01 13:00:00,1.0,1,,1,1.0536111111111153,,20.0,14.903804835872991,14.369879365201518,12.0,49.18953722604042,237.7234567901235,237.7234567901235
2024-01-01 14:00:00,3.0,1,1,,0.897777777777779,0.7908333333333334,19.5,14.907749530157401,14.35192906619087,12.0,46.57442076019734,237.7234567901235,237.7234567901235
2024-01-01 15:00:00,1.0,1,,,1.0811111111111142,,20.0,14.895600622061165,14.334679829534839,12.0,45.424467344912486,1197.1543209876543,1197.1543209876543
2024-01-01 16:00:00,1.0,1,,,1.2644444444444496,,20.0,14.873453527384934,14.31037252053355,11.0,83.62501445237403,1358.372839506173,1358.372839506173
2024-01-01 17:00:00,3.0,1,,,1.447777777777785,,19.5,14.849235109822306,14.279034782571102,11.0,82.42808446079,1426.3407407407408,1426.3407407407408
2024-01-01 18:00:00,1.0,1,,,1.6311111111111203,,20.0,14.824883177901842,14.248379209284689,11.0,80.66121174611597,950.893827160494,950.893827160494
2024-01-01 19:00:00,1.0,1,,,1.8144444444444556,,20.0,14.800422590716314,14.218370534847729,11.0,78.98493532401989,832.0320987654321,832.0320987654321
2024-01-01 20:00:00,1.0,1,,,1.997777777777791,,20.0,14.775876325582153,14.188975871450422,11.0,77.3931547112863,1248.0481481481481,1248.0481481481481
2024-01-01 21:00:00,2.0,1,,,2.181111111111126,,15.0,14.749677995511004,14.152864197470528,10.0,114.45870854604252,59.43086419753087,59.43086419753087
2024-01-01 22:00:00,2.0,1,,,2.3644444444444614,,15.0,14.721568773949494,14.110143702229012,10.0,112.16459549626565,178.2925925925926,178.2925925925926
2024-01-01 23:00:00,2.0,1,,,2.547777777777797,,15.0,14.693114533408513,14.068504753471528,10.0,109.36882169172398,832.0320987654321,832.0320987654321
