,TumbleDryer,WashingMachine,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.001,0.36619040903934014,0.0
2024-01-01 00:15:00,0.001,0.001,0.3518570757060068,0.0
2024-01-01 00:30:00,0.001,0.001,0.2015237423726735,0.0
2024-01-01 00:45:00,0.001,0.001,0.22685707570600683,0.0
2024-01-01 01:00:00,0.001,0.001,0.3915237423726735,0.0
2024-01-01 01:15:00,0.001,0.001,0.8379237423726735,0.0
2024-01-01 01:30:00,0.001,0.001,0.9715904090393402,0.0
2024-01-01 01:45:00,0.001,0.001,0.2015237423726735,0.0
2024-01-01 02:00:00,0.001,0.001,0.19521774644058096,0.0
2024-01-01 02:15:00,0.001,0.001,0.3290333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.3117,0.0
2024-01-01 02:45:00,0.001,0.001,0.8251666666666666,0.0
2024-01-01 03:00:00,0.001,0.001,0.24836666666666662,0.0
2024-01-01 03:15:00,0.001,0.001,0.18969999999999995,0.0
2024-01-01 03:30:00,0.001,0.001,0.25303333333333333,0.0
2024-01-01 03:45:00,0.001,0.001,0.3670333333333333,0.0
2024-01-01 04:00:00,0.001,0.001,0.3322266666666667,0.0
2024-01-01 04:15:00,0.001,0.001,0.18466666666666667,0.0
2024-01-01 04:30:00,0.001,0.001,0.06866666666666667,0.0
2024-01-01 04:45:00,0.001,0.001,0.054,0.0
2024-01-01 05:00:00,0.001,0.001,0.2313333333333333,8.0
2024-01-01 05:15:00,0.001,0.001,0.25166666666666665,2.0
2024-01-01 05:30:00,0.001,0.001,0.154,0.0
2024-01-01 05:45:00,0.001,0.001,0.13466666666666666,0.0
2024-01-01 06:00:00,0.001,0.001,0.0592,0.0
2024-01-01 06:15:00,0.001,0.001,0.5681333333333333,0.0
2024-01-01 06:30:00,0.001,0.001,0.8530666666666668,0.0
2024-01-01 06:45:00,0.001,0.001,0.129,0.0
2024-01-01 07:00:00,0.001,0.001,0.16706666666666664,0.0
2024-01-01 07:15:00,0.001,0.001,0.09066666666666667,0.0
2024-01-01 07:30:00,0.001,0.001,0.07933333333333333,0.0
2024-01-01 07:45:00,0.001,0.001,0.33699999999999997,0.0
2024-01-01 08:00:00,0.001,0.001,0.162,0.0
2024-01-01 08:15:00,0.001,0.001,0.09066666666666667,0.0
2024-01-01 08:30:00,0.001,0.001,0.15666666666666668,0.0
2024-01-01 08:45:00,0.001,0.001,0.054,0.0
2024-01-01 09:00:00,0.001,0.001,1.1985333333333335,0.0
2024-01-01 09:15:00,0.001,0.001,0.2586666666666667,0.0
2024-01-01 09:30:00,0.001,0.001,0.054,0.0
2024-01-01 09:45:00,0.001,0.001,0.13466666666666666,0.0
2024-01-01 10:00:00,0.001,0.001,0.11266666666666666,0.0
2024-01-01 10:15:00,0.001,0.001,0.169,0.0
2024-01-01 10:30:00,0.001,0.001,0.8884000000000001,0.0
2024-01-01 10:45:00,0.001,0.001,0.054,0.0
2024-01-01 11:00:00,0.001,0.001,0.06866666666666667,0.0
2024-01-01 11:15:00,0.001,0.001,0.5638,0.0
2024-01-01 11:30:00,0.001,0.001,0.09966666666666667,0.0
2024-01-01 11:45:00,0.001,0.001,0.37600000000000006,0.0
2024-01-01 12:00:00,0.001,0.001,0.11733333333333333,0.0
2024-01-01 12:15:00,0.001,0.001,0.054,0.0
2024-01-01 12:30:00,0.001,0.001,0.12528754560783237,0.0
2024-01-01 12:45:00,0.001,0.001,0.18758769023407626,0.0
2024-01-01 13:00:00,0.001,0.001,0.4641092730589211,0.0
2024-01-01 13:15:00,0.001,0.001,2.1137092730589213,0.0
2024-01-01 13:30:00,0.001,0.001,1.297375939725588,0.0
2024-01-01 13:45:00,0.001,0.001,0.07213418184325637,0.0
2024-01-01 14:00:00,0.001,0.001,0.16849040903934018,0.0
2024-01-01 14:15:00,0.001,0.001,0.4070904090393402,0.0
2024-01-01 14:30:00,0.001,0.001,0.4078237423726735,0.0
2024-01-01 14:45:00,0.001,0.001,3.1714237423726734,0.0
2024-01-01 15:00:00,0.001,0.001,3.0587570757060067,0.0
2024-01-01 15:15:00,0.001,0.001,0.33581966463271296,0.0
2024-01-01 15:30:00,0.001,0.001,0.40973333333333334,0.0
2024-01-01 15:45:00,0.001,0.001,0.366,0.0
2024-01-01 16:00:00,0.001,0.001,0.31666666666666665,0.0
2024-01-01 16:15:00,0.001,0.001,0.6958666666666667,0.0
2024-01-01 16:30:00,0.001,0.001,1.4229999999999998,0.0
2024-01-01 16:45:00,0.001,0.001,1.044796813156861,0.0
2024-01-01 17:00:00,0.001,0.001,0.696518864019581,0.0
2024-01-01 17:15:00,0.001,0.001,2.8045188640195806,0.0
2024-01-01 17:30:00,0.001,0.001,0.23738553068624763,0.0
2024-01-01 17:45:00,0.001,0.001,0.35446802560136337,0.0
2024-01-01 18:00:00,0.001,0.001,0.4623057932353935,0.0
2024-01-01 18:15:00,0.001,0.001,1.0715904090393402,0.0
2024-01-01 18:30:00,0.001,0.001,0.5275237423726735,0.0
2024-01-01 18:45:00,0.001,0.001,0.37465707570600687,11.0
2024-01-01 19:00:00,0.001,0.001,0.20239040903934016,8.0
2024-01-01 19:15:00,0.001,0.001,0.7926483609686504,0.0
2024-01-01 19:30:00,0.001,0.001,0.6411032771268287,0.0
2024-01-01 19:45:00,0.001,0.001,0.9769426063922545,0.0
2024-01-01 20:00:00,0.001,0.001,2.373675939725588,0.0
2024-01-01 20:15:00,0.001,0.001,0.4750759397255878,0.0
2024-01-01 20:30:00,0.001,0.001,0.49220927305892115,0.0
2024-01-01 20:45:00,0.001,0.001,0.5771426063922545,0.0
2024-01-01 21:00:00,0.001,0.001,0.5928286963359375,0.0
2024-01-01 21:15:00,0.001,0.001,0.6978013589346966,0.0
2024-01-01 21:30:00,0.001,0.001,0.5004092730589211,0.0
2024-01-01 21:45:00,0.001,0.001,0.4634759397255878,0.0
2024-01-01 22:00:00,0.001,0.001,0.6300759397255877,0.0
2024-01-01 22:15:00,0.001,0.001,0.5117426063922544,0.0
2024-01-01 22:30:00,0.001,0.001,0.708029273058921,0.0
2024-01-01 22:45:00,0.001,0.001,0.4407092730589211,0.0
2024-01-01 23:00:00,0.001,0.001,0.33701119125105305,0.0
2024-01-01 23:15:00,0.001,0.001,0.8823521973529143,0.0
2024-01-01 23:30:00,0.001,0.001,0.24441391929411047,0.0
2024-01-01 23:45:00,0.001,0.001,0.44,0.0
2024-01-02 00:00:00,0.001,0.001,0.5078,0.0
2024-01-02 00:15:00,0.001,0.001,0.175,0.0
2024-01-02 00:30:00,0.001,0.001,0.30933333333333335,0.0
2024-01-02 00:45:00,0.001,0.001,0.21633333333333335,0.0
2024-01-02 01:00:00,0.001,0.001,0.06866666666666667,0.0
2024-01-02 01:15:00,0.001,0.001,0.3413333333333333,0.0
2024-01-02 01:30:00,0.001,0.001,0.132,0.0
2024-01-02 01:45:00,0.001,0.001,0.5674666666666666,0.0
2024-01-02 02:00:00,0.001,0.001,0.116,0.0
2024-01-02 02:15:00,0.001,0.001,0.32053333333333334,0.0
2024-01-02 02:30:00,0.001,0.001,0.8803333333333333,0.0
