,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.197,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.17166666666666666,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.07033333333333333,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.235,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.10833333333333334,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.13366666666666666,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.235,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.045,2.3333333333333335,0.0
2024-01-01 04:30:00,0.0,0.001,0.197,0.6666666666666666,0.0
2024-01-01 04:45:00,0.0,0.001,0.17166666666666666,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.045,4.333333333333333,0.0
2024-01-01 05:30:00,0.0,0.001,0.045,5.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.07033333333333333,5.0,2.2
2024-01-01 06:00:00,0.0,0.001,0.235,5.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.10833333333333334,1.6666666666666667,0.0
2024-01-01 06:30:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.13366666666666666,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.235,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.045,0.0,0.2
2024-01-01 08:00:00,0.0,0.001,0.045,0.0,1.0
2024-01-01 08:15:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.045,0.0,0.0
2024-01-01 08:45:00,0.0,0.001,0.197,0.0,0.0
2024-01-01 09:00:00,0.0,0.001,0.18466666666666667,0.3333333333333333,1.2
2024-01-01 09:15:00,0.0,0.001,0.058,3.6666666666666665,0.8
