,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.245,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.2573333333333333,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.15833333333333333,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.093,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.245,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.286,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.11699999999999999,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.10566666666666666,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.28633333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.2733333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.07566666666666667,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.11833333333333333,0.9333333333333333,0.0
2024-01-01 04:30:00,0.001,0.001,0.32766666666666666,1.4666666666666666,0.0
2024-01-01 04:45:00,0.001,0.001,0.24000000000000002,1.7333333333333334,0.0
2024-01-01 05:00:00,0.001,0.001,0.055,2.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.055,1.8666666666666667,0.0
2024-01-01 05:30:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.13099999999999998,0.0,4.0
2024-01-01 06:00:00,0.001,0.001,0.4335333333333333,0.0,0.3333333333333333
2024-01-01 06:15:00,0.001,0.001,0.30700000000000005,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.176,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.7090666666666666,0.0,4.0
2024-01-01 07:00:00,0.001,0.001,0.176,0.0,0.3333333333333333
2024-01-01 07:15:00,0.001,0.001,0.18626666666666666,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.4,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.132,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.055,0.13333333333333333,0.0
2024-01-01 08:30:00,0.001,0.001,0.055,2.0,2.3333333333333335
2024-01-01 08:45:00,0.001,0.001,0.20800000000000002,0.13333333333333333,4.333333333333333
2024-01-01 09:00:00,0.001,0.001,0.46453333333333335,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.19899999999999998,0.0,1.0
2024-01-01 09:30:00,0.001,0.001,0.19413333333333332,0.0,3.6666666666666665
2024-01-01 09:45:00,0.001,0.001,0.21,0.0,3.0
2024-01-01 10:00:00,0.001,0.001,0.1896,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,1.3248666666666664,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,2.612,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,1.8064666666666667,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.311,0.0,2.6666666666666665
2024-01-01 11:15:00,0.001,0.001,0.311,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.311,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.38453333333333334,0.0,2.0
2024-01-01 12:00:00,0.001,0.001,0.31500000000000006,0.0,3.6666666666666665
2024-01-01 12:15:00,0.001,0.001,0.055,0.0,2.0
2024-01-01 12:30:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.08197710613724954,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.38088553068624764,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.40537886401958095,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.2573321973529143,0.0,2.3333333333333335
2024-01-01 14:00:00,0.001,0.001,0.2352521973529143,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.2226313184117486,0.0,4.333333333333333
2024-01-01 14:30:00,0.001,0.001,0.25529999999999997,0.0,5.0
2024-01-01 14:45:00,0.001,0.001,0.503217746440581,0.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.3623237423726735,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.7488570757060068,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,1.2155237423726735,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.6842938888628678,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.3313385286522939,0.0,3.3333333333333335
2024-01-01 16:15:00,0.001,0.001,0.5086521973529143,0.0,0.6666666666666666
2024-01-01 16:30:00,0.001,0.001,0.4825855306862476,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.45365219735291434,1.6,0.0
2024-01-01 17:00:00,0.001,0.001,0.7283278385882209,0.6666666666666666,0.0
2024-01-01 17:15:00,0.001,0.001,0.3117,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.4967,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.51142,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.3156666666666667,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.2616,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.30193333333333333,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.21306666666666668,0.0,4.666666666666667
2024-01-01 19:00:00,0.001,0.001,0.3562417578823314,0.0,0.6666666666666666
2024-01-01 19:15:00,0.001,0.001,0.6471521973529143,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.49195219735291423,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.3338855306862476,0.0,1.3333333333333333
2024-01-01 20:00:00,0.001,0.001,0.8545840657843048,0.0,2.6666666666666665
2024-01-01 20:15:00,0.001,0.001,0.49174519531896055,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.5233359397255878,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.9441759397255878,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.4427092730589211,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.36908839411775546,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.35191774644058094,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.327717746440581,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.47006260639225445,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,1.1878759397255876,0.0,2.3333333333333335
2024-01-01 22:30:00,0.001,0.001,0.5899426063922545,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.47549944074256467,0.0,1.6666666666666667
2024-01-01 23:00:00,0.001,0.001,0.46525219735291434,0.0,2.6666666666666665
2024-01-01 23:15:00,0.001,0.001,0.583327838588221,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.4811666666666667,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.5147,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.5216999999999999,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.44569999999999993,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.44956666666666667,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.4667,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.38303333333333334,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.44523333333333337,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.25403333333333333,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.2733666666666667,0.8,0.0
2024-01-02 02:15:00,0.001,0.001,0.32503333333333334,1.6,0.0
2024-01-02 02:30:00,0.001,0.001,0.25403333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.3807,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.17804,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.179,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.148,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.13099999999999998,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.245,0.0,0.0
2024-01-02 04:30:00,0.001,0.001,0.093,0.0,0.0
2024-01-02 04:45:00,0.001,0.001,0.06533333333333333,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.21,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.10666666666666666,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.14366666666666666,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.245,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.08033333333333334,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.10666666666666667,0.0,1.3333333333333333
2024-01-02 06:30:00,0.001,0.001,0.21,0.0,2.0
2024-01-02 06:45:00,0.001,0.001,0.06533333333333333,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.15633333333333332,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.245,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.06766666666666667,0.0,2.3333333333333335
2024-01-02 07:45:00,0.001,0.001,0.148,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.18246666666666667,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.068,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.182,0.0,1.3333333333333333
2024-01-02 08:45:00,0.001,0.001,0.2986666666666667,0.0,2.3333333333333335
2024-01-02 09:00:00,0.001,0.001,0.1796,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.31133333333333335,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.25966666666666666,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.177,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.22233333333333333,0.0,1.0
2024-01-02 10:15:00,0.001,0.001,0.23233333333333334,0.26666666666666666,2.3333333333333335
2024-01-02 10:30:00,0.001,0.001,0.07566666666666667,2.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.21,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.09633333333333334,0.0,0.0
2024-01-02 11:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,1.3748666666666665,0.0,0.6666666666666666
2024-01-02 11:45:00,0.001,0.001,2.9967333333333332,0.0,4.0
2024-01-02 12:00:00,0.001,0.001,0.8048666666666667,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.332,0.0,0.6666666666666666
2024-01-02 12:30:00,0.001,0.001,0.177,0.0,2.6666666666666665
2024-01-02 12:45:00,0.001,0.001,0.3101333333333333,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.419,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.44503000737384296,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.5041759397255878,0.0,1.0
2024-01-02 13:45:00,0.001,0.001,0.5415426063922545,0.0,2.0
2024-01-02 14:00:00,0.001,0.001,0.30667593972558777,0.0,1.6666666666666667
2024-01-02 14:15:00,0.001,0.001,0.33980927305892117,0.0,1.3333333333333333
2024-01-02 14:30:00,0.001,0.001,0.5854017910314365,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.45203333333333334,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.45736666666666664,0.0,2.0
2024-01-02 15:15:00,0.001,0.001,0.38503333333333334,0.0,5.0
2024-01-02 15:30:00,0.001,0.001,0.20696666666666666,0.0,1.0
2024-01-02 15:45:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.3680333333333333,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.34836666666666666,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.3457,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.22169999999999998,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.3807,0.0,0.0
