,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.1855521973529143,0.0,0.0,0.6
2024-01-01 00:15:00,0.001,0.0,0.001,0.17713827805880383,0.0,0.0,2.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.21528553068624764,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.20921886401958098,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.16721886401958097,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.12321886401958097,0.0,0.0,2.6
2024-01-01 01:30:00,0.001,0.0,0.001,0.0645521973529143,0.0,0.0,0.2
2024-01-01 01:45:00,0.001,0.0,0.001,0.11295219735291431,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.28239102543135997,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.247,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.22000000000000003,0.0,2.4,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.24933333333333335,0.0,0.5333333333333333,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.11366666666666667,0.0,0.0,1.8
2024-01-01 03:15:00,0.001,0.0,0.001,0.043333333333333335,0.0,0.0,3.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.188,0.0,0.0,0.6
2024-01-01 03:45:00,0.001,0.0,0.001,0.07433333333333333,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.06233333333333333,0.0,0.0,0.8
2024-01-01 04:15:00,0.001,0.0,0.001,0.143,0.0,3.7333333333333334,3.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.055,0.0,3.466666666666667,1.4
2024-01-01 04:45:00,0.001,0.0,0.001,0.095,0.0,0.8,3.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.17766666666666667,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.033,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.033,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.13566666666666666,0.0,0.0,2.4
2024-01-01 06:00:00,0.001,0.0,0.001,0.09166666666666666,0.0,1.6,1.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.14666666666666667,0.0,3.2,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.5257999999999999,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.033,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.033,0.0,1.3333333333333333,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.11113333333333333,0.0,4.0,0.0
