,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.25871886401958094,0.0
2024-01-01 00:15:00,0.001,0.0,0.8603188640195809,0.0
2024-01-01 00:30:00,0.001,0.0,0.40325219735291434,0.0
2024-01-01 00:45:00,0.001,0.0,0.33425219735291434,0.0
2024-01-01 01:00:00,0.001,0.0,0.3782521973529143,0.0
2024-01-01 01:15:00,0.001,0.0,0.8147188640195809,0.0
2024-01-01 01:30:00,0.001,0.0,0.33425219735291434,0.0
2024-01-01 01:45:00,0.001,0.0,0.412518864019581,0.0
2024-01-01 02:00:00,0.001,0.0,0.5052750912156647,0.0
2024-01-01 02:15:00,0.001,0.0,0.30269999999999997,0.0
2024-01-01 02:30:00,0.001,0.0,0.40536666666666665,0.0
2024-01-01 02:45:00,0.001,0.0,0.2763,0.0
2024-01-01 03:00:00,0.001,0.0,0.1817,0.0
2024-01-01 03:15:00,0.001,0.0,0.39363333333333334,2.0
2024-01-01 03:30:00,0.001,0.0,0.46736666666666665,0.0
2024-01-01 03:45:00,0.001,0.0,0.35403333333333337,0.0
2024-01-01 04:00:00,0.001,0.0,0.30366,0.3333333333333333
2024-01-01 04:15:00,0.001,0.0,0.167,5.0
2024-01-01 04:30:00,0.001,0.0,0.167,1.6666666666666667
2024-01-01 04:45:00,0.001,0.0,0.7633333333333333,0.0
2024-01-01 05:00:00,0.001,0.0,0.19799999999999998,0.0
2024-01-01 05:15:00,0.001,0.0,0.156,0.0
2024-01-01 05:30:00,0.001,0.0,0.4604666666666667,0.0
2024-01-01 05:45:00,0.001,0.0,0.046,0.0
2024-01-01 06:00:00,0.001,0.0,0.046,0.0
2024-01-01 06:15:00,0.001,0.0,0.6104666666666667,0.0
2024-01-01 06:30:00,0.001,0.0,0.24399999999999997,0.0
2024-01-01 06:45:00,0.001,0.0,0.112,0.0
2024-01-01 07:00:00,0.001,0.0,0.046,0.0
2024-01-01 07:15:00,0.001,0.0,0.046,0.0
2024-01-01 07:30:00,0.001,0.0,0.046,0.0
2024-01-01 07:45:00,0.001,0.0,0.23066666666666666,0.0
2024-01-01 08:00:00,0.001,0.0,0.2826666666666666,0.0
2024-01-01 08:15:00,0.001,0.0,0.05333333333333334,0.0
2024-01-01 08:30:00,0.001,0.0,0.046,0.0
2024-01-01 08:45:00,0.001,0.0,0.046,0.0
2024-01-01 09:00:00,0.001,0.0,0.046,0.0
2024-01-01 09:15:00,0.001,0.0,0.30199999999999994,0.0
2024-01-01 09:30:00,0.001,0.0,0.21866666666666665,0.0
2024-01-01 09:45:00,0.001,0.0,0.046,0.0
2024-01-01 10:00:00,0.001,0.0,0.046,0.0
2024-01-01 10:15:00,0.001,0.0,0.050333333333333334,0.0
2024-01-01 10:30:00,0.001,0.0,0.08633333333333333,0.0
2024-01-01 10:45:00,0.001,0.0,1.2496,0.0
2024-01-01 11:00:00,0.001,0.0,1.5253215828248448,1.6666666666666667
