,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,1.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,1.0,58.46994209268991,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,1.0,60.41470807453412,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,1.0,59.305797993310975,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,1.0,61.10175250836111,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,1.0,60.84008600095547,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,1.0,60.21041949354983,60.0,2.310672,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,1.0,59.97210702341125,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,1.0,60.998119445771486,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,1.0,60.722119445771476,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,1.0,60.26211944577147,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,1.0,59.871652938365834,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,1.0,60.17913999044416,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,1.0,61.12515050167206,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,1.0,60.66515050167206,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,1.0,60.25628399426641,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,59.196172001910924,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,61.11686000955543,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,1.0,61.13119350214979,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,1.0,59.47519350214979,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,59.64159923554682,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,1.0,61.05888389870972,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,61.073217391304084,60.0,0.0,0.0,0.0,0,0,0,0.0
