,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.052,0.0,0.0,1.0
2024-01-01 00:30:00,0.001,0.001,0.052,0.0,0.0,3.0
2024-01-01 00:45:00,0.001,0.001,0.267,0.0,0.0,1.2
2024-01-01 01:00:00,0.001,0.001,0.26439999999999997,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.173,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.173,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.18982783858822094,0.0,0.0,2.0
2024-01-01 02:00:00,0.001,0.001,0.188418864019581,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.28955219735291426,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.35191886401958095,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.2087347982352762,0.0,0.0,1.8
2024-01-01 03:00:00,0.001,0.001,0.18769999999999998,0.0,0.0,0.2
2024-01-01 03:15:00,0.001,0.001,0.18769999999999998,0.0,0.0,1.0
2024-01-01 03:30:00,0.001,0.001,0.20236666666666667,0.0,0.0,3.0
2024-01-01 03:45:00,0.001,0.001,0.3700333333333333,0.0,0.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.3293666666666667,0.0,1.2,3.0
2024-01-01 04:15:00,0.001,0.001,0.18769999999999998,0.0,2.0,0.4
2024-01-01 04:30:00,0.001,0.001,0.18769999999999998,0.0,1.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.22436666666666663,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.32436666666666664,0.0,0.6,0.0
2024-01-01 05:30:00,0.001,0.001,0.47596666666666665,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.5978333333333333,0.0,0.0,0.2
2024-01-01 06:00:00,0.001,0.001,0.18769999999999998,0.0,0.0,3.0
2024-01-01 06:15:00,0.001,0.001,0.7207666666666666,0.0,1.2,1.0
