,WasherDryer,TumbleDryer,DishWasher,BaseLoad
2024-01-06 00:45:00,0.001,0.001,0.0,0.1676
2024-01-06 01:00:00,0.001,0.001,0.0,0.04
2024-01-06 01:15:00,0.001,0.001,0.0,0.04
2024-01-06 01:30:00,0.001,0.001,0.0,0.12066666666666667
2024-01-06 01:45:00,0.001,0.001,0.0,0.10339999999999999
2024-01-06 02:00:00,0.001,0.001,0.0,0.027
2024-01-06 02:15:00,0.001,0.001,0.0,0.027
2024-01-06 02:30:00,0.001,0.001,0.0,0.034333333333333334
2024-01-06 02:45:00,0.001,0.001,0.0,0.137
2024-01-06 03:00:00,0.001,0.001,0.0,0.05633333333333334
2024-01-06 03:15:00,0.001,0.001,0.0,0.027
2024-01-06 03:30:00,0.001,0.001,0.0,0.027
2024-01-06 03:45:00,0.001,0.001,0.0,0.071
2024-01-06 04:00:00,0.001,0.001,0.0,0.12966666666666668
2024-01-06 04:15:00,0.001,0.001,0.0,0.027
2024-01-06 04:30:00,0.001,0.001,0.0,0.027
2024-01-06 04:45:00,0.001,0.001,0.0,0.027
2024-01-06 05:00:00,0.001,0.001,0.0,0.10766666666666667
2024-01-06 05:15:00,0.001,0.001,0.0,0.49279999999999996
2024-01-06 05:30:00,0.001,0.001,0.0,0.027
2024-01-06 05:45:00,0.001,0.001,0.0,0.027
2024-01-06 06:00:00,0.001,0.001,0.0,0.034333333333333334
2024-01-06 06:15:00,0.001,0.001,0.0,0.137
2024-01-06 06:30:00,0.001,0.001,0.0,0.05633333333333334
2024-01-06 06:45:00,0.001,0.001,0.0,0.027
2024-01-06 07:00:00,0.001,0.001,0.0,0.027
2024-01-06 07:15:00,0.001,0.001,0.0,0.071
2024-01-06 07:30:00,0.001,0.001,0.0,0.14266666666666666
2024-01-06 07:45:00,0.001,0.001,0.0,0.04
2024-01-06 08:00:00,0.001,0.001,0.0,0.04
2024-01-06 08:15:00,0.001,0.001,0.0,0.04
2024-01-06 08:30:00,0.001,0.001,0.0,0.10766666666666667
2024-01-06 08:45:00,0.001,0.001,0.0,0.093
2024-01-06 09:00:00,0.001,0.001,0.0,0.10133333333333333
2024-01-06 09:15:00,0.001,0.001,0.0,0.161
2024-01-06 09:30:00,0.001,0.001,0.0,0.16833333333333333
2024-01-06 09:45:00,0.001,0.001,0.0,0.271
2024-01-06 10:00:00,0.001,0.001,0.0,0.18773333333333336
2024-01-06 10:15:00,0.001,0.001,0.0,0.0512
2024-01-06 10:30:00,0.001,0.001,0.0,0.027
2024-01-06 10:45:00,0.001,0.001,0.0,0.071
2024-01-06 11:00:00,0.001,0.001,0.0,0.12966666666666668
2024-01-06 11:15:00,0.001,0.001,0.0,0.027
2024-01-06 11:30:00,0.001,0.001,0.0,1.4664000000000001
2024-01-06 11:45:00,0.001,0.001,0.0,1.4053313184117486
2024-01-06 12:00:00,0.001,0.001,0.0,0.13921886401958095
2024-01-06 12:15:00,0.001,0.001,0.0,0.1245521973529143
2024-01-06 12:30:00,0.001,0.001,0.0,0.058552197352914295
2024-01-06 12:45:00,0.001,0.001,0.0,0.058552197352914295
2024-01-06 13:00:00,0.001,0.001,0.0,0.05536813156860953
2024-01-06 13:15:00,0.001,0.001,0.0,0.137
2024-01-06 13:30:00,0.001,0.001,0.0,0.4803333333333333
2024-01-06 13:45:00,0.001,0.001,0.0,0.148
2024-01-06 14:00:00,0.001,0.001,0.0,0.148
2024-01-06 14:15:00,0.001,0.001,0.0,0.192
2024-01-06 14:30:00,0.001,0.001,0.0,0.2506666666666667
2024-01-06 14:45:00,0.1064713048076884,0.001,0.0,0.11573333333333333
2024-01-06 15:00:00,0.7920347860576631,0.001,0.0,0.027
2024-01-06 15:15:00,0.7920347860576631,0.001,0.0,0.5600666666666666
2024-01-06 15:30:00,0.7920347860576631,0.001,0.0,0.10766666666666667
2024-01-06 15:45:00,0.7920347860576631,0.001,0.0,0.093
2024-01-06 16:00:00,0.7920347860576631,0.001,0.0,0.0296
2024-01-06 16:15:00,0.7920347860576631,0.001,0.0,0.04
2024-01-06 16:30:00,0.7920347860576631,0.001,0.0,0.04733333333333333
2024-01-06 16:45:00,0.7920347860576631,0.001,0.0,0.6935840657843049
2024-01-06 17:00:00,0.7920347860576631,0.001,0.0,0.10088553068624764
2024-01-06 17:15:00,0.7920347860576631,0.001,0.0,0.06201886401958097
2024-01-06 17:30:00,0.7920347860576631,0.001,0.0,0.058552197352914295
2024-01-06 17:45:00,0.7920347860576631,0.001,0.0,0.10255219735291429
2024-01-06 18:00:00,0.6338278288461304,0.001,0.0,0.17279798507841526
2024-01-06 18:15:00,0.001,0.001,0.0,0.148
2024-01-06 18:30:00,0.001,0.001,0.0,0.148
2024-01-06 18:45:00,0.001,0.001,0.0,0.148
2024-01-06 19:00:00,0.001,0.001,0.0,0.3496666666666667
2024-01-06 19:15:00,0.001,0.001,0.0,0.3188666666666667
2024-01-06 19:30:00,0.001,0.001,0.0,0.2794
2024-01-06 19:45:00,0.001,0.001,0.0,0.2904139192941104
2024-01-06 20:00:00,0.001,0.001,0.0,0.2563521973529143
2024-01-06 20:15:00,0.001,0.001,0.0,0.8275521973529144
2024-01-06 20:30:00,0.001,0.001,0.0,0.21148553068624762
2024-01-06 20:45:00,0.001,0.001,0.0,0.1795521973529143
2024-01-06 21:00:00,0.001,0.001,0.0,0.5793521973529143
2024-01-06 21:15:00,0.001,0.001,0.0,0.2011084245489981
