,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.0,0.001,0.07554810113736685,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.0608237423726735,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.1005805767229837,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,1.2382,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.26766666666666666,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.2076666666666667,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.4182,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.18266666666666667,0.0,1.7333333333333334
2024-01-01 02:45:00,0.0,0.001,0.17,0.0,1.2
2024-01-01 03:00:00,0.0,0.001,0.17,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.22066666666666668,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.484,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.20066666666666666,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.07433333333333333,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.24933333333333332,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.2673333333333333,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.12133333333333332,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.239,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.18933333333333333,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.204,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.08,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.21366666666666667,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.16299999999999998,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.142,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.19366666666666665,0.0,1.4666666666666666
2024-01-01 08:15:00,0.0,0.001,0.049,0.0,1.6
2024-01-01 08:30:00,0.0,0.001,0.18833333333333332,0.0,0.0
2024-01-01 08:45:00,0.0,0.001,0.18833333333333332,0.0,0.0
2024-01-01 09:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.18333333333333332,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.15233333333333332,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.16299999999999998,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.21366666666666667,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 10:30:00,0.0,0.001,0.06966666666666667,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.204,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.19966666666666663,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.239,5.866666666666666,0.0
2024-01-01 11:30:00,0.0,0.001,0.049,5.133333333333334,0.0
2024-01-01 11:45:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.3775333333333333,0.0,0.0
2024-01-01 12:15:00,0.0,0.001,0.40059999999999996,0.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.25966666666666666,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.07433333333333333,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.049,1.4666666666666666,0.0
2024-01-01 13:30:00,0.0,0.001,0.7234,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.37333333333333335,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.09966666666666665,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.5820666666666666,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.06166666666666667,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.5012733333333333,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,1.2865666666666666,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.18469999999999998,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.18469999999999998,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.2008333333333333,0.7333333333333333,1.3333333333333333
2024-01-01 16:15:00,0.0,0.001,0.5657785710391924,0.0,1.6
2024-01-01 16:30:00,0.0,0.001,1.2037055306862476,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.5818883609686504,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.5152359397255878,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.44821824762756113,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.9008759397255878,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.5400092730589211,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.49300135893469665,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.3598521973529143,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.3512521973529143,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.46109102543136,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,0.5032521973529144,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.4873581932850068,0.0,0.0
2024-01-01 19:30:00,0.0,0.001,0.6080759397255877,0.0,0.0
2024-01-01 19:45:00,1.3503333333333332,0.001,0.6173426063922545,0.0,0.0
2024-01-01 20:00:00,1.6502666666666668,0.001,0.9852092730589211,0.0,0.0
2024-01-01 20:15:00,1.5003333333333333,0.001,0.661409273058921,0.0,0.0
2024-01-01 20:30:00,0.15053333333333332,0.001,1.0171426063922546,0.0,0.0
2024-01-01 20:45:00,0.0,0.001,1.036511191251053,0.0,0.0
2024-01-01 21:00:00,0.0,0.001,0.5667426063922545,0.0,0.0
2024-01-01 21:15:00,0.0,0.001,0.5557426063922545,0.0,0.0
2024-01-01 21:30:00,0.0,0.001,0.6610759397255878,0.0,0.0
2024-01-01 21:45:00,0.0,0.001,0.48374260639225447,0.0,0.0
2024-01-01 22:00:00,0.0,0.001,0.45474644277651843,0.0,0.0
2024-01-01 22:15:00,0.0,0.001,0.5052521973529143,0.0,0.0
2024-01-01 22:30:00,0.0,0.001,0.42963131841174856,0.0,0.0
2024-01-01 22:45:00,0.0,0.001,0.9085,0.0,0.0
2024-01-01 23:00:00,0.0,0.001,0.3417,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.30569999999999997,0.0,0.0
2024-01-01 23:30:00,0.0,0.001,0.38836666666666664,0.0,0.0
2024-01-01 23:45:00,0.0,0.001,0.49234377280391617,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.5272521973529143,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.35218553068624764,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.2162521973529143,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.2162521973529143,0.0,0.0
2024-01-02 01:00:00,0.0,0.001,0.31080347982352763,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.4883666666666667,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.2552733333333333,0.0,0.0
