,WasherDryer,DishWasher,BaseLoad
2024-01-08 10:00:00,0.001,0.0,0.3173333333333333
2024-01-08 10:15:00,0.001,0.0,0.18633333333333332
2024-01-08 10:30:00,0.001,0.0,0.08366666666666665
2024-01-08 10:45:00,0.001,0.0,0.1423333333333333
2024-01-08 11:00:00,0.001,0.0,0.047
2024-01-08 11:15:00,0.001,0.0,0.14
2024-01-08 11:30:00,0.001,0.0,0.21933333333333332
2024-01-08 11:45:00,0.001,0.0,0.237
2024-01-08 12:00:00,0.001,0.0,0.17233333333333334
2024-01-08 12:15:00,0.001,0.0,0.1423333333333333
2024-01-08 12:30:00,0.001,0.0,0.047
2024-01-08 12:45:00,0.001,0.0,0.09866666666666667
2024-01-08 13:00:00,0.001,0.0,0.202
2024-01-08 13:15:00,0.001,0.0,0.15633333333333332
2024-01-08 13:30:00,0.001,0.0,0.2736666666666666
2024-01-08 13:45:00,0.001,0.0,0.18033333333333335
2024-01-08 14:00:00,0.001,0.0,0.047
2024-01-08 14:15:00,0.001,0.0,0.05733333333333333
2024-01-08 14:30:00,0.001,0.0,0.202
2024-01-08 14:45:00,0.001,0.0,0.109
2024-01-08 15:00:00,0.001,0.0,0.22299999999999998
2024-01-08 15:15:00,0.001,0.0,0.31966666666666665
2024-01-08 15:30:00,0.001,0.0,0.047
2024-01-08 15:45:00,0.001,0.0,0.047
2024-01-08 16:00:00,0.001,0.0,0.171
2024-01-08 16:15:00,0.001,0.0,0.15033333333333335
2024-01-08 16:30:00,0.001,0.0,0.08366666666666665
2024-01-08 16:45:00,0.001,0.0,0.3323333333333333
2024-01-08 17:00:00,0.001,0.0,0.17366666666666666
2024-01-08 17:15:00,0.001,0.0,0.047
2024-01-08 17:30:00,0.001,0.0,0.12966666666666668
2024-01-08 17:45:00,0.001,0.0,0.19166666666666668
2024-01-08 18:00:00,0.001,0.0,0.08366666666666665
2024-01-08 18:15:00,0.001,0.0,0.193
2024-01-08 18:30:00,0.001,0.0,0.237
2024-01-08 18:45:00,0.001,0.0,0.123
2024-01-08 19:00:00,0.001,0.0,0.08833333333333335
2024-01-08 19:15:00,0.001,0.0,0.202
2024-01-08 19:30:00,0.001,0.0,0.11466666666666667
2024-01-08 19:45:00,0.001,0.0,0.1423333333333333
2024-01-08 20:00:00,0.001,0.0,0.14833333333333334
2024-01-08 20:15:00,0.001,0.0,0.237
2024-01-08 20:30:00,0.001,0.0,0.07233333333333333
2024-01-08 20:45:00,0.001,0.0,0.202
2024-01-08 21:00:00,0.001,0.0,0.156
2024-01-08 21:15:00,0.001,0.0,0.1423333333333333
2024-01-08 21:30:00,0.001,0.0,0.047
