,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.21433333333333335,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.12566666666666668,0.0,2.2
2024-01-01 00:30:00,0.001,0.0,0.001,0.227,0.0,2.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.20826666666666668,0.0,2.8
2024-01-01 01:00:00,0.001,0.0,0.001,0.4368,0.0,0.2
2024-01-01 01:15:00,0.001,0.0,0.001,0.25893333333333335,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.5508000000000001,0.0,0.4
2024-01-01 01:45:00,0.001,0.0,0.001,0.10033333333333333,0.0,2.4
2024-01-01 02:00:00,0.001,0.0,0.001,0.227,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.075,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.7600666666666667,0.0,0.4
2024-01-01 03:00:00,0.001,0.0,0.001,0.049666666666666665,0.0,2.2
2024-01-01 03:15:00,0.001,0.0,0.001,0.10033333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.227,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.075,0.0,0.4
2024-01-01 04:00:00,0.001,0.0,0.001,0.161,0.0,3.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.17233333333333334,0.0,0.2
2024-01-01 04:30:00,0.001,0.0,0.001,0.04379999999999999,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.10033333333333333,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.227,0.0,1.8
2024-01-01 05:15:00,0.001,0.0,0.001,0.08766666666666666,0.0,0.2
2024-01-01 05:30:00,0.001,0.0,0.001,0.227,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.037,0.0,1.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.10033333333333333,0.0,2.6
2024-01-01 06:30:00,0.001,0.0,0.001,0.23826666666666665,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.20199999999999999,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,2.431,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,1.5426666666666666,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.11333333333333333,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.31473333333333336,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.42033333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.205,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.1778,0.0,1.8
2024-01-01 09:00:00,0.001,0.0,0.001,0.171,0.0,1.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.3676,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.6406666666666666,0.0,1.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.151,0.0,3.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.037,0.0,1.4
2024-01-01 10:15:00,0.001,0.0,0.001,2.116133333333333,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.9166000000000001,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.13833333333333334,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.9247333333333333,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.075,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.037,0.0,1.2
2024-01-01 12:00:00,0.001,0.0,0.001,0.037,0.0,3.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.23966666666666664,0.0,1.8
2024-01-01 12:30:00,0.001,0.0,0.001,0.2903333333333334,0.0,0.0
