,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,14.5,1.349199052581016,14.491478521414756,13.25492947430936,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:15:00,2.0,14.5,1.349199052581016,14.473470511365125,13.265207208464947,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:30:00,2.0,14.5,1.349199052581016,14.45584577411623,13.275051944601831,12.0,60.0,60.0,0.0,0.0
2024-01-01 00:45:00,2.0,14.5,1.349199052581016,14.438593349435955,13.284476870622962,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,14.5,1.349199052581016,14.421702601055962,13.293494782366697,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:15:00,2.0,14.5,1.349199052581016,14.405163207066426,13.302118095237317,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:30:00,2.0,14.5,1.349199052581016,14.388965150595633,13.310358855490565,12.0,60.0,60.0,0.0,0.0
2024-01-01 01:45:00,2.0,14.5,1.349199052581016,14.373098710766035,13.318228751184474,12.0,60.0,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,14.5,1.349199052581016,14.357216168538871,13.323363057433761,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,14.5,1.349199052581016,14.34122346198466,13.325488019258623,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:30:00,2.0,14.5,1.349199052581016,14.325479527509222,13.32735826727115,11.0,60.0,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,14.5,1.349199052581016,14.30997759561755,13.328981873164269,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,14.5,1.349199052581016,14.294711095943942,13.330366667841979,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,14.5,1.349199052581016,14.27967365135057,13.331520248564535,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,14.5,1.349199052581016,14.264859072201093,13.332449985881658,11.0,60.0,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,14.5,1.349199052581016,14.250261350804095,13.333163030360167,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,14.5,1.349199052581016,14.23587465602128,13.333666319112016,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:15:00,1.0,17.433333333333334,1.349199052581016,14.393189799841442,13.334278909484711,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:30:00,2.0,14.866666666666667,1.349199052581016,15.022322114569498,13.341531496826637,11.0,60.0,60.0,0.0,0.0
2024-01-01 04:45:00,2.0,14.5,1.349199052581016,15.003434328809766,13.352351444538467,11.0,60.0,60.0,0.0,0.0
2024-01-01 05:00:00,2.0,14.5,1.349199052581016,14.978553688136394,13.360263239286768,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:15:00,1.0,19.633333333333333,1.349199052581016,15.51005326733126,13.367016545122707,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:30:00,1.0,20.0,1.349199052581016,16.84363197706399,13.387425109189317,10.0,60.0,60.0,0.0,0.0
2024-01-01 05:45:00,1.0,20.0,1.349199052581016,18.165108541971353,13.425487090568238,10.0,59.43149469660775,60.0,1.5404480000000003,0.0
2024-01-01 06:00:00,1.0,20.0,1.349199052581016,19.468824030308774,13.4806350683959,10.0,61.418052556139536,60.0,0.0,0.0
2024-01-01 06:15:00,1.0,20.0,1.349199052581016,20.41869213571874,13.551394399835312,10.0,61.418052556139536,60.0,0.2567413333333333,0.0
2024-01-01 06:30:00,1.0,20.0,1.349199052581016,20.381822197060803,13.626541313418155,10.0,60.350852556139536,60.0,0.2567413333333333,0.0
2024-01-01 06:45:00,1.0,20.0,1.349199052581016,20.285817888915965,13.699081110216433,10.0,60.314052556139536,60.0,0.0,0.0
2024-01-01 07:00:00,1.0,20.0,1.349199052581016,20.19210190135526,13.76898352908624,10.0,60.314052556139536,60.0,0.0,0.0
2024-01-01 07:15:00,1.0,20.0,1.349199052581016,20.100609881439635,13.836328348832684,10.0,60.314052556139536,60.0,0.0,0.0
2024-01-01 07:30:00,1.0,20.0,1.349199052581016,20.011263026806,13.901192805225163,10.0,60.27725255613954,60.0,0.2567413333333333,0.0
2024-01-01 07:45:00,1.0,20.0,1.349199052581016,19.92399924918754,13.963651765212516,10.0,59.54125255613953,60.0,0.5134826666666666,0.0
2024-01-01 08:00:00,1.0,20.0,1.349199052581016,19.839688625244797,14.023781536725552,10.0,60.55047644529387,60.0,0.5134826666666666,0.0
2024-01-01 08:15:00,1.0,20.0,1.349199052581016,19.758387863205762,14.081670381865395,10.0,59.913281223124734,60.0,0.2567413333333333,0.0
2024-01-01 08:30:00,1.0,20.0,1.349199052581016,19.678967748986302,14.137391385757399,10.0,59.58208122312474,60.0,0.0,0.0
2024-01-01 08:45:00,1.0,20.0,1.349199052581016,19.601373937621855,14.191010059912507,10.0,59.58208122312474,60.0,0.0,0.0
2024-01-01 09:00:00,1.0,20.0,1.349199052581016,19.532594904504133,14.242593534419294,10.0,60.02569555661734,60.0,0.5134826666666666,0.0
2024-01-01 09:15:00,1.0,20.0,1.349199052581016,20.217508964581224,14.295938896888243,10.0,60.273311801242286,60.0,1.0269653333333333,0.0
2024-01-01 09:30:00,1.0,20.0,1.349199052581016,20.47054848819536,14.357225814851938,10.0,60.78746679407555,60.0,0.2567413333333333,0.0
2024-01-01 09:45:00,1.0,20.0,1.349199052581016,20.386827514034554,14.417438517747616,10.0,60.448133779264275,60.0,0.0,0.0
2024-01-01 10:00:00,1.0,20.0,1.349199052581016,20.30866893280025,14.477796696037302,11.0,60.448133779264275,60.0,0.0,0.0
2024-01-01 10:15:00,1.0,20.0,1.349199052581016,20.236507457703276,14.538715550119326,11.0,59.55333855709514,60.0,1.5404480000000003,0.0
2024-01-01 10:30:00,1.0,20.0,1.349199052581016,20.16613999051156,14.597533433538644,11.0,60.83417486860973,60.0,0.0,0.0
2024-01-01 10:45:00,1.0,20.0,1.349199052581016,20.097514258179707,14.654313451561261,11.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 11:00:00,1.0,20.0,1.349199052581016,20.03401208090855,14.711505090598118,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 11:15:00,1.0,20.0,1.349199052581016,19.97605221780862,14.76951164859142,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 11:30:00,1.0,20.0,1.349199052581016,19.919652038359853,14.825662432450653,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 11:45:00,1.0,20.0,1.349199052581016,19.864765714878832,14.880012846715829,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 12:00:00,1.0,20.0,1.349199052581016,19.809804270737764,14.93261056731222,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 12:15:00,1.0,20.0,1.349199052581016,19.754533341014717,14.983478246099814,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 12:30:00,1.0,20.0,1.349199052581016,19.700691550399856,15.032658706922486,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 12:45:00,1.0,20.0,1.349199052581016,19.648237080021133,15.080202471730543,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 13:00:00,1.0,20.0,1.349199052581016,19.59746649753565,15.126159890935723,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 13:15:00,1.0,20.0,1.349199052581016,19.548382164387725,15.170584973932694,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 13:30:00,1.0,20.0,1.349199052581016,19.629219447918203,15.213720888010185,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 13:45:00,1.0,20.0,1.349199052581016,20.458588373852233,15.262686062025804,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 14:00:00,1.0,20.0,1.349199052581016,20.48671699693797,15.317208298263235,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 14:15:00,1.0,20.0,1.349199052581016,20.420057465553914,15.370014232737494,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 14:30:00,1.0,20.0,1.349199052581016,20.355009787368523,15.420943684167698,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 14:45:00,1.0,20.0,1.349199052581016,20.291527142950148,15.470053143417216,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 15:00:00,1.0,20.0,1.349199052581016,20.226245263152904,15.517384349460594,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 15:15:00,1.0,20.0,1.349199052581016,20.158709180941738,15.56292706990325,12.0,61.00617677974208,60.0,0.0,0.0
2024-01-01 15:30:00,1.0,20.0,1.349199052581016,20.092702045568426,15.606716164831123,12.0,60.45417677974208,60.0,0.5134826666666666,0.0
2024-01-01 15:45:00,1.0,20.0,1.349199052581016,20.028179790357857,15.64880473113933,12.0,57.283660965121925,60.0,3.0808960000000005,0.0
2024-01-01 16:00:00,1.0,20.0,1.349199052581016,19.964708807149485,15.686868015599144,11.0,59.95798719541339,60.0,0.2567413333333333,0.0
2024-01-01 16:15:00,1.0,20.0,1.349199052581016,19.902156183646273,15.720670243971758,11.0,59.74266373626385,60.0,1.0269653333333333,0.0
2024-01-01 16:30:00,1.0,20.0,1.349199052581016,19.840910060140036,15.753003608513405,11.0,60.9080263736265,60.0,0.2567413333333333,0.0
2024-01-01 16:45:00,1.0,20.0,1.349199052581016,19.780933168799535,15.783912931772104,11.0,60.01709622551375,60.0,0.770224,0.0
2024-01-01 17:00:00,1.0,20.0,1.349199052581016,19.72218934309884,15.813441703537942,11.0,60.35111629240338,60.0,0.2567413333333333,0.0
2024-01-01 17:15:00,1.0,20.0,1.349199052581016,19.66464348516526,15.841632120379618,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 17:30:00,1.0,20.0,1.349199052581016,19.608261534095657,15.868525124008338,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 17:45:00,1.0,20.0,1.349199052581016,19.553010435212332,15.894160438503922,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 18:00:00,1.0,20.0,1.349199052581016,19.670354582036666,15.918888933792738,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 18:15:00,1.0,20.0,1.349199052581016,20.480158157384917,15.950376922501192,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 18:30:00,1.0,20.0,1.349199052581016,20.474557626690842,15.986950976943172,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 18:45:00,1.0,20.0,1.349199052581016,20.40888606092203,16.02205404460624,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 19:00:00,1.0,20.0,1.349199052581016,20.34458110761454,16.055622139279016,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 19:15:00,1.0,20.0,1.349199052581016,20.281603803512038,16.087702118486213,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 19:30:00,1.0,20.0,1.349199052581016,20.219916336711087,16.11833944644011,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 19:45:00,1.0,20.0,1.349199052581016,20.15948201252537,16.147578235373604,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 20:00:00,1.0,20.0,1.349199052581016,20.100265220362296,16.175461285647323,11.0,61.088324892498946,60.0,0.0,0.0
2024-01-01 20:15:00,1.0,20.0,1.349199052581016,20.042231401581976,16.202030124667207,11.0,60.536324892498946,60.0,0.5134826666666666,0.0
2024-01-01 20:30:00,3.0,17.333333333333332,1.349199052581016,19.98534701830936,16.22732504464783,11.0,60.31367415193517,60.0,1.0269653333333333,0.0
2024-01-01 20:45:00,1.0,18.666666666666668,1.349199052581016,19.929579523171387,16.25138513925575,11.0,59.10901863354052,60.0,1.5404480000000003,0.0
