,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.07855219735291431,0.0
2024-01-01 00:15:00,0.0,0.07855219735291431,0.0
2024-01-01 00:30:00,0.0,0.732618864019581,0.0
2024-01-01 00:45:00,0.0,0.1995521973529143,0.0
2024-01-01 01:00:00,0.0,0.2883104394705828,0.3333333333333333
2024-01-01 01:15:00,0.0,0.358,0.0
2024-01-01 01:30:00,0.0,0.1772,0.3333333333333333
2024-01-01 01:45:00,0.0,0.047,1.3333333333333333
2024-01-01 02:00:00,0.0,0.047,1.3333333333333333
2024-01-01 02:15:00,0.0,0.047,0.3333333333333333
2024-01-01 02:30:00,0.0,0.3135333333333333,1.6666666666666667
2024-01-01 02:45:00,0.0,0.4655333333333333,1.0
2024-01-01 03:00:00,0.0,0.22433333333333333,0.0
2024-01-01 03:15:00,0.0,0.047,0.3333333333333333
2024-01-01 03:30:00,0.0,0.047,0.0
2024-01-01 03:45:00,0.0,0.047,0.0
2024-01-01 04:00:00,0.0,0.047,0.0
2024-01-01 04:15:00,0.0,0.047,0.3333333333333333
2024-01-01 04:30:00,0.0,0.237,0.0
2024-01-01 04:45:00,0.0,0.18633333333333332,0.0
2024-01-01 05:00:00,0.0,0.047,0.0
2024-01-01 05:15:00,0.0,0.047,0.0
2024-01-01 05:30:00,0.0,0.047,0.3333333333333333
2024-01-01 05:45:00,0.0,0.047,0.0
2024-01-01 06:00:00,0.0,0.08499999999999999,0.0
2024-01-01 06:15:00,0.0,0.237,0.0
2024-01-01 06:30:00,0.0,0.14833333333333334,0.3333333333333333
2024-01-01 06:45:00,0.0,0.047,0.0
2024-01-01 07:00:00,0.0,0.047,0.0
2024-01-01 07:15:00,0.0,0.047,0.3333333333333333
2024-01-01 07:30:00,0.0,0.047,2.6666666666666665
2024-01-01 07:45:00,0.0,0.123,0.0
2024-01-01 08:00:00,0.0,0.237,0.6666666666666666
2024-01-01 08:15:00,0.0,0.11033333333333334,0.3333333333333333
2024-01-01 08:30:00,0.0,0.047,0.0
2024-01-01 08:45:00,0.0,0.047,0.6666666666666666
2024-01-01 09:00:00,0.0,0.047,0.0
2024-01-01 09:15:00,0.0,0.047,1.0
2024-01-01 09:30:00,0.0,0.161,0.3333333333333333
2024-01-01 09:45:00,0.0,0.237,0.3333333333333333
2024-01-01 10:00:00,0.0,0.47213333333333324,0.3333333333333333
2024-01-01 10:15:00,0.0,0.18026666666666666,2.0
2024-01-01 10:30:00,0.0,0.047,0.3333333333333333
2024-01-01 10:45:00,0.0,0.047,0.0
2024-01-01 11:00:00,0.0,0.047,0.0
2024-01-01 11:15:00,0.0,0.19899999999999998,0.0
2024-01-01 11:30:00,0.0,0.22433333333333333,0.3333333333333333
2024-01-01 11:45:00,0.0,0.047,0.0
2024-01-01 12:00:00,0.0,0.047,0.0
2024-01-01 12:15:00,0.0,0.047,0.0
2024-01-01 12:30:00,0.0,0.047,0.0
2024-01-01 12:45:00,0.0,0.047,0.3333333333333333
2024-01-01 13:00:00,0.0,0.237,1.0
2024-01-01 13:15:00,0.0,0.18633333333333332,0.0
2024-01-01 13:30:00,0.0,0.047,2.0
2024-01-01 13:45:00,0.0,0.047,0.6666666666666666
2024-01-01 14:00:00,0.0,0.047,0.0
2024-01-01 14:15:00,0.0,0.047,0.3333333333333333
2024-01-01 14:30:00,0.0,0.08499999999999999,0.3333333333333333
2024-01-01 14:45:00,0.0,0.237,0.0
2024-01-01 15:00:00,0.0,0.14833333333333334,0.3333333333333333
2024-01-01 15:15:00,0.0,0.047,0.3333333333333333
2024-01-01 15:30:00,0.0,0.047,3.3333333333333335
2024-01-01 15:45:00,0.0,0.047,2.0
2024-01-01 16:00:00,0.0,0.047,0.3333333333333333
2024-01-01 16:15:00,0.0,0.6560666666666667,0.6666666666666666
2024-01-01 16:30:00,0.0,0.237,1.6666666666666667
2024-01-01 16:45:00,0.0,0.11033333333333334,1.6666666666666667
2024-01-01 17:00:00,0.0,0.4467999999999999,0.0
2024-01-01 17:15:00,0.0,0.047,1.0
2024-01-01 17:30:00,0.0,0.047,0.6666666666666666
2024-01-01 17:45:00,0.0,0.047,1.6666666666666667
2024-01-01 18:00:00,0.0,0.161,0.3333333333333333
2024-01-01 18:15:00,0.0,0.7700666666666667,0.3333333333333333
2024-01-01 18:30:00,0.0,0.07233333333333333,0.3333333333333333
2024-01-01 18:45:00,0.0,0.047,1.0
2024-01-01 19:00:00,0.0,0.5800666666666666,0.0
2024-01-01 19:15:00,0.0,0.047,0.3333333333333333
2024-01-01 19:30:00,0.0,0.1196,0.3333333333333333
2024-01-01 19:45:00,0.0,1.5932,0.6666666666666666
2024-01-01 20:00:00,0.0,2.4673333333333334,0.3333333333333333
2024-01-01 20:15:00,0.0,0.5924,0.3333333333333333
2024-01-01 20:30:00,0.0,0.17010347982352764,0.0
2024-01-01 20:45:00,0.0,0.1995521973529143,0.3333333333333333
2024-01-01 21:00:00,0.0,0.21033219735291428,0.0
2024-01-01 21:15:00,0.0,0.2142521973529143,0.0
2024-01-01 21:30:00,0.0,0.4662366104601619,0.3333333333333333
2024-01-01 21:45:00,0.0,0.4864092730589211,0.6666666666666666
2024-01-01 22:00:00,0.0,0.32183418184325635,0.3333333333333333
2024-01-01 22:15:00,0.0,0.32814462131383926,0.3333333333333333
2024-01-01 22:30:00,0.0,0.34707593972558776,0.0
2024-01-01 22:45:00,0.0,0.283515027635317,3.0
2024-01-01 23:00:00,0.0,0.25225219735291426,1.0
2024-01-01 23:15:00,0.0,0.40425219735291434,0.0
2024-01-01 23:30:00,0.0,0.30717161139213717,0.3333333333333333
2024-01-01 23:45:00,0.0,0.1827,0.3333333333333333
