,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.001,0.9420999999999999,0.0
2024-01-01 00:15:00,0.0,0.001,0.3077,0.6
2024-01-01 00:30:00,0.0,0.001,0.3077,0.1
2024-01-01 00:45:00,0.0,0.001,0.3077,0.1
2024-01-01 01:00:00,0.0,0.001,0.9734999999999999,0.1
2024-01-01 01:15:00,0.0,0.001,0.8145,0.2
2024-01-01 01:30:00,0.0,0.001,0.19936666666666664,0.3
2024-01-01 01:45:00,0.0,0.001,0.18669999999999998,0.4
2024-01-01 02:00:00,0.0,0.001,0.5864999999999999,0.3
2024-01-01 02:15:00,0.0,0.001,0.3133666666666667,0.1
2024-01-01 02:30:00,0.0,0.001,0.45270000000000005,0.1
2024-01-01 02:45:00,0.0,0.001,0.30069999999999997,0.4
2024-01-01 03:00:00,0.0,0.001,0.16860666666666665,0.3
2024-01-01 03:15:00,0.0,0.001,0.051,0.6
2024-01-01 03:30:00,0.0,0.001,0.13966666666666666,0.4
2024-01-01 03:45:00,0.0,0.001,0.25366666666666665,0.2
2024-01-01 04:00:00,0.0,0.001,0.241,0.1
2024-01-01 04:15:00,0.0,0.001,0.07633333333333334,0.2
2024-01-01 04:30:00,0.0,0.001,0.051,0.1
2024-01-01 04:45:00,0.0,0.001,0.10166666666666666,0.3
2024-01-01 05:00:00,0.0,0.001,0.20299999999999999,0.3
2024-01-01 05:15:00,0.0,0.001,0.22833333333333333,0.9
2024-01-01 05:30:00,0.0,0.001,0.7107333333333334,0.1
2024-01-01 05:45:00,0.0,0.001,0.051,0.3
2024-01-01 06:00:00,0.0,0.001,0.06366666666666666,0.3
2024-01-01 06:15:00,0.0,0.001,0.241,0.2
2024-01-01 06:30:00,0.0,0.001,0.12699999999999997,0.1
2024-01-01 06:45:00,0.0,0.001,0.241,0.8
2024-01-01 07:00:00,0.0,0.001,0.3555333333333333,0.5
2024-01-01 07:15:00,0.0,0.001,0.31753333333333333,0.1
2024-01-01 07:30:00,0.0,0.001,0.21826666666666666,0.8
2024-01-01 07:45:00,0.0,0.001,0.3685333333333334,0.2
2024-01-01 08:00:00,0.0,0.001,0.6284666666666666,0.1
2024-01-01 08:15:00,0.0,0.001,0.6014,1.0
2024-01-01 08:30:00,0.0,0.05564715796137402,0.051,1.5
2024-01-01 08:45:00,0.0,0.22013987331463125,0.1863374110732939,1.5
2024-01-01 09:00:00,0.0,0.9795795582158954,0.15095707570600683,1.5
2024-01-01 09:15:00,0.0,0.3190568556123789,0.22747707570600684,1.5
2024-01-01 09:30:00,0.0,0.14121900394048875,0.26582374237267353,1.5
2024-01-01 09:45:00,0.0,0.23940084995644734,0.5262904090393402,1.5
2024-01-01 10:00:00,0.0,0.67508669111518,0.15755707570600685,0.4
2024-01-01 10:15:00,0.0,0.11586924878944922,0.7068158282484489,0.2
2024-01-01 10:30:00,0.0,0.23374226993171238,0.064,0.2
2024-01-01 10:45:00,0.0,0.4145569435389776,0.21600000000000003,0.5
2024-01-01 11:00:00,0.0,0.36330937265511193,1.0402,0.4
2024-01-01 11:15:00,0.0,0.7448434248549539,2.2406079141242246,0.6
2024-01-01 11:30:00,0.0,0.12795766130169658,0.6392237423726735,1.3
