,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.23399999999999999,0.0
2024-01-01 00:15:00,0.001,0.001,0.05,0.0
2024-01-01 00:30:00,0.001,0.001,0.05,0.0
2024-01-01 00:45:00,0.001,0.001,0.05,0.0
2024-01-01 01:00:00,0.001,0.001,0.08800000000000001,0.0
2024-01-01 01:15:00,0.001,0.001,0.45133333333333336,0.0
2024-01-01 01:30:00,0.001,0.001,0.32733333333333337,0.0
2024-01-01 01:45:00,0.001,0.001,0.05,0.6666666666666666
2024-01-01 02:00:00,0.001,0.001,0.13873333333333332,0.3333333333333333
2024-01-01 02:15:00,0.001,0.001,0.171,0.0
2024-01-01 02:30:00,0.001,0.001,0.22966666666666669,0.0
2024-01-01 02:45:00,0.001,0.001,0.42366666666666664,0.0
2024-01-01 03:00:00,0.001,0.001,0.45886666666666664,0.3333333333333333
2024-01-01 03:15:00,0.001,0.001,0.15133333333333335,0.0
2024-01-01 03:30:00,0.001,0.001,0.05,0.3333333333333333
2024-01-01 03:45:00,0.001,0.001,0.06442757875693743,0.3333333333333333
2024-01-01 04:00:00,0.001,0.001,0.1718237423726735,0.0
2024-01-01 04:15:00,0.001,0.001,0.19249040903934017,1.0
2024-01-01 04:30:00,0.001,0.001,0.2518237423726735,0.3333333333333333
2024-01-01 04:45:00,0.001,0.001,0.2763688262144953,1.0
2024-01-01 05:00:00,0.001,0.001,0.11333333333333333,0.6666666666666666
2024-01-01 05:15:00,0.001,0.001,0.116,0.6666666666666666
2024-01-01 05:30:00,0.001,0.001,0.13066666666666665,0.0
2024-01-01 05:45:00,0.001,0.001,0.08800000000000001,3.3333333333333335
2024-01-01 06:00:00,0.001,0.001,0.23999999999999996,1.0
2024-01-01 06:15:00,0.001,0.001,0.20199999999999999,0.6666666666666666
2024-01-01 06:30:00,0.001,0.001,0.20400000000000001,1.0
2024-01-01 06:45:00,0.001,0.001,0.21066666666666667,3.0
2024-01-01 07:00:00,0.001,0.001,0.07200000000000001,0.0
2024-01-01 07:15:00,0.001,0.001,0.06126666666666667,0.0
2024-01-01 07:30:00,0.001,0.001,0.22766666666666666,0.0
2024-01-01 07:45:00,0.001,0.001,0.253,1.3333333333333333
2024-01-01 08:00:00,0.001,0.001,0.16166666666666665,0.6666666666666666
2024-01-01 08:15:00,0.001,0.001,0.2857333333333333,0.0
2024-01-01 08:30:00,0.001,0.001,0.08800000000000001,0.3333333333333333
2024-01-01 08:45:00,0.001,0.001,0.05,2.0
2024-01-01 09:00:00,0.001,0.001,0.15133333333333335,0.3333333333333333
2024-01-01 09:15:00,0.001,0.001,0.26199999999999996,0.3333333333333333
2024-01-01 09:30:00,0.001,0.001,0.26166666666666666,0.0
2024-01-01 09:45:00,0.001,0.001,0.07766666666666668,0.3333333333333333
2024-01-01 10:00:00,0.001,0.001,0.7607333333333333,0.0
2024-01-01 10:15:00,0.001,0.0283419891600648,0.08833333333333333,2.0
2024-01-01 10:30:00,0.001,0.10681042737621244,0.09753333333333333,0.0
2024-01-01 10:45:00,0.001,0.23745119725150918,0.32066666666666666,0.3333333333333333
2024-01-01 11:00:00,0.001,1.1517212860473274,0.26799999999999996,0.0
2024-01-01 11:15:00,0.001,0.11247319452245182,0.3165333333333333,0.0
2024-01-01 11:30:00,0.001,0.252807102289962,0.18326666666666666,1.3333333333333333
2024-01-01 11:45:00,0.001,0.5250463032851831,0.2273333333333333,0.0
2024-01-01 12:00:00,0.001,0.27769471884134433,0.09200000000000001,0.0
2024-01-01 12:15:00,0.001,0.10995358341106361,0.32466666666666666,0.0
2024-01-01 12:30:00,0.001,0.3463290547485196,0.24733333333333332,0.0
2024-01-01 12:45:00,0.001,1.9364847608761733,0.07533333333333334,0.3333333333333333
2024-01-01 13:00:00,0.001,0.08999815063567654,0.05,0.0
2024-01-01 13:15:00,0.001,0.15052396454798453,0.05,0.0
2024-01-01 13:30:00,0.001,0.24201605146578084,0.328,0.0
2024-01-01 13:45:00,0.001,0.7200375568180221,0.21,0.3333333333333333
2024-01-01 14:00:00,0.001,0.018447597393226975,0.23999999999999996,0.0
