,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.2,0.0,0.0
2024-01-01 00:15:00,0.0,0.238,0.0,0.0
2024-01-01 00:30:00,0.0,0.13666666666666666,0.0,0.0
2024-01-01 00:45:00,0.0,0.14933333333333332,0.0,0.0
2024-01-01 01:00:00,0.0,0.048,0.0,0.0
2024-01-01 01:15:00,0.0,0.048,0.0,0.0
2024-01-01 01:30:00,0.0,0.5111333333333333,0.0,0.0
2024-01-01 01:45:00,0.0,0.238,0.0,0.0
2024-01-01 02:00:00,0.0,0.13666666666666666,0.0,0.0
2024-01-01 02:15:00,0.0,0.21266666666666667,0.0,0.6
2024-01-01 02:30:00,0.0,0.07333333333333333,0.0,0.4
2024-01-01 02:45:00,0.0,0.048,0.0,0.0
2024-01-01 03:00:00,0.0,0.048,0.0,0.2
2024-01-01 03:15:00,0.0,0.21266666666666667,0.0,0.0
2024-01-01 03:30:00,0.0,0.22533333333333333,1.3333333333333333,0.2
2024-01-01 03:45:00,0.0,0.09866666666666667,1.3333333333333333,1.6
2024-01-01 04:00:00,0.0,0.18733333333333332,0.0,0.6
2024-01-01 04:15:00,0.0,0.048,3.0,0.2
2024-01-01 04:30:00,0.0,0.048,5.0,0.2
2024-01-01 04:45:00,0.0,0.12399999999999999,5.0,1.6
2024-01-01 05:00:00,0.0,0.238,4.0,0.2
2024-01-01 05:15:00,0.0,0.39053333333333334,0.0,0.2
2024-01-01 05:30:00,0.0,0.30793333333333334,0.0,0.8
2024-01-01 05:45:00,0.0,0.11133333333333333,0.0,0.6
2024-01-01 06:00:00,0.0,0.048,0.0,0.0
2024-01-01 06:15:00,0.0,0.44780000000000003,0.0,1.2
2024-01-01 06:30:00,0.0,0.22533333333333333,0.0,0.6
2024-01-01 06:45:00,0.0,0.21266666666666667,0.0,0.2
2024-01-01 07:00:00,0.0,0.06066666666666667,1.0,0.4
2024-01-01 07:15:00,0.0,0.7584,2.3333333333333335,0.0
2024-01-01 07:30:00,0.0,0.44780000000000003,0.0,0.4
2024-01-01 07:45:00,0.0,0.048,0.0,1.0
2024-01-01 08:00:00,0.0,0.13666666666666666,0.0,0.0
2024-01-01 08:15:00,0.0,0.238,0.0,0.4
2024-01-01 08:30:00,0.0,0.5111333333333333,0.0,0.4
2024-01-01 08:45:00,0.0,0.13666666666666666,0.0,0.4
2024-01-01 09:00:00,0.0,0.5491333333333334,0.0,0.6
2024-01-01 09:15:00,0.0,0.048,0.0,0.0
2024-01-01 09:30:00,0.0,0.048,0.6666666666666666,1.8
2024-01-01 09:45:00,0.0,0.238,2.6666666666666665,0.4
2024-01-01 10:00:00,0.0,0.2,0.0,0.2
2024-01-01 10:15:00,0.0,0.048,0.0,1.6
2024-01-01 10:30:00,0.0,0.21266666666666667,0.0,2.6
2024-01-01 10:45:00,0.0,0.07333333333333333,0.0,0.2
2024-01-01 11:00:00,0.0,0.048,0.0,0.2
2024-01-01 11:15:00,0.0,0.6824,0.0,1.2
2024-01-01 11:30:00,0.0,0.238,0.0,0.0
2024-01-01 11:45:00,0.0,0.09866666666666667,0.0,0.2
2024-01-01 12:00:00,0.0,0.09866666666666667,0.0,0.2
2024-01-01 12:15:00,0.0,0.1954,0.0,0.2
2024-01-01 12:30:00,0.0,0.169,0.0,0.8
2024-01-01 12:45:00,0.0,0.18741966463271295,0.0,0.0
2024-01-01 13:00:00,0.0,0.3838237423726735,0.0,0.4
2024-01-01 13:15:00,0.0,0.343674474823645,3.3333333333333335,0.0
2024-01-01 13:30:00,0.0,0.7181092730589212,0.0,0.6
2024-01-01 13:45:00,0.0,0.49757593972558783,0.0,0.0
2024-01-01 14:00:00,0.0,0.9627953630026042,0.0,0.4
2024-01-01 14:15:00,0.0,0.20055219735291427,0.0,0.4
2024-01-01 14:30:00,0.0,0.29772435876469333,0.0,1.0
2024-01-01 14:45:00,0.0,0.4766066666666667,0.0,0.2
2024-01-01 15:00:00,0.0,0.7503,0.0,1.0
2024-01-01 15:15:00,0.0,0.33036666666666664,0.0,1.6
2024-01-01 15:30:00,0.0,0.4063,0.0,0.0
2024-01-01 15:45:00,0.0,0.19669999999999999,0.0,0.2
2024-01-01 16:00:00,0.0,0.22203333333333333,0.0,0.0
2024-01-01 16:15:00,0.0,0.37543333333333334,0.0,0.0
2024-01-01 16:30:00,0.0,0.3103666666666667,0.0,0.4
2024-01-01 16:45:00,0.0,0.1837,2.6666666666666665,0.8
2024-01-01 17:00:00,0.0,0.27236666666666665,0.6666666666666666,1.0
2024-01-01 17:15:00,0.0,0.28503333333333336,0.0,0.6
2024-01-01 17:30:00,0.0,0.1837,0.0,2.6
2024-01-01 17:45:00,0.0,0.31457362631372193,0.0,0.2
2024-01-01 18:00:00,0.0,0.40525219735291435,0.0,0.0
2024-01-01 18:15:00,0.0,0.24058553068624763,0.0,2.2
2024-01-01 18:30:00,0.0,0.2152521973529143,0.0,0.2
2024-01-01 18:45:00,0.0,0.379918864019581,0.0,0.8
2024-01-01 19:00:00,0.0,0.2279646517450819,0.0,0.2
2024-01-01 19:15:00,0.0,0.16741999999999999,0.0,0.4
2024-01-01 19:30:00,0.7503333333333333,0.24431043947058287,0.0,0.0
2024-01-01 19:45:00,2.25,0.19355219735291432,0.0,0.2
2024-01-01 20:00:00,0.9006000000000001,0.0795521973529143,0.0,0.0
2024-01-01 20:15:00,0.7506666666666667,0.13021886401958097,0.0,0.2
2024-01-01 20:30:00,0.0003333333333333333,0.21888553068624764,3.3333333333333335,0.0
2024-01-01 20:45:00,0.0,0.054310439470582866,0.0,0.0
2024-01-01 21:00:00,0.0,0.18733333333333332,0.0,0.2
2024-01-01 21:15:00,0.0,0.2427294969490694,0.0,0.2
2024-01-01 21:30:00,0.0,0.07249040903934016,0.0,0.2
2024-01-01 21:45:00,0.0,0.0598237423726735,0.0,0.6
2024-01-01 22:00:00,0.0,0.19280084850992302,0.0,1.2
2024-01-01 22:15:00,0.0,0.22730927305892115,0.0,0.0
2024-01-01 22:30:00,0.0,0.26304260639225446,0.0,0.2
