,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,15.5,0.4155298926808715,15.5,13.75,12.0,60.0,0.0,0.07584768092734909,60.0
2024-01-01 00:15:00,2.0,15.5,0.4302482105714181,15.459024086960824,13.773059017460682,12.0,59.83692567406925,1.668818666666667,0.07341035819784644,60.0
2024-01-01 00:30:00,2.0,15.5,0.41549015019505287,15.41947136317823,13.794473543013455,12.0,59.101125095048545,0.7702240000000001,0.07354939846197772,60.0
2024-01-01 00:45:00,2.0,15.5,0.40143298782167336,15.381274120968406,13.814327321315456,12.0,59.00701124264583,1.0269653333333335,0.07433722063747658,60.0
2024-01-01 01:00:00,2.0,15.5,0.3880421488184683,15.344367993160997,13.832699939029093,12.0,57.49919399808366,0.7702240000000001,0.07257980323372788,60.0
2024-01-01 01:15:00,2.0,15.5,0.3752847702333407,15.308691787718278,13.849667030795128,12.0,59.12718390990795,0.385112,0.07411835558115984,60.0
2024-01-01 01:30:00,2.0,15.5,0.3631296160267493,15.274187330544562,13.865300475004723,12.0,58.99983723044534,1.155336,0.07415922203989439,60.0
2024-01-01 01:45:00,2.0,15.5,0.3515469965016828,15.240799316080215,13.879668579875608,12.0,57.64640746495106,0.385112,0.07364127783929747,60.0
2024-01-01 02:00:00,2.0,15.5,0.349306071344239,15.20847516529473,13.892836260312658,11.0,59.240105625353905,0.12837066666666666,0.0743309381361216,60.0
2024-01-01 02:15:00,2.0,15.5,0.3413011700110899,15.176290245424324,13.895671336032118,11.0,58.804292332657994,0.12837066666666666,0.07449205995318071,60.0
2024-01-01 02:30:00,2.0,15.5,0.3331195552095329,15.14489220224784,13.89769693332526,11.0,59.228142179868065,0.0,0.0743070591993847,60.0
2024-01-01 02:45:00,2.0,15.5,0.32530319618882625,15.114245761668487,13.898956205616088,11.0,59.06838022745658,0.2567413333333333,0.07421386941738861,60.0
2024-01-01 03:00:00,2.0,15.5,0.3178341865436213,15.084317379614571,13.899490155122603,11.0,59.21682819096434,0.0,0.07428447657253247,60.0
2024-01-01 03:15:00,2.0,15.5,0.3106955058462757,15.055075156437464,13.89933773945959,11.0,59.05711479174007,0.12837066666666666,0.07442390178973514,60.0
2024-01-01 03:30:00,2.0,15.5,0.303870975772612,15.026488755548653,13.898535972961623,11.0,59.05110640279893,0.2567413333333333,0.07422885988367597,60.0
2024-01-01 03:45:00,2.0,15.5,0.46091754458006656,14.998529326085935,13.897120022987751,11.0,59.19952213644607,0.7702240000000001,0.07378050481086564,60.0
2024-01-01 04:00:00,1.0,18.7,0.5971281434065727,16.060192076346553,13.911745938766915,11.0,59.1049113998723,0.0,0.07429032888206911,60.0
2024-01-01 04:15:00,1.0,21.5,0.9573962832289051,16.98685747726314,13.93826308837134,11.0,59.37519019587358,0.0,0.07460056580462116,60.0
2024-01-01 04:30:00,1.0,21.5,1.3729700398172249,18.738942035536002,13.998876484588004,11.0,59.214797197249204,0.0,0.07428042272613057,60.0
2024-01-01 04:45:00,1.0,21.5,1.77037820842889,20.45284754430094,14.096771582517784,11.0,59.05509251389153,0.0,0.07441986534012981,60.0
2024-01-01 05:00:00,1.0,21.5,1.9472430919411972,22.007381557425987,14.22991752797607,10.0,59.325092803413476,0.0,0.07450057182992101,60.0
2024-01-01 05:15:00,2.0,17.5,1.8720027053711539,21.828376579551534,14.365013597165266,10.0,59.164914794223485,1.5404480000000003,0.07247638884507167,60.0
2024-01-01 05:30:00,2.0,19.1,1.7998609383663682,21.656333329073057,14.491841028457188,10.0,59.13712704945386,0.0,0.07418272773367748,60.0
2024-01-01 05:45:00,2.0,19.1,1.7311977988159315,21.490915743212216,14.610816552779891,10.0,59.4076371904947,0.12837066666666666,0.07453876916808409,60.0
2024-01-01 06:00:00,1.0,19.9,1.6658414389526326,21.331804362791164,14.722336229356452,10.0,59.40138183394602,1.7971893333333333,0.07241881413722955,60.0
2024-01-01 06:15:00,1.0,21.5,1.6036285197998277,21.17869551012149,14.826776469623344,10.0,59.25172265400453,0.2567413333333333,0.07432590713615798,60.0
2024-01-01 06:30:00,1.0,21.5,1.6357428485886067,21.031300507607458,14.924495010438536,10.0,59.39992973374045,0.12837066666666666,0.07461746050391564,60.0
2024-01-01 06:45:00,1.0,21.5,1.7544730197105447,21.985003548688837,15.025870835934478,10.0,59.393505188939855,1.5404480000000003,0.0729853194015846,60.0
2024-01-01 07:00:00,1.0,21.5,1.688819665349553,21.823747714585274,15.135342572967039,10.0,59.36462323131582,0.2567413333333333,0.07427457903464338,60.0
2024-01-01 07:15:00,1.0,21.5,1.6265486666755413,21.66852344746948,15.237751810276453,10.0,59.082935889865325,3.0808960000000005,0.07054646847038898,60.0
