,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.19669999999999999,0.0,0.0
2024-01-01 00:15:00,0.0,0.19669999999999999,0.0,0.0
2024-01-01 00:30:00,0.0,0.1915,0.0,0.0
2024-01-01 00:45:00,0.0,0.3230333333333333,0.0,0.0
2024-01-01 01:00:00,0.0,0.3610333333333333,0.0,0.0
2024-01-01 01:15:00,0.0,0.1837,0.0,0.0
2024-01-01 01:30:00,0.0,0.1837,0.0,0.0
2024-01-01 01:45:00,0.0,0.1837,0.0,0.0
2024-01-01 02:00:00,0.0,0.1837,0.0,0.0
2024-01-01 02:15:00,0.0,0.19636666666666666,0.0,0.0
2024-01-01 02:30:00,0.0,0.3737,0.0,0.0
2024-01-01 02:45:00,0.0,0.29769999999999996,0.0,0.0
2024-01-01 03:00:00,0.0,0.1837,0.0,0.1
2024-01-01 03:15:00,0.0,0.1837,0.0,0.1
2024-01-01 03:30:00,0.0,0.1837,0.0,0.0
2024-01-01 03:45:00,0.0,0.1837,0.0,0.1
2024-01-01 04:00:00,0.0,0.2597,0.0,0.1
2024-01-01 04:15:00,0.0,0.3737,5.0,0.1
2024-01-01 04:30:00,0.0,0.23436666666666667,5.0,0.0
2024-01-01 04:45:00,0.0,0.1837,1.6666666666666667,0.1
2024-01-01 05:00:00,0.0,0.13846666666666665,0.0,0.1
2024-01-01 05:15:00,0.0,0.048,0.0,0.1
2024-01-01 05:30:00,0.0,0.048,0.0,0.0
2024-01-01 05:45:00,0.0,0.18733333333333332,0.0,0.1
2024-01-01 06:00:00,0.0,0.22533333333333333,0.0,0.1
2024-01-01 06:15:00,0.0,0.048,0.0,0.1
2024-01-01 06:30:00,0.0,0.048,0.0,0.0
2024-01-01 06:45:00,0.0,0.048,0.0,0.1
2024-01-01 07:00:00,0.0,0.048,0.0,0.1
2024-01-01 07:15:00,0.0,0.06066666666666667,0.0,0.0
2024-01-01 07:30:00,0.0,0.238,0.0,0.1
2024-01-01 07:45:00,0.0,0.16199999999999998,0.0,0.1
2024-01-01 08:00:00,0.0,0.048,0.0,0.8
2024-01-01 08:15:00,0.0,0.048,0.0,1.0
2024-01-01 08:30:00,0.0,0.048,0.0,0.2
2024-01-01 08:45:00,0.0,1.8870666666666664,0.0,0.2
2024-01-01 09:00:00,0.0,2.246,0.0,0.1
2024-01-01 09:15:00,0.0,0.9479333333333333,0.0,0.3
2024-01-01 09:30:00,0.0,0.11166666666666666,0.0,1.3
2024-01-01 09:45:00,0.0,0.061000000000000006,0.0,0.9
2024-01-01 10:00:00,0.0,0.061000000000000006,0.0,0.8
2024-01-01 10:15:00,0.0,0.061000000000000006,0.0,0.1
2024-01-01 10:30:00,0.0,0.05146666666666667,0.0,0.1
2024-01-01 10:45:00,0.0,0.5871333333333334,0.0,1.1
2024-01-01 11:00:00,0.0,0.22533333333333333,0.0,1.5
2024-01-01 11:15:00,0.0,0.048,2.3333333333333335,0.3
2024-01-01 11:30:00,0.0,0.07833333333333334,0.6666666666666666,0.1
2024-01-01 11:45:00,0.0,0.13899999999999998,0.0,0.1
2024-01-01 12:00:00,0.0,0.13899999999999998,0.0,0.9
2024-01-01 12:15:00,0.0,0.1516666666666667,0.0,0.7
2024-01-01 12:30:00,0.0,0.32120000000000004,0.0,0.3
2024-01-01 12:45:00,0.0,0.175,0.0,1.4
2024-01-01 13:00:00,0.0,0.061000000000000006,0.0,0.5
2024-01-01 13:15:00,0.0,0.04973333333333333,0.0,1.3
2024-01-01 13:30:00,0.0,0.048,0.0,1.5
2024-01-01 13:45:00,0.0,0.048,0.0,1.5
