,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.8397333333333333,0.0,0.8
2024-01-01 00:15:00,0.001,0.41946666666666665,0.0,1.8
2024-01-01 00:30:00,0.001,0.249,0.0,0.2
2024-01-01 00:45:00,0.001,0.249,0.0,0.0
2024-01-01 01:00:00,0.001,0.18939999999999999,0.0,0.2
2024-01-01 01:15:00,0.001,0.051,0.0,0.0
2024-01-01 01:30:00,0.001,0.07633333333333334,0.0,1.8
2024-01-01 01:45:00,0.001,0.241,0.0,1.4
2024-01-01 02:00:00,0.001,0.11433333333333333,0.5333333333333333,1.0
2024-01-01 02:15:00,0.001,0.089,1.7333333333333334,0.2
2024-01-01 02:30:00,0.001,0.20299999999999999,0.0,2.0
2024-01-01 02:45:00,0.001,0.051,0.0,0.6
2024-01-01 03:00:00,0.001,0.089,0.0,0.2
2024-01-01 03:15:00,0.001,0.241,0.0,0.0
2024-01-01 03:30:00,0.001,0.10166666666666666,0.0,1.0
2024-01-01 03:45:00,0.001,0.051,0.0,1.8
2024-01-01 04:00:00,0.001,0.241,0.0,1.0
2024-01-01 04:15:00,0.001,0.051,1.3333333333333333,0.2
2024-01-01 04:30:00,0.001,0.10166666666666666,1.8666666666666667,0.0
2024-01-01 04:45:00,0.001,0.241,0.0,0.0
2024-01-01 05:00:00,0.001,0.3555333333333333,0.0,0.2
2024-01-01 05:15:00,0.001,0.7173333333333333,1.7333333333333334,1.2
2024-01-01 05:30:00,0.001,0.20299999999999999,2.0,0.6
2024-01-01 05:45:00,0.001,0.089,0.6666666666666666,0.2
2024-01-01 06:00:00,0.001,0.6473999999999999,0.5333333333333333,1.0
2024-01-01 06:15:00,0.001,0.241,2.0,2.2
2024-01-01 06:30:00,0.001,0.07633333333333334,2.0,3.0
2024-01-01 06:45:00,0.001,0.051,0.26666666666666666,2.4
2024-01-01 07:00:00,0.001,0.165,1.7333333333333334,0.6
2024-01-01 07:15:00,0.001,0.13826666666666665,1.4666666666666666,1.6
2024-01-01 07:30:00,0.001,0.14,0.0,0.4
2024-01-01 07:45:00,0.001,1.0536,0.0,0.0
2024-01-01 08:00:00,0.001,0.20993333333333333,0.0,0.4
2024-01-01 08:15:00,0.001,0.05533333333333333,0.0,0.2
2024-01-01 08:30:00,0.001,0.12699999999999997,1.7333333333333334,0.2
2024-01-01 08:45:00,0.001,0.165,0.9333333333333333,0.0
2024-01-01 09:00:00,0.001,0.13966666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.241,0.0,0.2
2024-01-01 09:30:00,0.001,0.051,0.0,0.0
2024-01-01 09:45:00,0.001,0.051,0.0,0.0
2024-01-01 10:00:00,0.001,0.089,0.0,0.2
2024-01-01 10:15:00,0.001,0.20299999999999999,1.7333333333333334,0.0
2024-01-01 10:30:00,0.001,0.15233333333333335,0.8,0.2
2024-01-01 10:45:00,0.001,0.22833333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.051,0.0,0.0
2024-01-01 11:15:00,0.001,0.051,0.0,0.2
2024-01-01 11:30:00,0.001,0.051,0.0,0.0
2024-01-01 11:45:00,0.001,0.241,0.0,0.0
2024-01-01 12:00:00,0.001,0.165,0.0,0.2
2024-01-01 12:15:00,0.001,0.21566666666666665,0.0,0.0
2024-01-01 12:30:00,0.001,0.051,0.26666666666666666,0.2
2024-01-01 12:45:00,0.001,0.051,2.0,0.4
2024-01-01 13:00:00,0.001,0.051,0.13333333333333333,0.2
2024-01-01 13:15:00,0.001,0.20299999999999999,0.0,1.6
2024-01-01 13:30:00,0.001,0.21566666666666665,0.0,0.4
2024-01-01 13:45:00,0.001,0.20299999999999999,0.0,0.0
2024-01-01 14:00:00,0.001,0.051,0.0,0.6
2024-01-01 14:15:00,0.001,0.16769040903934018,0.0,0.0
2024-01-01 14:30:00,0.001,0.7662237423726734,0.0,0.2
2024-01-01 14:45:00,0.001,1.5458237423726733,0.0,0.4
2024-01-01 15:00:00,0.001,1.1317570757060067,0.0,0.4
2024-01-01 15:15:00,0.001,0.3302602082065916,0.5333333333333333,0.0
2024-01-01 15:30:00,0.001,0.1145521973529143,1.8666666666666667,0.0
2024-01-01 15:45:00,0.001,0.22206994379349526,0.0,0.4
2024-01-01 16:00:00,0.001,0.2283759397255878,0.0,1.0
2024-01-01 16:15:00,0.001,0.4253759397255878,0.0,0.4
2024-01-01 16:30:00,0.001,0.604109273058921,0.0,0.2
2024-01-01 16:45:00,0.001,0.4153570757060069,0.0,0.8
