,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,1.2341237423726734,0.0,0.0
2024-01-01 00:15:00,0.0,0.3205237423726735,0.0,0.0
2024-01-01 00:30:00,0.0,0.3205237423726735,0.0,0.0
2024-01-01 00:45:00,0.0,0.3205237423726735,0.0,0.4
2024-01-01 01:00:00,0.0,0.2796075787569375,0.0,1.4
2024-01-01 01:15:00,0.0,0.11766666666666666,0.0,0.0
2024-01-01 01:30:00,0.0,0.242,0.0,0.2
2024-01-01 01:45:00,0.0,0.06466666666666666,0.0,0.4
2024-01-01 02:00:00,0.0,0.052,0.0,0.4
2024-01-01 02:15:00,0.0,0.45180000000000003,0.0,0.4
2024-01-01 02:30:00,0.0,0.052,0.0,0.0
2024-01-01 02:45:00,0.0,0.052,0.0,0.2
2024-01-01 03:00:00,0.0,0.17866666666666664,0.0,0.0
2024-01-01 03:15:00,0.0,0.15333333333333332,2.0,0.0
2024-01-01 03:30:00,0.0,0.052,0.0,0.2
2024-01-01 03:45:00,0.0,0.052,0.0,0.0
2024-01-01 04:00:00,0.0,0.052,0.3333333333333333,0.2
2024-01-01 04:15:00,0.0,0.052,4.0,0.0
2024-01-01 04:30:00,0.0,0.09,5.0,0.0
2024-01-01 04:45:00,0.0,0.242,3.3333333333333335,0.2
2024-01-01 05:00:00,0.0,0.052,0.0,0.0
2024-01-01 05:15:00,0.0,0.052,0.0,0.0
2024-01-01 05:30:00,0.0,0.052,0.0,0.2
2024-01-01 05:45:00,0.0,0.052,0.0,0.8
2024-01-01 06:00:00,0.0,0.061533333333333336,0.0,0.4
2024-01-01 06:15:00,0.0,0.20433333333333334,2.6666666666666665,0.2
2024-01-01 06:30:00,0.0,0.15366666666666667,0.0,0.2
2024-01-01 06:45:00,0.0,0.065,0.0,0.0
2024-01-01 07:00:00,0.0,0.10486666666666666,0.0,0.2
2024-01-01 07:15:00,0.0,0.14473333333333332,0.0,0.0
2024-01-01 07:30:00,0.0,0.156,0.0,0.2
2024-01-01 07:45:00,0.0,0.20666666666666664,0.0,0.2
2024-01-01 08:00:00,0.0,0.3003256605648055,0.0,0.4
2024-01-01 08:15:00,0.0,0.07335707570600684,0.0,1.8
2024-01-01 08:30:00,0.0,0.0638237423726735,0.0,0.2
2024-01-01 08:45:00,0.0,0.0638237423726735,0.0,0.0
2024-01-01 09:00:00,0.0,0.4620472433896505,0.0,0.2
2024-01-01 09:15:00,0.0,0.45180000000000003,0.0,1.0
2024-01-01 09:30:00,0.0,0.20400000000000001,0.0,0.2
2024-01-01 09:45:00,0.0,0.128,2.0,0.0
2024-01-01 10:00:00,0.0,0.052,0.0,0.2
2024-01-01 10:15:00,0.0,0.052,0.0,0.6
2024-01-01 10:30:00,0.0,0.052,0.0,0.0
2024-01-01 10:45:00,0.0,0.052,0.0,0.2
2024-01-01 11:00:00,0.0,1.7146666666666666,0.0,0.0
2024-01-01 11:15:00,0.0,1.8178933333333334,0.0,0.8
2024-01-01 11:30:00,0.0,0.18769999999999998,0.0,0.2
2024-01-01 11:45:00,0.0,0.18769999999999998,0.0,0.0
2024-01-01 12:00:00,0.0,0.2666059959320925,0.0,0.4
2024-01-01 12:15:00,0.0,0.3205237423726735,0.0,0.2
2024-01-01 12:30:00,0.0,0.3205237423726735,0.0,1.6
2024-01-01 12:45:00,0.0,0.4851904090393402,0.0,0.2
2024-01-01 13:00:00,0.0,0.38385707570600686,0.0,0.2
2024-01-01 13:15:00,0.0,0.1971589938981388,0.0,0.6
2024-01-01 13:30:00,0.0,0.30063333333333325,2.6666666666666665,0.0
2024-01-01 13:45:00,0.0,0.3208374110732939,0.0,0.0
2024-01-01 14:00:00,0.0,0.3335237423726735,0.0,0.2
2024-01-01 14:15:00,0.0,0.4095237423726735,0.0,0.2
