WashingMachine,BaseLoad,Heating,HotWater,EVCharging
,,0.0,0.0,
,,0.0,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,0.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,1921.9259259259306,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
,,0.002857142857142857,3000.0,
