WashingMachine,BaseLoad,Heating,HotWater,EVCharging
1.0,346.07593972558783,0.0,0.0,6.42978
1.0,346.07593972558783,0.0,0.0,5.928
1.0,346.07593972558783,0.002857142857142857,0.0,5.824
1.0,346.07593972558783,0.002857142857142857,0.0,6.50364
1.0,346.07593972558783,0.002857142857142857,0.0,6.735960000000001
1.0,346.07593972558783,0.002857142857142857,0.0,5.8449599999999995
1.0,346.07593972558783,0.002857142857142857,0.0,6.52974
1.0,346.07593972558783,0.002857142857142857,0.0,6.8978
1.0,346.07593972558783,0.002857142857142857,0.0,6.6517
1.0,346.07593972558783,0.002857142857142857,0.0,6.602639999999999
1.0,225.0759397255878,0.002857142857142857,0.0,6.2128
1.0,225.0759397255878,0.002857142857142857,0.0,6.6324
1.0,225.0759397255878,0.002857142857142857,0.0,5.986879999999999
1.0,225.0759397255878,0.002857142857142857,0.0,7.6804
1.0,225.0759397255878,0.002857142857142857,0.0,6.422079999999999
1.0,225.0759397255878,0.002857142857142857,0.0,6.38616
1.0,225.0759397255878,0.002857142857142857,3000.0,6.19024
1.0,225.0759397255878,0.002857142857142857,565.8518518518522,5.962419999999999
1.0,225.0759397255878,0.002857142857142857,0.0,6.16794
1.0,225.0759397255878,0.002857142857142857,0.0,5.8139199999999995
1.0,225.0759397255878,0.002857142857142857,0.0,7.007000000000001
1.0,225.0759397255878,0.002857142857142857,3000.0,6.94008
1.0,225.0759397255878,0.002857142857142857,3000.0,5.412959999999999
1.0,225.0759397255878,0.002857142857142857,1131.7037037037044,8.03488
1.0,225.0759397255878,0.002857142857142857,0.0,5.986879999999999
1.0,193.5237423726735,0.002857142857142857,0.0,7.18272
1.0,193.5237423726735,0.002857142857142857,3000.0,5.8905
1.0,193.5237423726735,0.002857142857142857,565.8518518518522,6.439679999999999
1.0,193.5237423726735,0.002857142857142857,0.0,5.727239999999999
1.0,193.5237423726735,0.002857142857142857,0.0,6.8111999999999995
1.0,193.5237423726735,0.002857142857142857,0.0,7.042140000000001
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,193.5237423726735,0.002857142857142857,0.0,
1.0,57.8237423726735,0.002857142857142857,0.0,
1.0,57.8237423726735,0.002857142857142857,0.0,
1.0,57.8237423726735,0.002857142857142857,0.0,
1.0,57.8237423726735,0.002857142857142857,0.0,
1.0,178.8237423726735,0.002857142857142857,3000.0,
1.0,178.8237423726735,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,2166.0,0.002857142857142857,3000.0,
1.0,2166.0,0.002857142857142857,3000.0,
1.0,2166.0,0.002857142857142857,3000.0,
1.0,2166.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,790.2222222222263,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,1131.7037037037044,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,0.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,277.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,3000.0,
1.0,167.0,0.002857142857142857,1356.0740740740785,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,167.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
1.0,46.0,0.002857142857142857,0.0,
