DishWasher,BaseLoad,Heating,HotWater,EVCharging
0.0,459.3759397255878,0.0,0.0,6.52186
0.0,459.3759397255878,0.0,0.0,6.633900000000001
0.0,459.3759397255878,0.002857142857142857,0.0,6.30078
0.0,459.3759397255878,0.002857142857142857,0.0,6.9773
0.0,459.3759397255878,0.002857142857142857,0.0,5.72
0.0,459.3759397255878,0.002857142857142857,0.0,6.216139999999999
0.0,337.3759397255878,0.002857142857142857,0.0,6.7007200000000005
0.0,337.3759397255878,0.002857142857142857,0.0,6.656000000000001
0.0,337.3759397255878,0.002857142857142857,0.0,6.02602
0.0,337.3759397255878,0.002857142857142857,0.0,6.2854399999999995
0.0,337.3759397255878,0.002857142857142857,0.0,6.32576
0.0,337.3759397255878,0.002857142857142857,0.0,4.984819999999999
0.0,337.3759397255878,0.002857142857142857,0.0,5.81742
0.0,337.3759397255878,0.002857142857142857,0.0,6.357119999999998
0.0,337.3759397255878,0.002857142857142857,3000.0,6.96402
0.0,324.3759397255878,0.002857142857142857,3000.0,6.19024
0.0,324.3759397255878,0.002857142857142857,3000.0,7.85862
0.0,324.3759397255878,0.002857142857142857,3000.0,7.562239999999999
0.0,324.3759397255878,0.002857142857142857,3000.0,6.3985
0.0,324.3759397255878,0.002857142857142857,3000.0,5.605
0.0,324.3759397255878,0.002857142857142857,3000.0,6.109999999999999
0.0,324.3759397255878,0.002857142857142857,3000.0,6.30078
0.0,324.3759397255878,0.002857142857142857,3000.0,7.207759999999999
0.0,203.3759397255878,0.002857142857142857,3000.0,6.343
0.0,203.3759397255878,0.002857142857142857,3000.0,6.602639999999999
0.0,203.3759397255878,0.002857142857142857,3000.0,5.527
0.0,203.3759397255878,0.002857142857142857,3000.0,5.8905
0.0,203.3759397255878,0.002857142857142857,3000.0,7.196039999999999
0.0,203.3759397255878,0.002857142857142857,3000.0,5.8905
0.0,203.3759397255878,0.002857142857142857,3000.0,6.30078
0.0,203.3759397255878,0.002857142857142857,3000.0,6.3525
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,3000.0,
0.0,203.3759397255878,0.002857142857142857,1580.4444444444525,
0.0,203.3759397255878,0.002857142857142857,0.0,
0.0,203.3759397255878,0.002857142857142857,0.0,
0.0,2202.375939725588,0.002857142857142857,3000.0,
0.0,2202.375939725588,0.002857142857142857,3000.0,
0.0,2202.375939725588,0.002857142857142857,1131.7037037037044,
0.0,2392.375939725588,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,393.3759397255878,0.002857142857142857,0.0,
0.0,381.5521973529143,0.002857142857142857,0.0,
0.0,381.5521973529143,0.002857142857142857,0.0,
0.0,381.5521973529143,0.002857142857142857,0.0,
0.0,381.5521973529143,0.002857142857142857,0.0,
0.0,381.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,503.5521973529143,0.002857142857142857,0.0,
0.0,313.5521973529143,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,565.8518518518522,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,565.8518518518522,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,0.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,282.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,3000.0,
0.0,161.0,0.002857142857142857,790.2222222222263,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,2160.0,0.002857142857142857,0.0,
0.0,2160.0,0.002857142857142857,0.0,
0.0,2160.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
0.0,161.0,0.002857142857142857,0.0,
