,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.07733333333333332,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.05533333333333334,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.048,0.0,0.2
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.15066666666666664,0.0,0.1
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.09200000000000001,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.1
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.048,0.0,0.1
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.048,0.0,0.1
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.114,2.4,0.1
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.12866666666666665,0.0,0.1
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.44780000000000003,0.0,0.4
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.048,0.0,1.1
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.3
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.048,1.0666666666666667,0.2
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.07733333333333332,3.7333333333333334,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.158,0.0,0.2
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.06213333333333334,0.0,0.3
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.082,0.0,1.5
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.082,3.466666666666667,0.2
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.05026666666666667,4.0,0.1
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.048,4.0,0.4
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.15066666666666664,1.0666666666666667,1.4
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.09200000000000001,0.0,0.9
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.048,0.0,0.8
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.1
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.048,0.0,0.2
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.048,0.0,0.1
