,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,11.0,-0.166924401610741,11.0,11.5,12.0,60.0,0.12837066666666666,0.0758213142080156,60.0
2024-01-01 00:15:00,2.0,11.0,-0.1724336250802533,11.012420862072474,11.49315140320348,12.0,59.824392945258275,1.668818666666667,0.07439357922621807,60.0
2024-01-01 00:30:00,2.0,11.0,-0.16613134123224807,11.024381411203873,11.486835979779006,12.0,59.013221400773226,0.0,0.07408166188769671,60.0
2024-01-01 00:45:00,2.0,11.0,-0.16015162204924654,11.035905253326103,11.481024384304375,12.0,59.035511419216675,0.0,0.07406891819267002,60.0
2024-01-01 01:00:00,2.0,11.0,-0.15447728750304857,11.04701473686262,11.475688844992002,12.0,59.057812397359626,2.3106720000000007,0.07342431724731345,60.0
2024-01-01 01:15:00,2.0,11.0,-0.1490920760669702,11.057731019960212,11.47080307950389,12.0,57.86747633857074,0.2567413333333333,0.07266009938954966,60.0
2024-01-01 01:30:00,2.0,11.0,-0.1439805955923246,11.068074134125085,11.46634221526931,12.0,58.87420229227299,1.9255600000000002,0.07307743737051328,60.0
2024-01-01 01:45:00,2.0,11.0,-0.13912827681223583,11.078063044455511,11.462282714064287,12.0,58.18736646462516,0.0,0.07342836115117915,60.0
2024-01-01 02:00:00,2.0,11.0,-0.12518172668174593,11.087715706653157,11.458602300625024,11.0,59.07022788360647,0.0,0.07408097459386785,60.0
2024-01-01 02:15:00,2.0,11.0,-0.1170093727318716,11.096345636743974,11.44497147599462,11.0,59.006517537563006,0.7702240000000001,0.07371390020542781,60.0
2024-01-01 02:30:00,2.0,11.0,-0.10980388688787043,11.104447820467218,11.432015546672732,11.0,58.968730523530624,0.2567413333333333,0.07401425699066815,60.0
2024-01-01 02:45:00,2.0,11.0,-0.10298848695385379,11.112050812697971,11.419698685405418,11.0,59.02828137752814,0.12837066666666666,0.07407770300305558,60.0
2024-01-01 03:00:00,2.0,11.0,-0.09654228612548077,11.119181639443944,11.40798697979353,11.0,59.02617575621639,1.668818666666667,0.07334896285416997,60.0
2024-01-01 03:15:00,2.0,11.0,-0.09044551482802626,11.125865879623813,11.39684832988494,11.0,58.043900680660954,0.0,0.07319898323395509,60.0
2024-01-01 03:30:00,2.0,11.0,-0.08467946096170438,11.13212774247163,11.386252351243908,11.0,59.01296032240911,0.0,0.07408114014988273,60.0
2024-01-01 03:45:00,1.0,15.8,-0.021923774187007812,11.137990140801325,11.37617028320469,11.0,59.035250789552066,0.0,0.0740683973515351,60.0
2024-01-01 04:00:00,1.0,15.8,0.2997307357910752,12.06532539462621,11.371872568236322,11.0,59.05755221562337,0.2567413333333333,0.07401644941549992,60.0
2024-01-01 04:15:00,1.0,18.2,0.7327747483134388,12.970175691722982,11.38998357612173,11.0,59.031100228548404,0.2567413333333333,0.07400329096023982,60.0
2024-01-01 04:30:00,1.0,20.0,1.2472946763092585,14.30782665699446,11.438512678701333,11.0,59.0046595578707,0.0,0.07408745793070534,60.0
2024-01-01 04:45:00,1.0,20.0,1.79317157525566,15.956926621788666,11.522554832606298,11.0,59.026944591661774,0.12837066666666666,0.07405041287700319,60.0
2024-01-01 05:00:00,2.0,11.0,2.0763476302823007,17.568189723349693,11.643300816394678,10.0,59.0248624401192,0.0,0.07408201404276946,60.0
2024-01-01 05:15:00,2.0,11.0,1.9870515209834367,17.424017297283168,11.768591571156538,10.0,59.047152155705916,0.2567413333333333,0.07404528913733,60.0
2024-01-01 05:30:00,1.0,12.8,1.9020520201425244,17.286261098049117,11.886122147560942,10.0,59.02067536619458,0.12837066666666666,0.0740851028926123,60.0
2024-01-01 05:45:00,1.0,14.6,1.9614515631968257,17.50169684392237,11.996884244788578,10.0,58.93256242534093,0.0,0.07406943391127294,60.0
2024-01-01 06:00:00,1.0,20.0,2.3362495601247346,18.059934642019066,12.111291506054586,10.0,59.040863915527126,0.0,0.07406815306143748,60.0
2024-01-01 06:15:00,1.0,20.0,2.809306965478733,19.63352824731891,12.252011137837664,10.0,59.063165551690254,0.2567413333333333,0.07404256000249056,60.0
2024-01-01 06:30:00,1.0,20.0,2.8299241157177457,20.479916741013856,12.422831608501093,10.0,59.03669110926098,1.6688186666666667,0.07289293485966693,60.0
2024-01-01 06:45:00,1.0,20.0,2.7046057616448547,20.283728463305323,12.591271309912312,10.0,58.22681013327083,0.7702240000000001,0.07280439220995753,60.0
2024-01-01 07:00:00,1.0,20.0,2.585003406916811,20.09622316855681,12.749221546252608,10.0,58.79181199376873,0.0,0.07399441792549931,60.0
2024-01-01 07:15:00,1.0,20.0,2.472440506380867,19.91700925906761,12.89725142448934,10.0,59.07217990955186,0.0,0.07408487551362808,60.0
2024-01-01 07:30:00,1.0,20.0,2.3658286668553603,19.74559030194693,13.035899661084748,10.0,59.00846620868013,1.668818666666667,0.07366665632391728,60.0
2024-01-01 07:45:00,1.0,20.0,2.305766313604458,19.581558284284878,13.165675300595504,10.0,58.36992173596965,0.2567413333333333,0.07347774995137217,60.0
2024-01-01 08:00:00,2.0,13.4,2.48127234674095,20.231805362389462,13.291038652833643,10.0,59.03194068011084,0.0,0.07407324266511592,60.0
2024-01-01 08:15:00,3.0,19.8,2.3961841494098524,20.407005603574156,13.431045608634388,10.0,59.054237939166164,0.385112,0.07403292348741229,60.0
2024-01-01 08:30:00,1.0,19.8,2.293612104800124,20.24087006050265,13.56319257793441,10.0,59.0033727397981,1.7971893333333335,0.0722690863277765,60.0
2024-01-01 08:45:00,1.0,20.0,2.196398927943261,20.081841568963387,13.686816866433535,10.0,58.599634012903685,0.12837066666666666,0.07385941752809529,60.0
2024-01-01 09:00:00,1.0,20.0,2.0353222817422987,19.929548850299316,13.802381530797827,10.0,59.02772089701714,0.2567413333333333,0.07401141698480915,60.0
2024-01-01 09:15:00,1.0,20.0,1.944766707986749,19.78877230237425,13.910383597743875,10.0,59.00127323788065,0.8985946666666668,0.0738585669813205,60.0
2024-01-01 09:30:00,1.0,20.0,1.8636582557483525,19.653924854585707,14.011300251050688,10.0,58.50895798677392,1.5404480000000003,0.07293471527777545,60.0
2024-01-01 09:45:00,1.0,20.0,1.936205714581473,19.524697343954777,14.10551695150834,10.0,58.325446812622,0.0,0.07362404719340619,60.0
2024-01-01 10:00:00,1.0,20.0,1.8961673005180786,20.54747929308939,14.20562910818772,11.0,59.03613802860474,1.7971893333333335,0.07362107731832587,60.0
2024-01-01 10:15:00,1.0,20.0,1.7950560692134947,20.417096111727396,14.325109911265134,11.0,57.9432289320099,0.385112,0.07278204302654609,60.0
2024-01-01 10:30:00,1.0,19.8,1.713738367324768,20.29266015430298,14.437360918119237,11.0,58.83945001301907,0.2567413333333333,0.07393313388879126,60.0
2024-01-01 10:45:00,1.0,20.0,1.6366968971194114,20.173858436789995,14.542772978961628,11.0,59.07107254479171,0.12837066666666666,0.07406984059145609,60.0
2024-01-01 11:00:00,1.0,20.0,1.3739915156592961,20.060394689524998,14.641716018984022,12.0,59.06897368522906,0.0,0.07407846820954175,60.0
2024-01-01 11:15:00,1.0,20.0,1.2926134158703673,19.966119483385157,14.74500235425786,12.0,59.005265494700076,1.5404480000000003,0.07292725690073643,60.0
2024-01-01 11:30:00,1.0,20.0,1.22843324735191,19.87654040481848,14.842481384858743,12.0,58.56375786812515,0.0,0.07385956838110894,60.0
2024-01-01 11:45:00,1.0,20.0,1.1676610891409422,19.791408004804925,14.934465116243281,12.0,59.016243666937385,0.7702240000000001,0.07365441742801711,60.0
2024-01-01 12:00:00,1.0,20.0,1.1924686623774385,19.71048616735637,15.02124885952638,12.0,59.06450876422816,0.12837066666666666,0.0740548255317457,60.0
2024-01-01 12:15:00,3.0,19.9,1.1418195226437642,19.627420686567415,15.103041913037083,12.0,58.976421862194165,0.0,0.07405392858626497,60.0
2024-01-01 12:30:00,3.0,19.5,1.0882055558783752,19.548277060505352,15.180034279352935,12.0,58.998735731541856,0.0,0.07409852052115752,60.0
2024-01-01 12:45:00,3.0,19.5,1.0374220490736656,19.472848119568503,15.252484835932371,12.0,59.02101125139944,0.0,0.07408577412407616,60.0
2024-01-01 13:00:00,3.0,19.5,0.9772111858995657,19.400937761594694,15.320638603871283,12.0,59.04329773328032,0.2567413333333333,0.0740028562446533,60.0
2024-01-01 13:15:00,3.0,19.6,1.0073990238105555,19.333261618723657,15.384737810629787,12.0,59.01685743646217,0.0,0.07408892812485987,60.0
