,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.07600000000000001,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.13466666666666666,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.15666666666666668,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.142,0.0,0.2
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.06866666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.4
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.12000000000000001,1.7333333333333334,0.2
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.09066666666666667,1.7333333333333334,0.4
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.8536,1.4666666666666666,0.2
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.32053333333333334,1.0666666666666667,0.2
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.098,0.0,0.2
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.11266666666666666,0.0,0.2
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.054,0.8,0.4
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.054,0.0,1.6
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.4
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.07600000000000001,0.6666666666666666,0.4
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.13466666666666666,0.9333333333333333,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.054,0.26666666666666666,0.2
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.054,2.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.054,0.4,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.15666666666666668,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.142,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.06866666666666667,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.12000000000000001,0.0,0.2
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.09066666666666667,0.0,0.2
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.054,0.0,1.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.098,0.0,0.2
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.11266666666666666,0.0,1.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.054,0.0,0.8
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.4
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.07600000000000001,0.0,1.6
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.14073333333333335,0.8,0.4
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.067,1.0666666666666667,0.2
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.067,0.0,0.2
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.067,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.06613333333333334,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.15666666666666668,0.0,0.2
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.054,0.0,0.4
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.0644,0.0,0.8
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,1.5064000000000002,0.0,0.2
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,1.2745333333333335,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.08166666666666668,0.0,0.2
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.05573333333333333,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.2
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.0644,0.0,0.4
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.13299999999999998,0.0,1.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.10366666666666666,0.0,0.8
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.16651333333333335,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.20183333333333334,0.0,0.2
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.19196666666666665,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.26769999999999994,0.0,0.2
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.292613910056317,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.34406898007853254,0.0,0.6
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.3540759397255878,0.0,0.6
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.3540759397255878,0.0,0.0
