,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,60.0,0.0,0.07592379316188327,60.0
2024-01-01 00:15:00,2.0,59.91838101547338,0.0,0.07576071887506004,60.0
2024-01-01 00:30:00,2.0,59.83693733775294,0.0,0.07559799485028137,60.0
2024-01-01 00:45:00,2.0,59.755668590302804,0.0,0.07543562033523059,60.0
2024-01-01 01:00:00,2.0,59.67457439739583,0.0,0.07527359457920693,60.0
2024-01-01 01:15:00,2.0,59.59365438411192,0.0,0.07511191683312209,60.0
2024-01-01 01:30:00,2.0,59.512908176336225,0.0,0.0749505863494966,60.0
2024-01-01 01:45:00,2.0,59.43233540075745,0.0,0.07478960238245656,60.0
2024-01-01 02:00:00,2.0,59.351935684866135,0.0,0.07462896418773009,60.0
2024-01-01 02:15:00,2.0,59.27170865695292,0.0,0.07446867102264387,60.0
2024-01-01 02:30:00,2.0,59.19165394610679,0.0,0.07430872214611978,60.0
2024-01-01 02:45:00,2.0,59.111771182213445,0.0,0.07414911681867141,60.0
2024-01-01 03:00:00,1.0,59.03205999595353,0.0,0.07432415868297995,60.0
2024-01-01 03:15:00,2.0,59.31049795245773,0.0,0.07454617182392816,60.0
2024-01-01 03:30:00,2.0,59.2303599273245,0.0,0.07438605648591191,60.0
2024-01-01 03:45:00,2.0,59.15039402809215,0.0,0.07422628505450873,60.0
2024-01-01 04:00:00,2.0,59.070599885056964,0.0,0.07406685679105257,60.0
2024-01-01 04:15:00,1.0,59.34931444416834,0.0,0.07462372696308359,60.0
2024-01-01 04:30:00,1.0,59.26909304633416,0.0,0.07446344504686465,60.0
2024-01-01 04:45:00,1.0,59.18904395347442,0.0,0.07430350739504678,60.0
2024-01-01 05:00:00,2.0,59.10916679550077,0.0,0.07414391326819546,60.0
2024-01-01 05:15:00,2.0,59.02946120311979,0.0,0.0743666967001979,60.0
2024-01-01 05:30:00,2.0,59.307853430747386,0.0,0.0745408880839453,60.0
2024-01-01 05:45:00,2.0,59.22772108569775,0.0,0.07438078409470518,60.0
2024-01-01 06:00:00,1.0,59.14776085434894,0.0,0.07422102398770243,60.0
2024-01-01 06:15:00,2.0,59.067972367023415,0.0,0.07410938533297129,60.0
2024-01-01 06:30:00,2.0,59.34664120744425,0.0,0.07461838585065955,60.0
2024-01-01 06:45:00,1.0,59.26642555136972,0.0,0.07445811540644516,60.0
2024-01-01 07:00:00,3.0,59.186382187937085,0.0,0.07429818920199145,60.0
2024-01-01 07:15:00,3.0,59.10651074708449,0.0,0.07413860649791687,60.0
2024-01-01 07:30:00,3.0,59.02681085954492,0.0,0.07436140132816144,60.0
