,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 11:15:00,0.001,0.0,0.001,0.08299999999999999,0.3333333333333333
2024-01-01 11:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.151,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.207,0.3333333333333333
2024-01-01 12:45:00,0.001,0.0,0.001,0.10366666666666666,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.052,1.6666666666666667
2024-01-01 13:30:00,0.001,0.0,0.001,0.21666666666666667,0.3333333333333333
2024-01-01 13:45:00,0.001,0.0,0.001,0.20400000000000001,0.3333333333333333
2024-01-01 14:00:00,0.001,0.0,0.001,0.19666666666666666,0.3333333333333333
2024-01-01 14:15:00,0.001,0.0,0.001,0.12433333333333334,0.3333333333333333
2024-01-01 14:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.15333333333333332,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.20133333333333334,0.3333333333333333
2024-01-01 15:45:00,0.001,0.0,0.001,0.145,0.3333333333333333
2024-01-01 16:00:00,0.001,0.0,0.001,0.052,0.3333333333333333
2024-01-01 16:15:00,0.001,0.0,0.001,0.12437333333333331,0.3333333333333333
2024-01-01 16:30:00,0.001,0.0,0.001,0.22569999999999996,0.3333333333333333
2024-01-01 16:45:00,0.001,0.0,0.001,0.5109666666666667,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.7357,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.42336666666666667,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.3097,0.6666666666666666
2024-01-01 17:45:00,0.001,0.0,0.001,0.3480333333333333,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.4030333333333333,0.0
2024-01-01 18:15:00,0.001,0.0002,0.001,1.0194333333333334,0.3333333333333333
2024-01-01 18:30:00,0.001,1.9501333333333333,0.001,0.5579431656496898,1.3333333333333333
2024-01-01 18:45:00,0.001,1.2004666666666668,0.001,0.4767585406079497,0.0
2024-01-01 19:00:00,0.001,1.5003333333333333,0.001,0.3117426063922545,0.3333333333333333
2024-01-01 19:15:00,0.001,0.0008,0.001,0.2310759397255878,2.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.2798759397255878,0.3333333333333333
2024-01-01 19:45:00,0.001,0.0,0.001,0.8542092730589211,0.3333333333333333
2024-01-01 20:00:00,0.001,0.0,0.001,0.6050759397255877,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.5031723060380229,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.399127838588221,0.3333333333333333
2024-01-01 20:45:00,0.001,0.0,0.001,0.4651543569007429,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.4740759397255878,0.3333333333333333
2024-01-01 21:15:00,0.001,0.0,0.001,0.5120759397255878,1.6666666666666667
2024-01-01 21:30:00,0.001,0.0,0.001,0.7054092730589211,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.6453692730589211,1.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.35904260639225444,0.6666666666666666
2024-01-01 22:15:00,0.001,0.0,0.001,0.33837593972558777,1.6666666666666667
2024-01-01 22:30:00,0.001,0.0,0.001,0.33837593972558777,0.3333333333333333
2024-01-01 22:45:00,0.001,0.0,0.001,0.33837593972558777,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.923509273058921,1.6666666666666667
2024-01-01 23:15:00,0.001,0.0,0.001,0.9645092730589211,0.3333333333333333
2024-01-01 23:30:00,0.001,0.0,0.001,0.4007092730589211,0.3333333333333333
2024-01-01 23:45:00,0.001,0.0,0.001,0.2163759397255878,2.0
