,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.08449040903934017,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.21015299796604625,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.09333333333333332,0.3333333333333333
2024-01-01 00:45:00,0.001,0.0,0.001,0.15333333333333332,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.07733333333333332,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.207,0.6666666666666666
2024-01-01 02:00:00,0.001,0.0,0.001,0.6470666666666668,0.6666666666666666
2024-01-01 02:15:00,0.001,0.0,0.001,0.09,0.6666666666666666
2024-01-01 02:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.14066666666666666,0.3333333333333333
2024-01-01 03:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.18633333333333332,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.13466666666666666,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.052,1.3333333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.21666666666666667,2.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.20400000000000001,0.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.052,0.3333333333333333
2024-01-01 04:45:00,0.001,0.0,0.001,0.16566666666666666,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.15533333333333335,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.15333333333333332,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.242,0.3333333333333333
2024-01-01 06:00:00,0.001,0.0,0.001,0.07733333333333332,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.145,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.176,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.052,0.3333333333333333
2024-01-01 07:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.14066666666666666,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.12433333333333334,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.19666666666666666,0.3333333333333333
2024-01-01 08:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.21666666666666667,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.20400000000000001,0.3333333333333333
2024-01-01 09:15:00,0.001,0.0,0.001,0.10366666666666666,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.207,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.06233333333333333,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.15333333333333332,0.3333333333333333
2024-01-01 10:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.10833333333333334,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.207,0.0
