,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0004,0.001,0.8771426063922545,0.0,0.6
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.3146272221962011,0.0,2.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.4265237423726735,0.0,0.2
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.49700599593209255,0.0,0.4
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.23616666666666664,0.0,0.8
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.1797,0.0,0.8
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1797,0.0,0.2
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.1797,0.0,0.2
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.16523333333333332,0.0,0.2
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.234,0.0,1.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.082,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.044,2.4,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.044,0.0,0.2
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.044,0.0,0.4
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.082,0.0,0.4
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.234,0.0,1.8
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.12000000000000001,0.0,0.4
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.044,0.0,0.2
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.044,0.0,1.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.044,0.0,0.2
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.234,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.158,0.0,0.2
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.044,1.2,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.044,0.0,0.2
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.044,0.0,0.0
