,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,15.0,0.10786103946117628,15.0,13.5,12.0,60.0,0.0,0.07592379316188327,60.0
2024-01-01 00:15:00,2.0,15.0,0.11432105315945372,14.986905893410212,13.505512411336497,12.0,59.91838101547338,0.0,0.07576071887506004,60.0
2024-01-01 00:30:00,2.0,15.0,0.11305420041624221,14.97395758757096,13.510862837805302,12.0,59.83693733775294,0.0,0.07559799485028137,60.0
2024-01-01 00:45:00,2.0,15.0,0.11180785980804057,14.961152719468839,13.516054233707859,12.0,59.755668590302804,0.0,0.07543562033523059,60.0
2024-01-01 01:00:00,2.0,15.0,0.11058167794364943,14.948488966806519,13.521089501702152,12.0,59.67457439739583,0.0,0.07527359457920693,60.0
2024-01-01 01:15:00,2.0,15.0,0.10937530756806838,14.935964047295775,13.525971493701013,12.0,59.59365438411192,0.0,0.07511191683312209,60.0
2024-01-01 01:30:00,2.0,15.0,0.10818840745584728,14.923575717962771,13.530703011754804,12.0,59.512908176336225,0.0,0.0749505863494966,60.0
2024-01-01 01:45:00,2.0,15.0,0.10702064230629103,14.911321774465417,13.535286808918741,12.0,59.43233540075745,0.0,0.07478960238245656,60.0
2024-01-01 02:00:00,2.0,15.0,0.11154050852578859,14.899200050422614,13.539725590105178,11.0,59.351935684866135,0.0,0.07462896418773009,60.0
2024-01-01 02:15:00,2.0,15.0,0.11101117928246801,14.886519204203173,13.54014095281643,11.0,59.27170865695292,0.0,0.07446867102264387,60.0
2024-01-01 02:30:00,2.0,15.0,0.11009778156166217,14.873943367742742,13.540455748512317,11.0,59.19165394610679,0.0,0.07430872214611978,60.0
2024-01-01 02:45:00,2.0,15.0,0.1091981321626431,14.861470957476653,13.540671920837784,11.0,59.111771182213445,0.0,0.07414911681867141,60.0
2024-01-01 03:00:00,2.0,15.0,0.10831199656465283,14.849100416860116,13.540791379242766,11.0,59.03205999595353,0.0,0.07419043693074825,60.0
2024-01-01 03:15:00,2.0,15.0,0.10743914431414675,14.836830215899571,13.540815999577458,11.0,59.167306778995005,0.0,0.07426007663875468,60.0
2024-01-01 03:30:00,2.0,15.0,0.10657934895411618,14.824658850692252,13.540747624677202,11.0,59.08747630960312,0.0,0.0741005757954356,60.0
2024-01-01 03:45:00,2.0,15.0,0.10573238795463719,14.812584842973694,13.540588064937232,11.0,59.007817305522984,0.12837066666666666,0.07404615590418609,60.0
2024-01-01 04:00:00,2.0,15.0,0.10489804264462747,14.80060673967314,13.540339098877418,11.0,59.00521919239138,0.2567413333333333,0.0742127657646582,60.0
2024-01-01 04:15:00,1.0,19.666666666666668,0.13204216674025293,14.788723112476672,13.540002473697179,11.0,59.079444360585136,0.12837066666666666,0.07411746139992709,60.0
2024-01-01 04:30:00,1.0,19.333333333333332,0.20191801783986746,15.831141230709653,13.543057385714892,11.0,59.076769593193895,0.2567413333333333,0.07407319122998629,60.0
2024-01-01 04:45:00,1.0,18.666666666666668,0.26966293405346825,16.790082392231536,13.553533967151441,11.0,59.15114480567957,0.12837066666666666,0.07420938510404182,60.0
2024-01-01 05:00:00,2.0,17.333333333333332,0.33136541977910555,17.590304764208646,13.571094578492426,10.0,59.14837121920843,0.12837066666666666,0.07430647350439384,60.0
2024-01-01 05:15:00,2.0,15.0,0.3406565441171784,18.08135663605165,13.590542038662106,10.0,59.145493261547244,0.0,0.07421649334962742,60.0
2024-01-01 05:30:00,2.0,15.0,0.33661841681787413,18.042774978523834,13.6105395287709,10.0,59.065709644711774,0.12837066666666666,0.07411054257079673,60.0
2024-01-01 05:45:00,2.0,15.0,0.33264653710530384,18.004650526059724,13.630016783320775,10.0,59.063042315144514,0.0,0.07410908666890144,60.0
2024-01-01 06:00:00,2.0,17.0,0.34916137088701815,17.96697577840207,13.648983206919524,10.0,59.198376550689176,1.5404480000000003,0.07401963668284807,60.0
2024-01-01 06:15:00,2.0,15.0,0.3567523510865309,18.38057434883157,13.669852726082583,10.0,57.892809334952716,0.385112,0.0735516056149772,60.0
2024-01-01 06:30:00,2.0,15.0,0.3524968831767949,18.340169934711344,13.691204024349114,10.0,59.11975959169725,0.385112,0.07415908501299677,60.0
2024-01-01 06:45:00,1.0,17.0,0.3519063172943725,18.300247332783243,13.712005830719482,10.0,59.05604246734023,0.2567413333333333,0.07414463111007641,60.0
2024-01-01 07:00:00,2.0,17.0,0.3983248250609339,18.713575732188193,13.732843282452043,10.0,59.130340881101496,0.0,0.07418621897597286,60.0
2024-01-01 07:15:00,1.0,16.0,0.4037672755076532,19.121567880915272,13.758622416225014,10.0,59.05058980957933,0.0,0.07414152005839476,60.0
2024-01-01 07:30:00,1.0,20.0,0.44681548989605546,19.302452113018926,13.78467266947225,10.0,59.1858891788429,0.0,0.07429720417250477,60.0
2024-01-01 07:45:00,1.0,20.0,0.49797618099947816,20.384707786913616,13.815687283278926,10.0,59.106018796908764,0.0,0.0741376235841435,60.0
2024-01-01 08:00:00,1.0,20.0,0.48361476030743233,20.479318843702988,13.851542710898501,10.0,59.02631996601323,0.0,0.074236240746697,60.0
2024-01-01 08:15:00,1.0,20.0,0.47672089720854144,20.42463213926127,13.886678587766557,10.0,59.16151750940546,0.0,0.0742485097096264,60.0
