,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.229398081807868,0.0
2024-01-01 00:15:00,0.0,0.1857,0.0
2024-01-01 00:30:00,0.0,0.1857,1.0
2024-01-01 00:45:00,0.0,0.26636666666666664,1.6666666666666667
2024-01-01 01:00:00,0.0,0.2930333333333333,1.3333333333333333
2024-01-01 01:15:00,0.0,0.3407,0.6666666666666666
2024-01-01 01:30:00,0.0,0.14304,0.0
2024-01-01 01:45:00,0.0,0.05,0.0
2024-01-01 02:00:00,0.0,0.05,0.3333333333333333
2024-01-01 02:15:00,0.0,0.10866666666666668,0.3333333333333333
2024-01-01 02:30:00,0.0,0.2,1.0
2024-01-01 02:45:00,0.0,0.205,0.0
2024-01-01 03:00:00,0.0,0.05,0.0
2024-01-01 03:15:00,0.0,0.05,0.0
2024-01-01 03:30:00,0.0,0.05,0.3333333333333333
2024-01-01 03:45:00,0.0,0.08666666666666667,0.0
2024-01-01 04:00:00,0.0,0.24266666666666667,0.0
2024-01-01 04:15:00,0.0,0.18433333333333332,0.0
2024-01-01 04:30:00,0.0,0.05,0.0
2024-01-01 04:45:00,0.0,0.05,1.0
2024-01-01 05:00:00,0.0,0.05,0.0
2024-01-01 05:15:00,0.0,0.06466666666666668,0.0
2024-01-01 05:30:00,0.0,0.26333333333333336,2.0
2024-01-01 05:45:00,0.0,0.18566666666666667,0.3333333333333333
2024-01-01 06:00:00,0.0,0.05,0.3333333333333333
2024-01-01 06:15:00,0.0,0.05,0.0
2024-01-01 06:30:00,0.0,0.05,1.0
2024-01-01 06:45:00,0.0,0.05,2.0
2024-01-01 07:00:00,0.0,0.27666666666666667,0.0
2024-01-01 07:15:00,0.0,0.187,2.6666666666666665
2024-01-01 07:30:00,0.0,0.05,0.0
2024-01-01 07:45:00,0.0,0.05,0.0
2024-01-01 08:00:00,0.0,0.05,0.3333333333333333
2024-01-01 08:15:00,0.0,0.05,0.0
